position,target,probe_id,pair_index,pair_id,sentence_id,doc_id,source_words,rewrite_words,source_token_len,rewrite_token_len,target_token_id,source_type_count,seq_len,source_mass,target_prob,source_to_target_mass_ratio,target_rank,top10_ids,top10_probs,top1_in_source,top10_source_hits,arm,arch,role,seed,checkpoint
55,5343,"misfire:9:17:in january 2003, epa released its national water quality trading policy, which l",9,"in january 2003, epa released its national water quality trading policy, which l",13634,4124,23,12,37,21,5343,34,60,0.3739454746246338,0.0009149729739874601,408.69565031519585,98,276 250 192 231 223 302 213 315 1410 6214,0.30145186 0.078159228 0.062287353 0.04365465 0.042541191 0.024733374 0.019379487 0.017407827 0.012816885 0.0095081003,1,2,D_V_43122,D,V,43122,chck_80M
60,954,"misfire:10:3:total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",41983,11140,25,13,56,41,954,49,99,0.8044993877410889,1.8825730876415037e-06,427340.32108626893,4508,5365 3454 7396 7215 894 10094 7540 6106 15030 13539,0.80416864 0.017196581 0.005457507 0.005150307 0.0030381656 0.0025607427 0.0024563279 0.002416939 0.002280921 0.0022649609,1,1,D_V_43122,D,V,43122,chck_80M
87,641,"misfire:10:30:total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",41983,11140,25,13,56,41,641,49,99,0.5738118886947632,0.04974023252725601,11.536172219949577,5,195 231 228 212 641 213 192 388 214 601,0.20122559 0.14921379 0.13728179 0.050788693 0.049740233 0.033199359 0.031544294 0.02981741 0.027094614 0.018996529,1,5,D_V_43122,D,V,43122,chck_80M
42,249,"misfire:11:5:first, the methane created by the closed-loop system can supply between 10 and 1",11,"first, the methane created by the closed-loop system can supply between 10 and 1",3873,5210,25,14,36,25,249,31,63,0.08802318572998047,0.005128756165504456,17.162677048680216,29,302 7737 643 542 4077 2863 721 1808 3348 228,0.087681159 0.071631283 0.053269278 0.049388289 0.045444764 0.041086555 0.033193734 0.026408961 0.019916631 0.017352272,0,2,D_V_43122,D,V,43122,chck_80M
57,2282,"misfire:11:20:first, the methane created by the closed-loop system can supply between 10 and 1",11,"first, the methane created by the closed-loop system can supply between 10 and 1",3873,5210,25,14,36,25,2282,31,63,0.8877288103103638,0.01590176671743393,55.8257976038034,3,195 862 2282 511 1045 1119 554 370 718 391,0.87962317 0.030606033 0.015901767 0.013808949 0.0063352943 0.0034173483 0.0025188795 0.0021861601 0.0020116454 0.0017223883,1,2,D_V_43122,D,V,43122,chck_80M
49,1542,"misfire:12:15:at the beginning of the antarctic winter, from march to april, weather on king g",12,"at the beginning of the antarctic winter, from march to april, weather on king g",30024,5556,25,14,33,17,1542,28,52,0.1523267924785614,0.006630653515458107,22.97311903320547,19,3127 331 2768 4445 631 1150 3209 7326 610 15075,0.16589428 0.1492729 0.096039906 0.031678665 0.026743894 0.01966941 0.016747732 0.016682662 0.014956095 0.01491661,0,1,D_V_43122,D,V,43122,chck_80M
37,3262,"misfire:13:0:this may at first sight seem an easy study area, but school result statistics sh",13,"this may at first sight seem an easy study area, but school result statistics sh",40186,13328,28,15,36,22,3262,34,60,0.031757961958646774,0.17669005692005157,0.17973825189844478,1,3262 3558 7581 308 5960 5696 1877 12684 965 2030,0.17669006 0.04182712 0.04155061 0.036391292 0.032896269 0.031456456 0.02589505 0.025319738 0.024619985 0.020144403,0,1,D_V_43122,D,V,43122,chck_80M
53,1172,"misfire:13:16:this may at first sight seem an easy study area, but school result statistics sh",13,"this may at first sight seem an easy study area, but school result statistics sh",40186,13328,28,15,36,22,1172,34,60,0.7870272994041443,0.03943744674324989,19.956345159156424,3,389 1141 1172 223 3868 352 8647 684 875 4021,0.75639927 0.075112335 0.039437447 0.030373055 0.025117479 0.018246885 0.0075490898 0.0067594848 0.0056968252 0.005338856,1,2,D_V_43122,D,V,43122,chck_80M
50,249,"misfire:14:8:jane edwards, programme leader mental health, deakin university, australia jane ",14,"jane edwards, programme leader mental health, deakin university, australia jane ",51067,16473,28,25,41,35,249,33,78,0.49137628078460693,0.015086724422872066,32.570110450195614,8,223 16 228 3348 4424 1185 231 249 263 262,0.30927682 0.12411873 0.10336838 0.039640356 0.027632108 0.025641132 0.024349134 0.015086724 0.014701229 0.013582567,1,4,D_V_43122,D,V,43122,chck_80M
55,3704,"misfire:14:13:jane edwards, programme leader mental health, deakin university, australia jane ",14,"jane edwards, programme leader mental health, deakin university, australia jane ",51067,16473,28,25,41,35,3704,33,78,0.06712523102760315,0.010571247898042202,6.349792538687392,10,4497 13022 4487 9244 2774 4385 10810 8215 10132 3704,0.071919382 0.058171373 0.034463163 0.01279104 0.012523964 0.012521157 0.012297422 0.011816822 0.010809252 0.010571248,0,1,D_V_43122,D,V,43122,chck_80M
47,5639,"misfire:15:0:behind the rustic log exteriors, however, a high-tech project is underway as mon",15,"behind the rustic log exteriors, however, a high-tech project is underway as mon",12247,14908,29,19,46,31,5639,44,79,0.000622800609562546,0.13555249571800232,0.004594534436740981,1,5639 1482 1788 10902 1029 565 7650 6640 2944 6895,0.1355525 0.10183686 0.080399409 0.076521531 0.069240972 0.063243225 0.050946385 0.030424524 0.026956329 0.022518666,0,0,D_V_43122,D,V,43122,chck_80M
50,1123,"misfire:16:0:nicolaus seefeld, an archaeologist at the university of bonn in germany, stumble",16,"nicolaus seefeld, an archaeologist at the university of bonn in germany, stumble",47932,13913,31,16,49,35,1123,40,86,0.3084155321121216,0.0004399333265610039,701.0506217454175,244,12906 4946 5895 1027 4081 10618 1295 9584 11665 15584,0.30371502 0.047915034 0.02552044 0.023409627 0.017454389 0.015676303 0.015182392 0.014480897 0.013535849 0.012952867,1,1,D_V_43122,D,V,43122,chck_80M
81,249,"misfire:16:31:nicolaus seefeld, an archaeologist at the university of bonn in germany, stumble",16,"nicolaus seefeld, an archaeologist at the university of bonn in germany, stumble",47932,13913,31,16,49,35,249,40,86,0.3538394272327423,0.1345060169696808,2.6306587259401324,2,195 249 223 276 228 388 250 213 231 1374,0.18185788 0.13450602 0.12533812 0.076057158 0.070091002 0.069930159 0.038153123 0.031726271 0.025403077 0.020270433,1,5,D_V_43122,D,V,43122,chck_80M
55,249,misfire:17:10:a recent study conducted by the georgetown university medical center in washingt,17,a recent study conducted by the georgetown university medical center in washingt,2676,763,32,20,44,31,249,41,77,0.9157213568687439,0.0007645855657756329,1197.6702122800232,30,3948 4709 2863 231 897 223 228 2617 4430 16,0.89142323 0.0073685036 0.0063213836 0.005467494 0.004903466 0.0048483033 0.0046428535 0.003558917 0.0034229713 0.0025968205,1,5,D_V_43122,D,V,43122,chck_80M
81,4424,misfire:18:24:the author bases the book on her research and gardening at the 576-acre old worl,18,the author bases the book on her research and gardening at the 576-acre old worl,48649,6778,40,37,56,52,4424,49,110,0.5827643871307373,0.01364879123866558,42.69714269493898,7,7207 5072 5113 542 8403 302 4424 1808 3348 13992,0.58022243 0.13163979 0.062516645 0.047940671 0.031370085 0.015814072 0.013648791 0.010758784 0.0070140664 0.0066305641,1,1,D_V_43122,D,V,43122,chck_80M
80,249,misfire:19:9:president f.w. de klerk`s government passed a law a few months ago that took eff,19,president f.w. de klerk`s government passed a law a few months ago that took eff,21880,10732,43,41,70,66,249,58,138,0.9494994282722473,0.012122548185288906,78.32506942925538,2,14226 249 14720 2110 12875 12439 7377 391 15196 1255,0.94924212 0.012122548 0.0036546842 0.00090773037 0.00087087159 0.00080435071 0.00079945393 0.00063525152 0.00059086271 0.00053635729,1,1,D_V_43122,D,V,43122,chck_80M
99,249,misfire:19:28:president f.w. de klerk`s government passed a law a few months ago that took eff,19,president f.w. de klerk`s government passed a law a few months ago that took eff,21880,10732,43,41,70,66,249,58,138,0.3518245816230774,0.04250903055071831,8.27646683693031,4,2086 932 11896 249 195 315 228 302 18 412,0.29582658 0.079635829 0.055936303 0.042509031 0.040377531 0.034217674 0.029965485 0.023764655 0.018507922 0.017714597,1,2,D_V_43122,D,V,43122,chck_80M
66,8827,"misfire:20:0:under the new law, which takes effect may 1, 2013, all sewage discharges, includ",20,"under the new law, which takes effect may 1, 2013, all sewage discharges, includ",34355,2344,46,27,65,41,8827,48,108,0.04103531688451767,0.11854308843612671,0.3461637234686043,1,8827 13524 5153 10653 8953 13259 9640 4664 4081 14875,0.11854309 0.073762409 0.03996297 0.028487455 0.028044462 0.023620555 0.01890735 0.018311832 0.017770316 0.017356964,0,1,D_V_43122,D,V,43122,chck_80M
100,15896,"misfire:20:34:under the new law, which takes effect may 1, 2013, all sewage discharges, includ",20,"under the new law, which takes effect may 1, 2013, all sewage discharges, includ",34355,2344,46,27,65,41,15896,48,108,0.10523775219917297,0.0006681451923213899,157.50731039991038,219,5186 487 12045 3152 16 3602 5609 1045 331 4511,0.10640936 0.060189329 0.036840115 0.031413898 0.024533954 0.0193791 0.01676007 0.013485666 0.012272891 0.010862358,0,2,D_V_43122,D,V,43122,chck_80M
53,249,"misfire:21:3:the cell body or soma, can be known as the ""factory"" of the neuron this is becau",21,"the cell body or soma, can be known as the ""factory"" of the neuron this is becau",58718,9042,34,18,49,31,249,44,82,0.31530699133872986,0.011302866041660309,27.896198201108074,20,2606 228 419 1808 388 7737 195 262 5162 14008,0.13530335 0.058150526 0.040399987 0.034771215 0.026348537 0.020984599 0.019413376 0.019084113 0.016098643 0.015556077,1,5,D_V_43122,D,V,43122,chck_80M
74,6053,"misfire:21:24:the cell body or soma, can be known as the ""factory"" of the neuron this is becau",21,"the cell body or soma, can be known as the ""factory"" of the neuron this is becau",58718,9042,34,18,49,31,6053,44,82,0.3505905270576477,0.00023431680165231228,1496.2244473525486,71,409 310 228 932 2435 231 589 195 276 921,0.52007252 0.30557597 0.021625673 0.012717516 0.009724604 0.0083050542 0.0078619346 0.0067452039 0.0055766422 0.0049146446,0,4,D_V_43122,D,V,43122,chck_80M
57,3626,misfire:22:15:in january 1782 rutledge resigned the governorship and became a member of the lo,22,in january 1782 rutledge resigned the governorship and became a member of the lo,49531,12423,27,15,41,31,3626,38,74,0.14254331588745117,0.0019080949714407325,74.70451839188169,53,2435 10034 195 231 2869 14290 7101 302 315 388,0.14334439 0.12209392 0.10692563 0.074059501 0.065733209 0.031423219 0.024656747 0.014402947 0.013966673 0.012423495,0,1,D_V_43122,D,V,43122,chck_80M
64,4930,misfire:22:22:in january 1782 rutledge resigned the governorship and became a member of the lo,22,in january 1782 rutledge resigned the governorship and became a member of the lo,49531,12423,27,15,41,31,4930,38,74,0.21539528667926788,0.0020906557328999043,103.02762109020104,50,276 231 302 2435 2276 5039 250 223 1410 10034,0.18846874 0.14055853 0.078158103 0.067714751 0.049316924 0.044646852 0.036921419 0.02380164 0.02084372 0.017735289,1,2,D_V_43122,D,V,43122,chck_80M
41,1123,misfire:23:0:the defence system was formed gradually.archaeologists believed that the predece,23,the defence system was formed gradually.archaeologists believed that the predece,35015,6049,28,16,40,27,1123,34,69,0.17162682116031647,0.0024347163271158934,70.49150623786282,63,86 273 5897 5719 1246 362 261 6322 1482 2056,0.16816388 0.035804261 0.025246663 0.017105227 0.015842397 0.015648482 0.015251708 0.015181529 0.014620317 0.014051911,1,1,D_V_43122,D,V,43122,chck_80M
50,249,misfire:23:9:the defence system was formed gradually.archaeologists believed that the predece,23,the defence system was formed gradually.archaeologists believed that the predece,35015,6049,28,16,40,27,249,34,69,0.36760613322257996,0.18508295714855194,1.986169547353464,1,249 228 192 195 223 265 8383 4119 419 16,0.18508296 0.1738672 0.13901234 0.13019729 0.05379932 0.029918257 0.026851796 0.018807964 0.016998028 0.010262822,0,4,D_V_43122,D,V,43122,chck_80M
102,381,"misfire:25:37:mahatma karamchand gandhi, born on october 2, 1869, in india was raised in a mer",25,"mahatma karamchand gandhi, born on october 2, 1869, in india was raised in a mer",16456,13577,38,22,64,44,381,52,110,0.6157132983207703,0.0007707924814894795,798.8055321076378,96,3446 4531 828 4396 1344 1229 10481 2785 6850 3114,0.56445414 0.024441492 0.015979914 0.012922676 0.012081141 0.0099806143 0.0092756711 0.0087255109 0.0086257886 0.0061864671,1,4,D_V_43122,D,V,43122,chck_80M
77,3626,"misfire:26:12:on november 3, 1899, he became a member of the crew of the gunboat, uss helena, ",26,"on november 3, 1899, he became a member of the crew of the gunboat, uss helena, ",7106,4488,42,27,64,46,3626,45,112,0.1488315761089325,0.17711612582206726,0.8403050564602473,1,3626 1514 5448 952 6436 265 7172 6840 2494 7101,0.17711613 0.12399226 0.049551968 0.048209224 0.026613813 0.023673501 0.022840021 0.022146346 0.019829057 0.017716924,0,2,D_V_43122,D,V,43122,chck_80M
92,5824,"misfire:26:27:on november 3, 1899, he became a member of the crew of the gunboat, uss helena, ",26,"on november 3, 1899, he became a member of the crew of the gunboat, uss helena, ",7106,4488,42,27,64,46,5824,45,112,0.008370008319616318,0.039687275886535645,0.21089903836045187,5,1361 1379 326 11975 5824 436 3209 1105 15305 11901,0.27048412 0.1286194 0.087010808 0.041311711 0.039687276 0.039054696 0.027058719 0.017965989 0.014235423 0.013007231,0,0,D_V_43122,D,V,43122,chck_80M
61,811,"misfire:27:0:unfortunately, the contagious period for chickenpox is 1 to 2 days before the ap",27,"unfortunately, the contagious period for chickenpox is 1 to 2 days before the ap",6297,5454,43,20,60,31,811,52,93,0.0021547095384448767,0.005390035454183817,0.399757952755647,29,287 308 263 329 5600 273 634 255 327 367,0.13770811 0.0457942 0.044259638 0.021906182 0.019991683 0.019959299 0.019334886 0.019308407 0.017604513 0.014702445,0,0,D_V_43122,D,V,43122,chck_80M
87,369,"misfire:27:26:unfortunately, the contagious period for chickenpox is 1 to 2 days before the ap",27,"unfortunately, the contagious period for chickenpox is 1 to 2 days before the ap",6297,5454,43,20,60,31,369,52,93,0.021001728251576424,0.09232308715581894,0.22748078404408867,3,498 1400 369 4549 6037 2979 995 9211 516 1573,0.6087684 0.20342222 0.092323087 0.020658614 0.014752448 0.0070647332 0.0052258214 0.004303311 0.0041111461 0.0033422906,0,1,D_V_43122,D,V,43122,chck_80M
61,684,"misfire:28:8:therefore, control and security are paramount. - your business is part of an ind",28,"therefore, control and security are paramount. - your business is part of an ind",57464,11739,44,27,52,34,684,42,88,0.7800448536872864,0.05768915265798569,13.521516918645672,3,223 16 684 231 253 388 352 228 310 213,0.53846174 0.2093696 0.057689153 0.03942012 0.013009163 0.012066982 0.0070646135 0.0064629395 0.0059987828 0.0053094439,1,5,D_V_43122,D,V,43122,chck_80M
82,15886,"misfire:28:29:therefore, control and security are paramount. - your business is part of an ind",28,"therefore, control and security are paramount. - your business is part of an ind",57464,11739,44,27,52,34,15886,42,88,0.6896441578865051,0.005746559705585241,120.00991779763827,7,10118 419 16 7508 228 5405 15886 249 3573 3976,0.65149105 0.021374181 0.021112395 0.012765688 0.0089203892 0.0069256215 0.0057465597 0.0057385312 0.005616019 0.0054018004,1,3,D_V_43122,D,V,43122,chck_80M
68,3348,"misfire:29:2:the study, using molecular biological approaches and long-term alcohol feeding o",29,"the study, using molecular biological approaches and long-term alcohol feeding o",38651,11810,46,23,65,35,3348,54,102,0.04004848375916481,0.128377303481102,0.31195922233294315,1,3348 4372 897 11523 3339 1185 9989 1550 262 7776,0.1283773 0.10892518 0.098016061 0.072631188 0.056755323 0.051564854 0.050045624 0.038955096 0.035079937 0.027348515,0,1,D_V_43122,D,V,43122,chck_80M
94,8411,"misfire:29:28:the study, using molecular biological approaches and long-term alcohol feeding o",29,"the study, using molecular biological approaches and long-term alcohol feeding o",38651,11810,46,23,65,35,8411,54,102,0.07507546246051788,4.711030487669632e-05,1593.6102017810304,637,3678 3401 13015 6266 3418 14102 7233 3631 9487 8039,0.19096541 0.058696106 0.037980232 0.032800604 0.032714292 0.031431068 0.030622987 0.029731132 0.027777102 0.026505046,0,1,D_V_43122,D,V,43122,chck_80M
30,5572,misfire:30:7:beneath the portrait is the year 1869 signifying the date the city was incorpora,30,beneath the portrait is the year 1869 signifying the date the city was incorpora,46439,3147,14,10,22,17,5572,19,41,0.02240794152021408,0.0006312202312983572,35.499403233833576,87,228 3348 1185 250 11523 8235 231 302 16 9989,0.39513305 0.20164587 0.034667753 0.022932701 0.018153114 0.017405348 0.014235 0.013621752 0.0077972813 0.0071564289,0,1,D_V_43122,D,V,43122,chck_80M
38,378,misfire:30:15:beneath the portrait is the year 1869 signifying the date the city was incorpora,30,beneath the portrait is the year 1869 signifying the date the city was incorpora,46439,3147,14,10,22,17,378,19,41,0.0485285259783268,0.022478900849819183,2.1588478147817067,4,15537 14761 617 378 9014 6087 3433 9835 7322 3102,0.047577485 0.026419712 0.023185911 0.022478901 0.019654445 0.012974181 0.011998411 0.011318374 0.010460371 0.010223486,1,1,D_V_43122,D,V,43122,chck_80M
43,3626,"misfire:32:13:1996 -the college became a part of the texas a&m system on september 1, 1996
on ",32,"1996 -the college became a part of the texas a&m system on september 1, 1996
on ",20302,199,15,11,29,21,3626,21,52,0.23192326724529266,0.034381620585918427,6.745559496409566,6,1514 265 4430 1969 7101 3626 228 952 3854 2863,0.20202135 0.044500299 0.039043389 0.038912211 0.035626356 0.034381621 0.029022474 0.022531489 0.019013792 0.01215871,1,2,D_V_43122,D,V,43122,chck_80M
26,1767,misfire:33:4:lightning may also be produced in snowstorms or in ash clouds created by volcani,33,lightning may also be produced in snowstorms or in ash clouds created by volcani,13387,2754,15,10,21,15,1767,20,38,0.06678423285484314,0.007617918308824301,8.76672998415891,14,3231 2525 259 1914 2683 1542 1918 1880 3712 15234,0.28842753 0.10369112 0.060742091 0.050694644 0.046286363 0.019567804 0.018836487 0.014670765 0.013089815 0.010648604,0,1,D_V_43122,D,V,43122,chck_80M
18,4148,misfire:34:0:still more books have been published about various aspects of life since this co,34,still more books have been published about various aspects of life since this co,44625,3037,16,12,17,13,4148,17,32,0.0009426454780623317,0.09531164169311523,0.009890139979935137,3,4517 11647 4148 2203 308 1877 3483 12930 3558 11173,0.19473934 0.12391496 0.095311642 0.085466795 0.067142852 0.027448077 0.026965406 0.012323301 0.0115602 0.011251193,0,0,D_V_43122,D,V,43122,chck_80M
38,1554,misfire:35:9:nasa's mars program suffered deep cuts in president barack obama's proposed 2013,35,nasa's mars program suffered deep cuts in president barack obama's proposed 2013,37806,16951,18,9,28,17,1554,26,47,0.052551206201314926,0.0001512163144070655,347.52338996869173,484,1514 2992 1649 3626 265 6840 721 2311 228 952,0.053431407 0.044298895 0.032811977 0.030368036 0.028047431 0.027078856 0.021011142 0.017121522 0.016728763 0.016100802,0,1,D_V_43122,D,V,43122,chck_80M
27,2246,"misfire:36:1:in the mother country, one day in that same cold december a baby girl was born a",36,"in the mother country, one day in that same cold december a baby girl was born a",993,0,19,14,25,20,2246,25,47,0.054011858999729156,0.011757819913327694,4.593696739521055,12,1537 3441 2275 3915 887 3420 2897 195 2197 325,0.16395667 0.081791885 0.031965379 0.029864592 0.027282597 0.021440882 0.020909037 0.019218676 0.017512275 0.014262683,0,2,D_V_43122,D,V,43122,chck_80M
40,4709,"misfire:37:13:schlitz was born in mainz, germany where he received his education and also a fo",37,"schlitz was born in mainz, germany where he received his education and also a fo",46444,15180,19,15,26,23,4709,25,51,0.04548550769686699,0.015054509043693542,3.0213876496969685,10,2346 8340 1253 8938 2299 3724 1825 1970 2774 4709,0.29755002 0.066792287 0.048338812 0.046218742 0.027673401 0.025750991 0.021867091 0.01851524 0.016234877 0.015054509,0,1,D_V_43122,D,V,43122,chck_80M
44,901,"misfire:37:17:schlitz was born in mainz, germany where he received his education and also a fo",37,"schlitz was born in mainz, germany where he received his education and also a fo",46444,15180,19,15,26,23,901,25,51,0.19822023808956146,0.3063984811306,0.6469360988936222,1,901 663 5493 6557 5688 6874 9185 3222 9395 3341,0.30639848 0.18899953 0.057156935 0.038353667 0.030702895 0.021460213 0.018700339 0.014264413 0.011572038 0.0090192351,0,1,D_V_43122,D,V,43122,chck_80M
42,2313,misfire:38:10:the commonly encountered mold infections in organ transplant patients in the sta,38,the commonly encountered mold infections in organ transplant patients in the sta,3932,6305,21,14,31,24,2313,28,57,0.321995347738266,0.004484956152737141,71.79453639513382,21,331 897 328 424 3339 2716 876 1200 8441 1079,0.2968654 0.19981968 0.058287203 0.039497323 0.030955629 0.021885255 0.01679158 0.015867125 0.014879866 0.012240754,1,2,D_V_43122,D,V,43122,chck_80M
43,2368,misfire:38:11:the commonly encountered mold infections in organ transplant patients in the sta,38,the commonly encountered mold infections in organ transplant patients in the sta,3932,6305,21,14,31,24,2368,28,57,0.0585508793592453,0.0003236794436816126,180.89155954197355,149,1332 897 3230 8441 9186 4966 4709 9931 8693 1196,0.26810938 0.19871937 0.090370625 0.051688626 0.037254818 0.023410497 0.02159889 0.017477943 0.011728238 0.011014876,0,1,D_V_43122,D,V,43122,chck_80M
