i,item_id,split_key,source,target_kind,target_text,target_id,nll_base,top1_base,rank_base,nll_true,top1_true,rank_true,nll_decoy,top1_decoy,rank_decoy,changed_frac_bin,changed_target_frac_proxy,content_overlap,decoy_pair_id,decoy_row_index,doc_id,example_id,overlap_bin,pair_id,rewrite_words,row_index,source_words,target_char_end,target_char_start
27,edit:frontier_consolidation_fwcompact_medium_016717:0:0-4,row:1990,compact_edit,content,Cool,9880,13.340128898620605,0,7758,13.583770751953125,0,8104,12.963932037353516,0,8434,0p4_0p6,0.45454545454545453,0.8,frontier_consolidation_fwcompact_medium_000050,2797,15529,751990,ge0p8,frontier_consolidation_fwcompact_medium_016717,11,1990,16,4,0
28,edit:frontier_consolidation_fwcompact_medium_032280:0:0-3,row:208,compact_edit,function,The,308,4.498255252838135,0,5,5.828678131103516,0,20,6.2510762214660645,0,29,ge0p6,0.7,0.36363636363636365,frontier_consolidation_fwcompact_medium_018016,104,13818,750208,lt0p4,frontier_consolidation_fwcompact_medium_032280,10,208,18,3,0
29,edit:frontier_consolidation_fwcompact_medium_002736:0:0-4,row:2788,compact_edit,content,Kids,10995,7.406635284423828,0,221,8.836134910583496,0,124,11.125290870666504,0,1904,ge0p6,0.6,0.6,frontier_consolidation_fwcompact_medium_037802,1736,16919,752788,0p6_0p8,frontier_consolidation_fwcompact_medium_002736,15,2788,26,4,0
30,edit:frontier_consolidation_fwcompact_medium_049952:0:0-3,row:1371,compact_edit,function,The,308,5.04475736618042,0,10,9.915536880493164,0,61,3.7691047191619873,0,5,0p2_0p4,0.2727272727272727,0.5454545454545454,frontier_consolidation_fwcompact_medium_028870,1132,2051,751371,0p4_0p6,frontier_consolidation_fwcompact_medium_049952,11,1371,20,3,0
31,edit:frontier_consolidation_fwcompact_medium_017724:0:0-2,row:1972,compact_edit,function,In,565,2.678617000579834,0,3,5.950193405151367,0,25,3.7090718746185303,0,8,0p4_0p6,0.4,0.5714285714285714,frontier_consolidation_fwcompact_medium_013267,1584,8130,751972,0p4_0p6,frontier_consolidation_fwcompact_medium_017724,15,1972,24,2,0
32,edit:frontier_consolidation_fwcompact_medium_033192:0:0-8,row:2884,compact_edit,content,Russians,8305,10.042102813720703,0,2366,0.22000877559185028,1,1,10.12614917755127,0,2765,0p4_0p6,0.5,0.6666666666666666,frontier_consolidation_fwcompact_medium_054832,1812,13719,752884,0p6_0p8,frontier_consolidation_fwcompact_medium_033192,8,2884,16,8,0
33,edit:frontier_consolidation_fwcompact_medium_030919:0:0-1,row:298,compact_edit,function,A,263,3.605045795440674,0,5,4.650326728820801,0,7,6.6774163246154785,0,95,0p2_0p4,0.2222222222222222,0.5,frontier_consolidation_fwcompact_medium_034124,989,16553,750298,0p4_0p6,frontier_consolidation_fwcompact_medium_030919,18,298,25,1,0
34,edit:frontier_consolidation_fwcompact_medium_005579:0:0-4,row:477,compact_edit,pronoun,They,739,6.9508562088012695,0,150,12.617898941040039,0,2513,9.060416221618652,0,724,0p2_0p4,0.3076923076923077,0.5833333333333334,frontier_consolidation_fwcompact_medium_012614,439,4337,750477,0p4_0p6,frontier_consolidation_fwcompact_medium_005579,13,477,21,4,0
35,edit:frontier_consolidation_fwcompact_medium_056214:0:0-5,row:1174,compact_edit,connective,Since,2856,10.121188163757324,0,2006,11.983012199401855,0,3287,12.194198608398438,0,5887,0p2_0p4,0.24,0.4583333333333333,frontier_consolidation_fwcompact_medium_030328,408,7007,751174,0p4_0p6,frontier_consolidation_fwcompact_medium_056214,24,1174,40,5,0
36,edit:frontier_consolidation_fwcompact_medium_004485:0:0-5,row:782,compact_edit,content,Water,5808,8.673303604125977,0,926,10.582086563110352,0,3078,9.380141258239746,0,1540,0p4_0p6,0.5833333333333334,0.4,frontier_consolidation_fwcompact_medium_009709,676,6376,750782,0p4_0p6,frontier_consolidation_fwcompact_medium_004485,12,782,20,5,0
37,edit:frontier_consolidation_fwcompact_medium_034795:0:0-5,row:2538,compact_edit,connective,Since,2856,9.022857666015625,0,785,10.226080894470215,0,1229,10.751423835754395,0,2815,0p4_0p6,0.46153846153846156,0.6363636363636364,frontier_consolidation_fwcompact_medium_038277,1523,5857,752538,0p6_0p8,frontier_consolidation_fwcompact_medium_034795,13,2538,23,5,0
38,edit:frontier_consolidation_fwcompact_medium_056508:0:0-3,row:2787,compact_edit,function,The,308,5.49039363861084,0,14,9.241266250610352,0,684,6.921891689300537,0,86,0p4_0p6,0.5,0.5,frontier_consolidation_fwcompact_medium_026688,2157,4327,752787,0p4_0p6,frontier_consolidation_fwcompact_medium_056508,10,2787,17,3,0
39,edit:frontier_consolidation_fwcompact_medium_047815:0:0-2,row:2464,compact_edit,pronoun,It,421,8.246139526367188,0,293,6.971904277801514,0,133,11.360084533691406,0,4685,0p2_0p4,0.3,0.8571428571428571,frontier_consolidation_fwcompact_medium_016361,1429,12074,752464,ge0p8,frontier_consolidation_fwcompact_medium_047815,10,2464,14,2,0
40,edit:frontier_consolidation_fwcompact_medium_047873:0:0-10,row:2768,compact_edit,content,Scientists,5368,6.801976680755615,0,116,8.998708724975586,0,849,9.440067291259766,0,649,0p4_0p6,0.42857142857142855,0.47058823529411764,frontier_consolidation_fwcompact_medium_041938,2150,7886,752768,0p4_0p6,frontier_consolidation_fwcompact_medium_047873,14,2768,22,10,0
41,edit:frontier_consolidation_fwcompact_medium_013286:0:0-8,row:2548,compact_edit,content,National,2328,7.428230285644531,0,244,6.867430686950684,0,32,8.120136260986328,0,466,0p4_0p6,0.5,0.47058823529411764,frontier_consolidation_fwcompact_medium_031540,1988,11411,752548,0p4_0p6,frontier_consolidation_fwcompact_medium_013286,10,2548,23,8,0
42,edit:frontier_consolidation_fwcompact_medium_014204:0:0-3,row:661,compact_edit,function,Did,1793,6.285040378570557,0,16,5.92945671081543,0,13,7.339146137237549,0,24,0p4_0p6,0.5,0.375,frontier_consolidation_fwcompact_medium_010516,2817,6924,750661,lt0p4,frontier_consolidation_fwcompact_medium_014204,8,661,10,3,0
43,edit:frontier_consolidation_fwcompact_medium_033369:0:0-4,row:931,compact_edit,content,Neil,13595,8.427729606628418,0,520,12.626055717468262,0,778,8.49401569366455,0,326,0p4_0p6,0.5833333333333334,0.5384615384615384,frontier_consolidation_fwcompact_medium_026647,2570,16111,750931,0p4_0p6,frontier_consolidation_fwcompact_medium_033369,24,931,40,4,0
44,edit:frontier_consolidation_fwcompact_medium_001639:0:67-68,row:1076,compact_edit,number,1,21,1.9269335269927979,0,3,0.4176024794578552,1,1,1.879590630531311,0,2,ge0p6,0.7142857142857143,0.46153846153846156,frontier_consolidation_fwcompact_medium_031664,923,12641,751076,0p4_0p6,frontier_consolidation_fwcompact_medium_001639,12,1076,21,68,67
45,edit:frontier_consolidation_fwcompact_medium_056395:0:0-3,row:908,compact_edit,function,The,308,6.358752250671387,0,46,11.847875595092773,0,4035,9.084013938903809,0,1015,ge0p6,0.8235294117647058,0.4444444444444444,frontier_consolidation_fwcompact_medium_023505,933,14013,750908,0p4_0p6,frontier_consolidation_fwcompact_medium_056395,17,908,24,3,0
46,edit:frontier_consolidation_fwcompact_medium_056696:0:0-5,row:1487,compact_edit,function,About,4402,9.24427318572998,0,718,6.931206703186035,0,68,10.633386611938477,0,2459,0p2_0p4,0.2,0.6666666666666666,frontier_consolidation_fwcompact_medium_050951,412,3832,751487,0p6_0p8,frontier_consolidation_fwcompact_medium_056696,15,1487,24,5,0
47,edit:frontier_consolidation_fwcompact_medium_035739:0:0-3,row:909,compact_edit,pronoun,You,466,7.8481903076171875,0,322,5.369566440582275,0,3,11.512015342712402,0,5038,ge0p6,0.6470588235294118,0.5833333333333334,frontier_consolidation_fwcompact_medium_003991,936,2111,750909,0p4_0p6,frontier_consolidation_fwcompact_medium_035739,17,909,25,3,0
48,edit:frontier_consolidation_fwcompact_medium_058877:0:0-4,row:1471,compact_edit,function,This,750,5.761285781860352,0,30,12.926772117614746,0,1000,8.47225570678711,0,610,0p4_0p6,0.4666666666666667,0.5882352941176471,frontier_consolidation_fwcompact_medium_000197,1740,711,751471,0p4_0p6,frontier_consolidation_fwcompact_medium_058877,15,1471,30,4,0
49,edit:frontier_consolidation_fwcompact_medium_059567:0:0-4,row:414,compact_edit,function,Some,1877,7.367002964019775,0,111,7.189706802368164,0,153,8.242329597473145,0,484,0p4_0p6,0.4166666666666667,0.56,frontier_consolidation_fwcompact_medium_031144,984,15042,750414,0p4_0p6,frontier_consolidation_fwcompact_medium_059567,24,414,38,4,0
50,edit:frontier_consolidation_fwcompact_medium_055785:0:30-31,row:1364,compact_edit,number,1,21,1.5885077714920044,1,1,0.039589814841747284,1,1,1.5720810890197754,1,1,ge0p6,0.6190476190476191,0.375,frontier_consolidation_fwcompact_medium_038857,886,8701,751364,lt0p4,frontier_consolidation_fwcompact_medium_055785,20,1364,34,31,30
51,edit:frontier_consolidation_fwcompact_medium_046874:0:0-3,row:1459,compact_edit,function,The,308,5.974519729614258,0,40,9.356228828430176,0,734,6.0418314933776855,0,34,0p4_0p6,0.5454545454545454,0.6,frontier_consolidation_fwcompact_medium_019970,376,15437,751459,0p6_0p8,frontier_consolidation_fwcompact_medium_046874,11,1459,16,3,0
52,edit:frontier_consolidation_fwcompact_medium_028646:0:0-2,row:2761,compact_edit,pronoun,We,627,4.0201096534729,0,6,4.273627281188965,0,2,5.024254322052002,0,11,ge0p6,0.7272727272727273,0.5714285714285714,frontier_consolidation_fwcompact_medium_041938,2150,3164,752761,0p4_0p6,frontier_consolidation_fwcompact_medium_028646,11,2761,16,2,0
53,edit:frontier_consolidation_fwcompact_medium_030812:0:0-9,row:254,compact_edit,content,Professor,6754,14.20527458190918,0,12357,6.558640480041504,0,7,13.571065902709961,0,9518,ge0p6,0.6923076923076923,0.6153846153846154,frontier_consolidation_fwcompact_medium_021295,2253,5168,750254,0p6_0p8,frontier_consolidation_fwcompact_medium_030812,13,254,22,9,0
54,edit:frontier_consolidation_fwcompact_medium_031261:0:0-3,row:1890,compact_edit,content,Chi,826,11.669510841369629,0,2947,12.9526948928833,0,5695,13.592997550964355,0,5848,ge0p6,0.6666666666666666,0.7777777777777778,frontier_consolidation_fwcompact_medium_039718,910,3992,751890,0p6_0p8,frontier_consolidation_fwcompact_medium_031261,9,1890,16,3,0
55,edit:frontier_consolidation_fwcompact_medium_014788:0:0-2,row:1430,compact_edit,function,An,1027,8.93252944946289,0,1170,6.593145847320557,0,90,8.985267639160156,0,1057,0p4_0p6,0.5,0.4375,frontier_consolidation_fwcompact_medium_042526,1196,12573,751430,0p4_0p6,frontier_consolidation_fwcompact_medium_014788,15,1430,27,2,0
56,edit:frontier_consolidation_fwcompact_medium_022670:0:0-7,row:962,compact_edit,content,Usually,12869,12.369128227233887,0,4725,12.94408130645752,0,4790,13.124651908874512,0,6129,0p2_0p4,0.20833333333333334,0.5,frontier_consolidation_fwcompact_medium_031435,2752,15737,750962,0p4_0p6,frontier_consolidation_fwcompact_medium_022670,24,962,35,7,0
57,edit:frontier_consolidation_fwcompact_medium_046187:0:0-1,row:2140,compact_edit,function,A,263,4.308742523193359,0,7,3.2881078720092773,0,6,4.6396284103393555,0,16,0p4_0p6,0.45454545454545453,0.4444444444444444,frontier_consolidation_fwcompact_medium_033564,1719,1656,752140,0p4_0p6,frontier_consolidation_fwcompact_medium_046187,11,2140,15,1,0
58,edit:frontier_consolidation_fwcompact_medium_029825:0:0-3,row:399,compact_edit,function,The,308,5.828104019165039,0,32,9.618754386901855,0,406,7.269529819488525,0,131,0p2_0p4,0.35,0.4,frontier_consolidation_fwcompact_medium_024605,1020,4001,750399,0p4_0p6,frontier_consolidation_fwcompact_medium_029825,20,399,32,3,0
59,edit:frontier_consolidation_fwcompact_medium_061055:0:0-2,row:2734,compact_edit,function,An,1027,8.591960906982422,0,611,12.085185050964355,0,1495,7.537143707275391,0,267,0p4_0p6,0.4375,0.7,frontier_consolidation_fwcompact_medium_020396,42,14790,752734,0p6_0p8,frontier_consolidation_fwcompact_medium_061055,16,2734,23,2,0
60,edit:frontier_consolidation_fwcompact_medium_060163:0:0-6,row:1293,compact_edit,content,People,3284,11.274981498718262,0,4463,10.890528678894043,0,2836,12.360086441040039,0,6222,0p2_0p4,0.21428571428571427,0.6363636363636364,frontier_consolidation_fwcompact_medium_056335,181,15732,751293,0p6_0p8,frontier_consolidation_fwcompact_medium_060163,14,1293,22,6,0
61,edit:frontier_consolidation_fwcompact_medium_043475:0:0-4,row:2106,compact_edit,content,Dark,10893,12.827214241027832,0,7744,13.4053955078125,0,6771,8.884621620178223,0,829,0p4_0p6,0.47058823529411764,0.46153846153846156,frontier_consolidation_fwcompact_medium_018614,518,977,752106,0p4_0p6,frontier_consolidation_fwcompact_medium_043475,17,2106,36,4,0
62,edit:frontier_consolidation_fwcompact_medium_009420:0:0-4,row:1795,compact_edit,content,Mars,11343,11.01479721069336,0,4444,2.7349231243133545,0,2,12.479094505310059,0,6455,0p2_0p4,0.22727272727272727,0.6428571428571429,frontier_consolidation_fwcompact_medium_015237,2042,12412,751795,0p6_0p8,frontier_consolidation_fwcompact_medium_009420,22,1795,32,4,0
63,edit:frontier_consolidation_fwcompact_medium_042616:0:0-2,row:3000,compact_edit,function,No,688,8.7122802734375,0,710,9.484330177307129,0,1295,10.547345161437988,0,2246,0p2_0p4,0.3333333333333333,0.4444444444444444,frontier_consolidation_fwcompact_medium_043860,2338,16987,753000,0p4_0p6,frontier_consolidation_fwcompact_medium_042616,9,3000,15,2,0
64,edit:frontier_consolidation_fwcompact_medium_041969:0:0-4,row:1054,compact_edit,content,Food,12085,8.335819244384766,0,605,8.289495468139648,0,437,8.09335994720459,0,558,0p4_0p6,0.5,0.4,frontier_consolidation_fwcompact_medium_057541,922,9994,751054,0p4_0p6,frontier_consolidation_fwcompact_medium_041969,8,1054,16,4,0
65,edit:frontier_consolidation_fwcompact_medium_023100:0:0-5,row:2451,compact_edit,content,China,4472,8.236932754516602,0,541,8.927162170410156,0,228,8.117158889770508,0,377,ge0p6,0.75,0.42857142857142855,frontier_consolidation_fwcompact_medium_034199,1940,14301,752451,0p4_0p6,frontier_consolidation_fwcompact_medium_023100,7,2451,10,5,0
66,edit:frontier_consolidation_fwcompact_medium_034778:0:0-3,row:1074,compact_edit,function,The,308,2.9251034259796143,0,4,3.4600701332092285,0,5,3.9146780967712402,0,6,0p2_0p4,0.2,0.5,frontier_consolidation_fwcompact_medium_049592,935,16820,751074,0p4_0p6,frontier_consolidation_fwcompact_medium_034778,15,1074,22,3,0
67,edit:frontier_consolidation_fwcompact_medium_056076:0:0-4,row:1402,compact_edit,content,Many,3483,9.719650268554688,0,2175,6.697109222412109,0,58,10.706989288330078,0,4616,0p2_0p4,0.2727272727272727,0.875,frontier_consolidation_fwcompact_medium_001931,1430,2232,751402,ge0p8,frontier_consolidation_fwcompact_medium_056076,11,1402,16,4,0
68,edit:frontier_consolidation_fwcompact_medium_023101:0:0-3,row:2130,compact_edit,function,The,308,5.1004319190979,0,15,6.839598655700684,0,122,5.658333778381348,0,33,ge0p6,0.6666666666666666,0.375,frontier_consolidation_fwcompact_medium_015158,2948,14301,752130,lt0p4,frontier_consolidation_fwcompact_medium_023101,9,2130,14,3,0
69,edit:frontier_consolidation_fwcompact_medium_015351:0:0-3,row:661,compact_edit,function,Can,1249,7.004637241363525,0,26,5.980595588684082,0,16,6.642472743988037,0,25,0p2_0p4,0.25,0.75,frontier_consolidation_fwcompact_medium_045750,2637,10839,750661,0p6_0p8,frontier_consolidation_fwcompact_medium_015351,12,661,20,3,0
70,edit:frontier_consolidation_fwcompact_medium_005366:0:0-2,row:1594,compact_edit,pronoun,We,627,8.214142799377441,0,500,11.05726432800293,0,419,11.642515182495117,0,3121,ge0p6,0.6,0.625,frontier_consolidation_fwcompact_medium_010201,564,14649,751594,0p6_0p8,frontier_consolidation_fwcompact_medium_005366,10,1594,14,2,0
71,edit:frontier_consolidation_fwcompact_medium_046355:0:0-3,row:2400,compact_edit,function,The,308,4.928059101104736,0,3,3.3433408737182617,0,2,5.173470497131348,0,14,0p4_0p6,0.5652173913043478,0.43478260869565216,frontier_consolidation_fwcompact_medium_031680,1533,5670,752400,0p4_0p6,frontier_consolidation_fwcompact_medium_046355,23,2400,32,3,0
72,edit:frontier_consolidation_fwcompact_medium_026330:0:0-3,row:1856,compact_edit,function,The,308,3.7120728492736816,0,5,5.422669887542725,0,23,5.045931339263916,0,14,0p2_0p4,0.3125,0.36363636363636365,frontier_consolidation_fwcompact_medium_035439,1482,2037,751856,lt0p4,frontier_consolidation_fwcompact_medium_026330,15,1856,21,3,0
73,edit:frontier_consolidation_fwcompact_medium_018086:0:0-11,row:2096,compact_edit,content,Researchers,11302,9.28089427947998,0,551,3.708645820617676,0,2,9.409887313842773,0,367,0p4_0p6,0.5882352941176471,0.5,frontier_consolidation_fwcompact_medium_039363,522,12254,752096,0p4_0p6,frontier_consolidation_fwcompact_medium_018086,17,2096,32,11,0
74,edit:frontier_consolidation_fwcompact_medium_037334:0:0-5,row:2600,compact_edit,content,Water,5808,10.622615814208984,0,2624,10.414134979248047,0,2192,11.577737808227539,0,4351,0p2_0p4,0.21428571428571427,0.7142857142857143,frontier_consolidation_fwcompact_medium_040780,1607,5976,752600,0p6_0p8,frontier_consolidation_fwcompact_medium_037334,14,2600,21,5,0
75,edit:frontier_consolidation_fwcompact_medium_048796:0:0-8,row:628,compact_edit,content,Governor,6404,10.223368644714355,0,714,0.022577617317438126,1,1,8.7590970993042,0,355,0p4_0p6,0.5,0.6363636363636364,frontier_consolidation_fwcompact_medium_035202,2610,15227,750628,0p6_0p8,frontier_consolidation_fwcompact_medium_048796,12,628,22,8,0
