case_id,family,train_group,event_pol,affected_query,mode,layer,alpha,margin_correct_foil,state0_minus_state1,head_correct
P196_01038,clean_dirty,heldout_family,1,0,none,4,1.0,4.073628231883049,4.073628231883049,True
P196_01039,clean_dirty,heldout_family,1,0,none,4,1.0,4.2636289820075035,4.2636289820075035,True
P196_01040,clean_dirty,heldout_family,1,1,none,4,1.0,-3.857943505048752,3.857943505048752,False
P196_01041,clean_dirty,heldout_family,0,1,none,4,1.0,-1.904689759016037,-1.904689759016037,False
P196_01042,clean_dirty,heldout_family,0,0,none,4,1.0,2.3964976966381073,-2.3964976966381073,True
P196_01043,clean_dirty,heldout_family,0,0,none,4,1.0,2.0424613058567047,-2.0424613058567047,True
P196_01044,clean_dirty,heldout_family,0,1,none,4,1.0,-2.4780510663986206,-2.4780510663986206,False
P196_01045,clean_dirty,heldout_family,1,1,none,4,1.0,-4.502281382679939,4.502281382679939,False
P196_01046,clean_dirty,heldout_family,1,0,none,4,1.0,4.144028730690479,4.144028730690479,True
P196_01047,clean_dirty,heldout_family,1,0,none,4,1.0,4.319089666008949,4.319089666008949,True
P196_01048,clean_dirty,heldout_family,1,1,none,4,1.0,-3.9359787702560425,3.9359787702560425,False
P196_01049,clean_dirty,heldout_family,0,1,none,4,1.0,-1.9766131341457367,-1.9766131341457367,False
P196_01050,clean_dirty,heldout_family,0,0,none,4,1.0,2.4886283576488495,-2.4886283576488495,True
P196_01051,clean_dirty,heldout_family,0,0,none,4,1.0,2.1119879484176636,-2.1119879484176636,True
P196_01052,clean_dirty,heldout_family,0,1,none,4,1.0,-2.547047585248947,-2.547047585248947,False
P196_01053,clean_dirty,heldout_family,1,1,none,4,1.0,-4.457140147686005,4.457140147686005,False
P196_01054,clean_dirty,heldout_family,1,0,none,4,1.0,4.080468200147152,4.080468200147152,True
P196_01055,clean_dirty,heldout_family,1,0,none,4,1.0,4.270069278776646,4.270069278776646,True
P196_01056,clean_dirty,heldout_family,1,1,none,4,1.0,-3.869469627737999,3.869469627737999,False
P196_01057,clean_dirty,heldout_family,0,1,none,4,1.0,-1.96736341714859,-1.96736341714859,False
P196_01058,clean_dirty,heldout_family,0,0,none,4,1.0,2.4619293212890625,-2.4619293212890625,True
P196_01059,clean_dirty,heldout_family,0,0,none,4,1.0,2.1136168241500854,-2.1136168241500854,True
P196_01060,clean_dirty,heldout_family,0,1,none,4,1.0,-2.542483329772949,-2.542483329772949,False
P196_01061,clean_dirty,heldout_family,1,1,none,4,1.0,-4.4563858062028885,4.4563858062028885,False
P196_01062,clean_dirty,heldout_family,1,0,none,4,1.0,4.094479605555534,4.094479605555534,True
P196_01063,clean_dirty,heldout_family,1,0,none,4,1.0,4.268974140286446,4.268974140286446,True
P196_01064,clean_dirty,heldout_family,1,1,none,4,1.0,-3.8808372914791107,3.8808372914791107,False
P196_01065,clean_dirty,heldout_family,0,1,none,4,1.0,-1.8779888153076172,-1.8779888153076172,False
P196_01066,clean_dirty,heldout_family,0,0,none,4,1.0,2.3772039711475372,-2.3772039711475372,True
P196_01067,clean_dirty,heldout_family,0,0,none,4,1.0,2.009334623813629,-2.009334623813629,True
P196_01068,clean_dirty,heldout_family,0,1,none,4,1.0,-2.454632669687271,-2.454632669687271,False
P196_01069,clean_dirty,heldout_family,1,1,none,4,1.0,-4.4856672286987305,4.4856672286987305,False
P196_01070,clean_dirty,heldout_family,1,0,none,4,1.0,4.115108259022236,4.115108259022236,True
P196_01071,clean_dirty,heldout_family,1,0,none,4,1.0,4.291644878685474,4.291644878685474,True
P196_01072,clean_dirty,heldout_family,1,1,none,4,1.0,-3.893549084663391,3.893549084663391,False
P196_01073,clean_dirty,heldout_family,0,1,none,4,1.0,-1.8070508241653442,-1.8070508241653442,False
P196_01074,clean_dirty,heldout_family,0,0,none,4,1.0,2.3112974762916565,-2.3112974762916565,True
P196_01075,clean_dirty,heldout_family,0,0,none,4,1.0,1.9432487785816193,-1.9432487785816193,True
P196_01076,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3786497116088867,-2.3786497116088867,False
P196_01077,clean_dirty,heldout_family,1,1,none,4,1.0,-4.53445602953434,4.53445602953434,False
P196_01078,clean_dirty,heldout_family,1,0,none,4,1.0,4.166024401783943,4.166024401783943,True
P196_01079,clean_dirty,heldout_family,1,0,none,4,1.0,4.342548415064812,4.342548415064812,True
P196_01080,clean_dirty,heldout_family,1,1,none,4,1.0,-3.9554565846920013,3.9554565846920013,False
P196_01081,clean_dirty,heldout_family,0,1,none,4,1.0,-1.9721193611621857,-1.9721193611621857,False
P196_01082,clean_dirty,heldout_family,0,0,none,4,1.0,2.473013758659363,-2.473013758659363,True
P196_01083,clean_dirty,heldout_family,0,0,none,4,1.0,2.1367339491844177,-2.1367339491844177,True
P196_01084,clean_dirty,heldout_family,0,1,none,4,1.0,-2.575208604335785,-2.575208604335785,False
P196_01085,clean_dirty,heldout_family,1,1,none,4,1.0,-4.520226329565048,4.520226329565048,False
P196_01086,clean_dirty,heldout_family,1,0,none,4,1.0,4.154878430068493,4.154878430068493,True
P196_01087,clean_dirty,heldout_family,1,0,none,4,1.0,4.328317575156689,4.328317575156689,True
P196_01088,clean_dirty,heldout_family,1,1,none,4,1.0,-3.9377547949552536,3.9377547949552536,False
P196_01089,clean_dirty,heldout_family,0,1,none,4,1.0,-2.320716977119446,-2.320716977119446,False
P196_01090,clean_dirty,heldout_family,0,0,none,4,1.0,2.316897362470627,-2.316897362470627,True
P196_01091,clean_dirty,heldout_family,0,0,none,4,1.0,2.313011050224304,-2.313011050224304,True
P196_01092,clean_dirty,heldout_family,0,1,none,4,1.0,-2.133644223213196,-2.133644223213196,False
P196_01093,clean_dirty,heldout_family,1,1,none,4,1.0,-4.247026592493057,4.247026592493057,False
P196_01094,clean_dirty,heldout_family,1,0,none,4,1.0,4.128132954239845,4.128132954239845,True
P196_01095,clean_dirty,heldout_family,1,0,none,4,1.0,4.327980950474739,4.327980950474739,True
P196_01096,clean_dirty,heldout_family,1,1,none,4,1.0,-4.166297174990177,4.166297174990177,False
P196_01097,clean_dirty,heldout_family,0,1,none,4,1.0,-2.5458239912986755,-2.5458239912986755,False
P196_01098,clean_dirty,heldout_family,0,0,none,4,1.0,2.541658341884613,-2.541658341884613,True
P196_01099,clean_dirty,heldout_family,0,0,none,4,1.0,2.575276404619217,-2.575276404619217,True
P196_01100,clean_dirty,heldout_family,0,1,none,4,1.0,-2.361959546804428,-2.361959546804428,False
P196_01101,clean_dirty,heldout_family,1,1,none,4,1.0,-4.192228317260742,4.192228317260742,False
P196_01102,clean_dirty,heldout_family,1,0,none,4,1.0,4.1125553995370865,4.1125553995370865,True
P196_01103,clean_dirty,heldout_family,1,0,none,4,1.0,4.285361513495445,4.285361513495445,True
P196_01104,clean_dirty,heldout_family,1,1,none,4,1.0,-4.149745777249336,4.149745777249336,False
P196_01105,clean_dirty,heldout_family,0,1,none,4,1.0,-2.330970823764801,-2.330970823764801,False
P196_01106,clean_dirty,heldout_family,0,0,none,4,1.0,2.295995682477951,-2.295995682477951,True
P196_01107,clean_dirty,heldout_family,0,0,none,4,1.0,2.3255414366722107,-2.3255414366722107,True
P196_01108,clean_dirty,heldout_family,0,1,none,4,1.0,-2.1268511414527893,-2.1268511414527893,False
P196_01109,clean_dirty,heldout_family,1,1,none,4,1.0,-4.28877355158329,4.28877355158329,False
P196_01110,clean_dirty,heldout_family,1,0,none,4,1.0,4.195884510874748,4.195884510874748,True
P196_01111,clean_dirty,heldout_family,1,0,none,4,1.0,4.378203511238098,4.378203511238098,True
P196_01112,clean_dirty,heldout_family,1,1,none,4,1.0,-4.220305494964123,4.220305494964123,False
P196_01113,clean_dirty,heldout_family,0,1,none,4,1.0,-2.4390049874782562,-2.4390049874782562,False
P196_01114,clean_dirty,heldout_family,0,0,none,4,1.0,2.429560661315918,-2.429560661315918,True
P196_01115,clean_dirty,heldout_family,0,0,none,4,1.0,2.454522043466568,-2.454522043466568,True
P196_01116,clean_dirty,heldout_family,0,1,none,4,1.0,-2.2592906951904297,-2.2592906951904297,False
P196_01117,clean_dirty,heldout_family,1,1,none,4,1.0,-4.198296323418617,4.198296323418617,False
P196_01118,clean_dirty,heldout_family,1,0,none,4,1.0,4.101032257080078,4.101032257080078,True
P196_01119,clean_dirty,heldout_family,1,0,none,4,1.0,4.281379923224449,4.281379923224449,True
P196_01120,clean_dirty,heldout_family,1,1,none,4,1.0,-4.132423400878906,4.132423400878906,False
P196_01121,clean_dirty,heldout_family,0,1,none,4,1.0,-2.421414464712143,-2.421414464712143,False
P196_01122,clean_dirty,heldout_family,0,0,none,4,1.0,2.3934162855148315,-2.3934162855148315,True
P196_01123,clean_dirty,heldout_family,0,0,none,4,1.0,2.4118777215480804,-2.4118777215480804,True
P196_01124,clean_dirty,heldout_family,0,1,none,4,1.0,-2.204894930124283,-2.204894930124283,False
P196_01125,clean_dirty,heldout_family,1,1,none,4,1.0,-4.19329459965229,4.19329459965229,False
P196_01126,clean_dirty,heldout_family,1,0,none,4,1.0,4.117916151881218,4.117916151881218,True
P196_01127,clean_dirty,heldout_family,1,0,none,4,1.0,4.288359582424164,4.288359582424164,True
P196_01128,clean_dirty,heldout_family,1,1,none,4,1.0,-4.1467771381139755,4.1467771381139755,False
P196_01129,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3201598823070526,-2.3201598823070526,False
P196_01130,clean_dirty,heldout_family,0,0,none,4,1.0,2.33974552154541,-2.33974552154541,True
P196_01131,clean_dirty,heldout_family,0,0,none,4,1.0,2.334236979484558,-2.334236979484558,True
P196_01132,clean_dirty,heldout_family,0,1,none,4,1.0,-2.1929789185523987,-2.1929789185523987,False
P196_01133,clean_dirty,heldout_family,1,1,none,4,1.0,-4.259936258196831,4.259936258196831,False
P196_01134,clean_dirty,heldout_family,1,0,none,4,1.0,4.144302383065224,4.144302383065224,True
P196_01135,clean_dirty,heldout_family,1,0,none,4,1.0,4.344315737485886,4.344315737485886,True
P196_01136,clean_dirty,heldout_family,1,1,none,4,1.0,-4.181122794747353,4.181122794747353,False
P196_01137,clean_dirty,heldout_family,0,1,none,4,1.0,-2.2625714540481567,-2.2625714540481567,False
P196_01138,clean_dirty,heldout_family,0,0,none,4,1.0,2.2576512694358826,-2.2576512694358826,True
P196_01139,clean_dirty,heldout_family,0,0,none,4,1.0,2.273128628730774,-2.273128628730774,True
P196_01140,clean_dirty,heldout_family,0,1,none,4,1.0,-2.0896674394607544,-2.0896674394607544,False
P196_01141,clean_dirty,heldout_family,1,1,none,4,1.0,-4.289858087897301,4.289858087897301,False
P196_01142,clean_dirty,heldout_family,1,0,none,4,1.0,4.160233497619629,4.160233497619629,True
P196_01143,clean_dirty,heldout_family,1,0,none,4,1.0,4.37189482152462,4.37189482152462,True
P196_01144,clean_dirty,heldout_family,1,1,none,4,1.0,-4.197137653827667,4.197137653827667,False
P196_01145,clean_dirty,heldout_family,0,1,none,4,1.0,-2.412138879299164,-2.412138879299164,False
P196_01146,clean_dirty,heldout_family,0,0,none,4,1.0,2.3987074196338654,-2.3987074196338654,True
P196_01147,clean_dirty,heldout_family,0,0,none,4,1.0,2.4181395769119263,-2.4181395769119263,True
P196_01148,clean_dirty,heldout_family,0,1,none,4,1.0,-2.229843020439148,-2.229843020439148,False
P196_01149,clean_dirty,heldout_family,1,1,none,4,1.0,-4.252704754471779,4.252704754471779,False
P196_01150,clean_dirty,heldout_family,1,0,none,4,1.0,4.15915285050869,4.15915285050869,True
P196_01151,clean_dirty,heldout_family,1,0,none,4,1.0,4.34814640879631,4.34814640879631,True
P196_01152,clean_dirty,heldout_family,1,1,none,4,1.0,-4.201048880815506,4.201048880815506,False
P196_01153,clean_dirty,heldout_family,0,1,none,4,1.0,-2.6040667593479156,-2.6040667593479156,False
P196_01154,clean_dirty,heldout_family,0,0,none,4,1.0,2.4207916259765625,-2.4207916259765625,True
P196_01155,clean_dirty,heldout_family,0,0,none,4,1.0,2.4951457381248474,-2.4951457381248474,True
P196_01156,clean_dirty,heldout_family,0,1,none,4,1.0,-2.2169522643089294,-2.2169522643089294,False
P196_01157,clean_dirty,heldout_family,1,1,none,4,1.0,-3.9099617302417755,3.9099617302417755,False
P196_01158,clean_dirty,heldout_family,1,0,none,4,1.0,3.8430148512125015,3.8430148512125015,True
P196_01159,clean_dirty,heldout_family,1,0,none,4,1.0,3.969519793987274,3.969519793987274,True
P196_01160,clean_dirty,heldout_family,1,1,none,4,1.0,-3.8741777539253235,3.8741777539253235,False
P196_01161,clean_dirty,heldout_family,0,1,none,4,1.0,-2.8461837768554688,-2.8461837768554688,False
P196_01162,clean_dirty,heldout_family,0,0,none,4,1.0,2.650125414133072,-2.650125414133072,True
P196_01163,clean_dirty,heldout_family,0,0,none,4,1.0,2.7620221078395844,-2.7620221078395844,True
P196_01164,clean_dirty,heldout_family,0,1,none,4,1.0,-2.4332561790943146,-2.4332561790943146,False
P196_01165,clean_dirty,heldout_family,1,1,none,4,1.0,-3.846758797764778,3.846758797764778,False
P196_01166,clean_dirty,heldout_family,1,0,none,4,1.0,3.80719555914402,3.80719555914402,True
P196_01167,clean_dirty,heldout_family,1,0,none,4,1.0,3.9233866930007935,3.9233866930007935,True
P196_01168,clean_dirty,heldout_family,1,1,none,4,1.0,-3.8163527250289917,3.8163527250289917,False
P196_01169,clean_dirty,heldout_family,0,1,none,4,1.0,-2.5912455320358276,-2.5912455320358276,False
P196_01170,clean_dirty,heldout_family,0,0,none,4,1.0,2.3930110335350037,-2.3930110335350037,True
P196_01171,clean_dirty,heldout_family,0,0,none,4,1.0,2.4865465462207794,-2.4865465462207794,True
P196_01172,clean_dirty,heldout_family,0,1,none,4,1.0,-2.195617586374283,-2.195617586374283,False
P196_01173,clean_dirty,heldout_family,1,1,none,4,1.0,-3.959677577018738,3.959677577018738,False
P196_01174,clean_dirty,heldout_family,1,0,none,4,1.0,3.8941203355789185,3.8941203355789185,True
P196_01175,clean_dirty,heldout_family,1,0,none,4,1.0,4.02367477118969,4.02367477118969,True
P196_01176,clean_dirty,heldout_family,1,1,none,4,1.0,-3.888052776455879,3.888052776455879,False
P196_01177,clean_dirty,heldout_family,0,1,none,4,1.0,-2.6982726752758026,-2.6982726752758026,False
P196_01178,clean_dirty,heldout_family,0,0,none,4,1.0,2.49803826212883,-2.49803826212883,True
P196_01179,clean_dirty,heldout_family,0,0,none,4,1.0,2.5931329131126404,-2.5931329131126404,True
P196_01180,clean_dirty,heldout_family,0,1,none,4,1.0,-2.28664767742157,-2.28664767742157,False
P196_01181,clean_dirty,heldout_family,1,1,none,4,1.0,-3.837278202176094,3.837278202176094,False
P196_01182,clean_dirty,heldout_family,1,0,none,4,1.0,3.784236863255501,3.784236863255501,True
P196_01183,clean_dirty,heldout_family,1,0,none,4,1.0,3.9154796600341797,3.9154796600341797,True
P196_01184,clean_dirty,heldout_family,1,1,none,4,1.0,-3.846204861998558,3.846204861998558,False
P196_01185,clean_dirty,heldout_family,0,1,none,4,1.0,-2.6971635222434998,-2.6971635222434998,False
P196_01186,clean_dirty,heldout_family,0,0,none,4,1.0,2.5005988776683807,-2.5005988776683807,True
P196_01187,clean_dirty,heldout_family,0,0,none,4,1.0,2.605103522539139,-2.605103522539139,True
P196_01188,clean_dirty,heldout_family,0,1,none,4,1.0,-2.2944394052028656,-2.2944394052028656,False
P196_01189,clean_dirty,heldout_family,1,1,none,4,1.0,-3.8858062624931335,3.8858062624931335,False
P196_01190,clean_dirty,heldout_family,1,0,none,4,1.0,3.846325695514679,3.846325695514679,True
P196_01191,clean_dirty,heldout_family,1,0,none,4,1.0,3.961527869105339,3.961527869105339,True
P196_01192,clean_dirty,heldout_family,1,1,none,4,1.0,-3.833953082561493,3.833953082561493,False
P196_01193,clean_dirty,heldout_family,0,1,none,4,1.0,-2.6085024178028107,-2.6085024178028107,False
P196_01194,clean_dirty,heldout_family,0,0,none,4,1.0,2.413389205932617,-2.413389205932617,True
P196_01195,clean_dirty,heldout_family,0,0,none,4,1.0,2.4920177161693573,-2.4920177161693573,True
P196_01196,clean_dirty,heldout_family,0,1,none,4,1.0,-2.2322769165039062,-2.2322769165039062,False
P196_01197,clean_dirty,heldout_family,1,1,none,4,1.0,-3.8999595940113068,3.8999595940113068,False
P196_01198,clean_dirty,heldout_family,1,0,none,4,1.0,3.835198611021042,3.835198611021042,True
P196_01199,clean_dirty,heldout_family,1,0,none,4,1.0,3.973326876759529,3.973326876759529,True
P196_01200,clean_dirty,heldout_family,1,1,none,4,1.0,-3.863201066851616,3.863201066851616,False
P196_01201,clean_dirty,heldout_family,0,1,none,4,1.0,-2.5425767302513123,-2.5425767302513123,False
P196_01202,clean_dirty,heldout_family,0,0,none,4,1.0,2.3571920096874237,-2.3571920096874237,True
P196_01203,clean_dirty,heldout_family,0,0,none,4,1.0,2.44122314453125,-2.44122314453125,True
P196_01204,clean_dirty,heldout_family,0,1,none,4,1.0,-2.1436986923217773,-2.1436986923217773,False
P196_01205,clean_dirty,heldout_family,1,1,none,4,1.0,-3.9489146023988724,3.9489146023988724,False
P196_01206,clean_dirty,heldout_family,1,0,none,4,1.0,3.8724124431610107,3.8724124431610107,True
P196_01207,clean_dirty,heldout_family,1,0,none,4,1.0,4.017601832747459,4.017601832747459,True
P196_01208,clean_dirty,heldout_family,1,1,none,4,1.0,-3.897646889090538,3.897646889090538,False
P196_01209,clean_dirty,heldout_family,0,1,none,4,1.0,-2.7073678970336914,-2.7073678970336914,False
P196_01210,clean_dirty,heldout_family,0,0,none,4,1.0,2.4984779953956604,-2.4984779953956604,True
P196_01211,clean_dirty,heldout_family,0,0,none,4,1.0,2.6032448410987854,-2.6032448410987854,True
P196_01212,clean_dirty,heldout_family,0,1,none,4,1.0,-2.2874526977539062,-2.2874526977539062,False
P196_01213,clean_dirty,heldout_family,1,1,none,4,1.0,-3.9147586971521378,3.9147586971521378,False
P196_01214,clean_dirty,heldout_family,1,0,none,4,1.0,3.8715839833021164,3.8715839833021164,True
P196_01215,clean_dirty,heldout_family,1,0,none,4,1.0,3.9920089691877365,3.9920089691877365,True
P196_01216,clean_dirty,heldout_family,1,1,none,4,1.0,-3.8786229342222214,3.8786229342222214,False
P196_01217,clean_dirty,heldout_family,0,1,none,4,1.0,-2.0323933959007263,-2.0323933959007263,False
P196_01218,clean_dirty,heldout_family,0,0,none,4,1.0,1.9532499611377716,-1.9532499611377716,True
P196_01219,clean_dirty,heldout_family,0,0,none,4,1.0,2.018365979194641,-2.018365979194641,True
P196_01220,clean_dirty,heldout_family,0,1,none,4,1.0,-1.888945460319519,-1.888945460319519,False
P196_01221,clean_dirty,heldout_family,1,1,none,4,1.0,-4.275208495557308,4.275208495557308,False
P196_01222,clean_dirty,heldout_family,1,0,none,4,1.0,4.3106929659843445,4.3106929659843445,True
P196_01223,clean_dirty,heldout_family,1,0,none,4,1.0,4.269035562872887,4.269035562872887,True
P196_01224,clean_dirty,heldout_family,1,1,none,4,1.0,-4.285367026925087,4.285367026925087,False
P196_01225,clean_dirty,heldout_family,0,1,none,4,1.0,-2.315935045480728,-2.315935045480728,False
P196_01226,clean_dirty,heldout_family,0,0,none,4,1.0,2.1891280114650726,-2.1891280114650726,True
P196_01227,clean_dirty,heldout_family,0,0,none,4,1.0,2.289479225873947,-2.289479225873947,True
P196_01228,clean_dirty,heldout_family,0,1,none,4,1.0,-2.0983820259571075,-2.0983820259571075,False
P196_01229,clean_dirty,heldout_family,1,1,none,4,1.0,-4.215553164482117,4.215553164482117,False
P196_01230,clean_dirty,heldout_family,1,0,none,4,1.0,4.25603786110878,4.25603786110878,True
P196_01231,clean_dirty,heldout_family,1,0,none,4,1.0,4.216430753469467,4.216430753469467,True
P196_01232,clean_dirty,heldout_family,1,1,none,4,1.0,-4.232693776488304,4.232693776488304,False
P196_01233,clean_dirty,heldout_family,0,1,none,4,1.0,-2.052459806203842,-2.052459806203842,False
