global_index,domain,local_index,ContextType,ContextDiff,TargetDiff,ConceptA,ConceptB,context_diff_words,target_diff_words,all_legal_wrong_flag,all_legal_right_flag,depth_wrong_legal40_wrong_flag,inherited43022_right_but_legal40_depth_wrong_flag,legal40_8x480_correct_flag,depth_correct_flag,pattern,context_diff_n_hunks,context_diff_c1_texts_joined,context_diff_c2_texts_joined,context1_deleted_diff,context2_deleted_diff,deleted_contexts_identical,local_context_status,context1_swapped_diff,context2_swapped_diff,s11_sum,s11_mean,s11_n_tokens,s11_status,s21_sum,s21_mean,s21_n_tokens,s21_status,s12_sum,s12_mean,s12_n_tokens,s12_status,s22_sum,s22_mean,s22_n_tokens,s22_status,prior_t1_sum,prior_t1_mean,prior_t1_n_tokens,prior_t1_status,prior_t2_sum,prior_t2_mean,prior_t2_n_tokens,prior_t2_status,del_s11_sum,del_s11_mean,del_s11_n_tokens,del_s11_status,del_s21_sum,del_s21_mean,del_s21_n_tokens,del_s21_status,del_s12_sum,del_s12_mean,del_s12_n_tokens,del_s12_status,del_s22_sum,del_s22_mean,del_s22_n_tokens,del_s22_status,local_c1_actual_sum,local_c1_actual_mean,local_c1_actual_n_tokens,local_c1_actual_status,local_c1_swapped_sum,local_c1_swapped_mean,local_c1_swapped_n_tokens,local_c1_swapped_status,local_c2_actual_sum,local_c2_actual_mean,local_c2_actual_n_tokens,local_c2_actual_status,local_c2_swapped_sum,local_c2_swapped_mean,local_c2_swapped_n_tokens,local_c2_swapped_status,local_c1_actual_over_swapped_sum,local_c2_actual_over_swapped_sum,local_c1_actual_over_swapped_mean,local_c2_actual_over_swapped_mean,official_margin_t1_sum,official_margin_t2_sum,within_context_margin_c1_sum,within_context_margin_c2_sum,interaction_sum,deletion_official_margin_t1_sum,deletion_official_margin_t2_sum,deletion_within_context_margin_c1_sum,deletion_within_context_margin_c2_sum,deletion_interaction_sum,interaction_minus_deletion_sum,pmi_within_context_margin_c1_sum,pmi_within_context_margin_c2_sum,official_margin_t1_mean,official_margin_t2_mean,within_context_margin_c1_mean,within_context_margin_c2_mean,interaction_mean,deletion_official_margin_t1_mean,deletion_official_margin_t2_mean,deletion_within_context_margin_c1_mean,deletion_within_context_margin_c2_mean,deletion_interaction_mean,interaction_minus_deletion_mean,pmi_within_context_margin_c1_mean,pmi_within_context_margin_c2_mean,saved_model_correct_flag,saved_model_wrong_flag,official_t1_sum_sign_matches_saved,both_official_sum_positive,both_within_context_sum_positive,both_within_context_mean_positive,interaction_sum_positive,interaction_mean_positive,interaction_sign_sum_mean_agree,stable_nonpositive_interaction,weak_abs_interaction_sum_le_0p25,weak_abs_interaction_mean_le_0p05,conditional_reversal_failure_sum,conditional_reversal_failure_stable,local_both_actual_over_swapped_positive,local_min_actual_over_swapped_sum,local_abs_preference_sum,model
10,agent-properties,10,indirect,antonym,concept swap,believe,doubt,,believes doubts,False,True,False,False,True,True,1111111,1,to,from,text_sha256:407ea6881a3e2537bcce86e7757e7fed0afc5b2a20c9854b27ea9fc7e8589830,text_sha256:407ea6881a3e2537bcce86e7757e7fed0afc5b2a20c9854b27ea9fc7e8589830,True,scored,text_sha256:d63afc8b4b122dff0b6f7dd6a9ddcb5978982528714b1dddc0609ba50be798a5,text_sha256:341d0c4c1867bc0060e7315da68737b653513ad2fc6a3de23b1eacf3abab63d2,-18.19875629991293,-1.819875629991293,10,ok,-19.723521465901285,-1.9723521465901286,10,ok,-24.274423183407634,-2.4274423183407636,10,ok,-26.00738099589944,-2.600738099589944,10,ok,-80.71761786937714,-6.726468155781428,12,ok,-88.44489324092865,-7.370407770077388,12,ok,-18.848481641616672,-1.8848481641616672,10,ok,-18.848481641616672,-1.8848481641616672,10,ok,-25.456694781780243,-2.5456694781780245,10,ok,-25.456694781780243,-2.5456694781780245,10,ok,-0.34645894169807434,-0.34645894169807434,1,ok,-2.7295680046081543,-2.7295680046081543,1,ok,-2.7295680046081543,-2.7295680046081543,1,ok,-0.34645894169807434,-0.34645894169807434,1,ok,2.38310906291008,-2.38310906291008,2.38310906291008,-2.38310906291008,1.5247651659883559,-1.7329578124918044,6.075666883494705,-6.2838595299981534,-0.2081926465034485,0.0,0.0,6.608213140163571,-6.608213140163571,0.0,-0.2081926465034485,-1.6516084880568087,1.4434158415533602,0.15247651659883554,-0.17329578124918044,0.6075666883494706,-0.6283859529998155,-0.02081926465034556,0.0,0.0,0.6608213140163572,-0.6608213140163572,0.0,-0.02081926465034556,-0.03637292594648933,0.015553661296143773,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,-2.38310906291008,2.38310906291008,legal40_depth_12x384_43022
11,agent-properties,11,indirect,antonym,concept swap,believe,doubt,,believes doubts,True,False,True,False,False,False,0000000,1,from,to,text_sha256:407ea6881a3e2537bcce86e7757e7fed0afc5b2a20c9854b27ea9fc7e8589830,text_sha256:407ea6881a3e2537bcce86e7757e7fed0afc5b2a20c9854b27ea9fc7e8589830,True,scored,text_sha256:341d0c4c1867bc0060e7315da68737b653513ad2fc6a3de23b1eacf3abab63d2,text_sha256:d63afc8b4b122dff0b6f7dd6a9ddcb5978982528714b1dddc0609ba50be798a5,-26.00738099589944,-2.600738099589944,10,ok,-24.274423183407634,-2.4274423183407636,10,ok,-19.723521465901285,-1.9723521465901286,10,ok,-18.19875629991293,-1.819875629991293,10,ok,-88.44489967823029,-7.370408306519191,12,ok,-80.71761676669121,-6.726468063890934,12,ok,-25.456694781780243,-2.5456694781780245,10,ok,-25.456694781780243,-2.5456694781780245,10,ok,-18.848481641616672,-1.8848481641616672,10,ok,-18.848481641616672,-1.8848481641616672,10,ok,-2.7295680046081543,-2.7295680046081543,1,ok,-0.34645894169807434,-0.34645894169807434,1,ok,-0.34645894169807434,-0.34645894169807434,1,ok,-2.7295680046081543,-2.7295680046081543,1,ok,-2.38310906291008,2.38310906291008,-2.38310906291008,2.38310906291008,-1.7329578124918044,1.5247651659883559,-6.2838595299981534,6.075666883494705,-0.2081926465034485,0.0,0.0,-6.608213140163571,6.608213140163571,0.0,-0.2081926465034485,1.4434233815409243,-1.6516160280443728,-0.17329578124918044,0.15247651659883554,-0.6283859529998155,0.6075666883494706,-0.02081926465034556,0.0,0.0,-0.6608213140163572,0.6608213140163572,0.0,-0.02081926465034556,0.015554289628441076,-0.03637355427878575,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,-2.38310906291008,2.38310906291008,legal40_depth_12x384_43022
0,agent-properties,0,direct,antonym,concept swap,believe,doubt,,believes doubts,False,False,False,False,True,True,0000111,1,inside.,outside.,text_sha256:52781314bc43517934a8f0e2459c4643216317c10ca838ebd4ac312389927013,text_sha256:52781314bc43517934a8f0e2459c4643216317c10ca838ebd4ac312389927013,True,scored,text_sha256:daee30d75a565fadf88d7c804187bb256ee55e8aa0f4a97cd579130d9d72f998,text_sha256:1cd1888a1809e4bb4cc1f6c68501bf2a078af903d831412a2e5e40504d47e17e,-16.052284616278484,-1.6052284616278485,10,ok,-17.13014892139472,-1.7130148921394721,10,ok,-30.32425368670374,-3.032425368670374,10,ok,-31.200670493301004,-3.1200670493301006,10,ok,-71.42358245700598,-5.951965204750498,12,ok,-80.2560358569026,-6.688002988075216,12,ok,-25.582765695638955,-2.5582765695638954,10,ok,-25.582765695638955,-2.5582765695638954,10,ok,-40.418341954704374,-4.041834195470438,10,ok,-40.418341954704374,-4.041834195470438,10,ok,-10.531076431274414,-5.265538215637207,2,ok,-10.597253799438477,-5.298626899719238,2,ok,-10.597253799438477,-5.298626899719238,2,ok,-10.531076431274414,-5.265538215637207,2,ok,0.0661773681640625,-0.0661773681640625,0.03308868408203125,-0.03308868408203125,1.0778643051162362,-0.8764168065972626,14.271969070425257,-14.070521571906283,0.2014474985189736,0.0,0.0,14.83557625906542,-14.83557625906542,0.0,0.2014474985189736,5.439515670528635,-5.238068172009662,0.10778643051162362,-0.08764168065972644,1.4271969070425257,-1.4070521571906285,0.02014474985189718,0.0,0.0,1.4835576259065424,-1.4835576259065424,0.0,0.02014474985189718,0.6911591237178074,-0.6710143738659102,True,False,True,False,False,False,True,True,True,False,True,True,False,False,False,-0.0661773681640625,0.0661773681640625,legal40_8x480_43022
1,agent-properties,1,direct,antonym,concept swap,believe,doubt,,believes doubts,False,False,True,False,False,False,0111010,1,outside.,inside.,text_sha256:52781314bc43517934a8f0e2459c4643216317c10ca838ebd4ac312389927013,text_sha256:52781314bc43517934a8f0e2459c4643216317c10ca838ebd4ac312389927013,True,scored,text_sha256:1cd1888a1809e4bb4cc1f6c68501bf2a078af903d831412a2e5e40504d47e17e,text_sha256:daee30d75a565fadf88d7c804187bb256ee55e8aa0f4a97cd579130d9d72f998,-31.200670493301004,-3.1200670493301006,10,ok,-30.32425368670374,-3.032425368670374,10,ok,-17.13014892139472,-1.7130148921394721,10,ok,-16.052284616278484,-1.6052284616278485,10,ok,-80.2560358569026,-6.688002988075216,12,ok,-71.42358245700598,-5.951965204750498,12,ok,-40.418341954704374,-4.041834195470438,10,ok,-40.418341954704374,-4.041834195470438,10,ok,-25.582765695638955,-2.5582765695638954,10,ok,-25.582765695638955,-2.5582765695638954,10,ok,-10.597253799438477,-5.298626899719238,2,ok,-10.531076431274414,-5.265538215637207,2,ok,-10.531076431274414,-5.265538215637207,2,ok,-10.597253799438477,-5.298626899719238,2,ok,-0.0661773681640625,0.0661773681640625,-0.03308868408203125,0.03308868408203125,-0.8764168065972626,1.0778643051162362,-14.070521571906283,14.271969070425257,0.2014474985189736,0.0,0.0,-14.83557625906542,14.83557625906542,0.0,0.2014474985189736,-5.238068172009662,5.439515670528635,-0.08764168065972644,0.10778643051162362,-1.4070521571906285,1.4271969070425257,0.02014474985189718,0.0,0.0,-1.4835576259065424,1.4835576259065424,0.0,0.02014474985189718,-0.6710143738659102,0.6911591237178074,False,True,True,False,False,False,True,True,True,False,True,True,False,False,False,-0.0661773681640625,0.0661773681640625,legal40_8x480_43022
2,agent-properties,2,direct,antonym,concept swap,believe,doubt,,believes doubts,False,False,False,False,False,True,1101011,1,inside.,outside.,text_sha256:f59d28fd8c0becf5a8c4d8215363677bc968e55b7c51dd2e32c1352bdd2cb497,text_sha256:f59d28fd8c0becf5a8c4d8215363677bc968e55b7c51dd2e32c1352bdd2cb497,True,scored,text_sha256:43412b73ec1c34e4ab744c2c30f5264fcad2e0b24a1eed72ed0ebf3c4bbf2e45,text_sha256:16c625d4a0ceda4b7f9108e7a67af728ff9f60208c978f442648a6fbeb5b8241,-11.26818633871153,-1.0243805762465028,11,ok,-11.232869864441454,-1.021169987676496,11,ok,-20.08344939816743,-1.8257681271061301,11,ok,-20.284266824368387,-1.8440242567607625,11,ok,-81.37440103292465,-6.259569310224974,13,ok,-84.43123537302017,-6.494710413309244,13,ok,-10.968823696952313,-0.9971657906320285,11,ok,-10.968823696952313,-0.9971657906320285,11,ok,-18.051381847122684,-1.6410347133747896,11,ok,-18.051381847122684,-1.6410347133747896,11,ok,-10.467246532440186,-5.233623266220093,2,ok,-10.516494989395142,-5.258247494697571,2,ok,-10.516494989395142,-5.258247494697571,2,ok,-10.467246532440186,-5.233623266220093,2,ok,0.049248456954956055,-0.049248456954956055,0.024624228477478027,-0.024624228477478027,-0.03531647427007556,-0.2008174262009561,8.815263059455901,-9.051396959926933,-0.23613390047103167,0.0,0.0,7.082558150170371,-7.082558150170371,0.0,-0.23613390047103167,5.758428719360381,-5.994562619831413,-0.0032105885700068892,-0.018256129654632414,0.8013875508596273,-0.8228542690842666,-0.021466718224639525,0.0,0.0,0.6438689227427611,-0.6438689227427611,0.0,-0.021466718224639525,0.5662464477753568,-0.5877131659999968,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,-0.049248456954956055,0.049248456954956055,legal40_8x480_43022
3,agent-properties,3,direct,antonym,concept swap,believe,doubt,,believes doubts,False,False,True,False,False,False,0010000,1,outside.,inside.,text_sha256:f59d28fd8c0becf5a8c4d8215363677bc968e55b7c51dd2e32c1352bdd2cb497,text_sha256:f59d28fd8c0becf5a8c4d8215363677bc968e55b7c51dd2e32c1352bdd2cb497,True,scored,text_sha256:16c625d4a0ceda4b7f9108e7a67af728ff9f60208c978f442648a6fbeb5b8241,text_sha256:43412b73ec1c34e4ab744c2c30f5264fcad2e0b24a1eed72ed0ebf3c4bbf2e45,-20.284266824368387,-1.8440242567607625,11,ok,-20.08344939816743,-1.8257681271061301,11,ok,-11.232869864441454,-1.021169987676496,11,ok,-11.26818633871153,-1.0243805762465028,11,ok,-84.43123346567154,-6.494710266590118,13,ok,-81.37439507246017,-6.259568851727706,13,ok,-18.051381847122684,-1.6410347133747896,11,ok,-18.051381847122684,-1.6410347133747896,11,ok,-10.968823696952313,-0.9971657906320285,11,ok,-10.968823696952313,-0.9971657906320285,11,ok,-10.516494989395142,-5.258247494697571,2,ok,-10.467246532440186,-5.233623266220093,2,ok,-10.467246532440186,-5.233623266220093,2,ok,-10.516494989395142,-5.258247494697571,2,ok,-0.049248456954956055,0.049248456954956055,-0.024624228477478027,0.024624228477478027,-0.2008174262009561,-0.03531647427007556,-9.051396959926933,8.815263059455901,-0.23613390047103167,0.0,0.0,-7.082558150170371,7.082558150170371,0.0,-0.23613390047103167,-5.994558566715568,5.758424666244537,-0.018256129654632414,-0.0032105885700068892,-0.8228542690842666,0.8013875508596273,-0.021466718224639525,0.0,0.0,-0.6438689227427611,0.6438689227427611,0.0,-0.021466718224639525,-0.5877128542218548,0.5662461359972149,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,-0.049248456954956055,0.049248456954956055,legal40_8x480_43022
4,agent-properties,4,direct,antonym,concept swap,believe,doubt,,believes doubts,False,False,False,False,False,True,1100011,1,inside.,outside.,text_sha256:0c890a39d8afd69041565c2afbb5419939b4ea10ffb6e852230920055f380a38,text_sha256:0c890a39d8afd69041565c2afbb5419939b4ea10ffb6e852230920055f380a38,True,scored,text_sha256:fd59d4526a63b58e02dcd23ac28d7b9c06310994a4b8af3006255367640bc3f7,text_sha256:2105e15691e7442435ceb40ff041368593d6ab3cdeef1ff79de8594a6d1a1a4e,-11.762834310531616,-1.1762834310531616,10,ok,-11.273517867550254,-1.1273517867550253,10,ok,-28.27725075604394,-2.827725075604394,10,ok,-28.503579162992537,-2.8503579162992536,10,ok,-81.1887112557888,-6.7657259379824,12,ok,-91.14984107017517,-7.595820089181264,12,ok,-18.26968502951786,-1.826968502951786,10,ok,-18.26968502951786,-1.826968502951786,10,ok,-35.59473483916372,-3.559473483916372,10,ok,-35.59473483916372,-3.559473483916372,10,ok,-7.874296188354492,-3.937148094177246,2,ok,-6.190299034118652,-3.095149517059326,2,ok,-6.190299034118652,-3.095149517059326,2,ok,-7.874296188354492,-3.937148094177246,2,ok,-1.6839971542358398,1.6839971542358398,-0.8419985771179199,0.8419985771179199,-0.48931644298136234,-0.22632840694859624,16.514416445512325,-17.230061295442283,-0.7156448499299586,0.0,0.0,17.32504980964586,-17.32504980964586,0.0,-0.7156448499299586,6.553286631125957,-7.268931481055915,-0.048931644298136234,-0.022632840694859713,1.6514416445512323,-1.7230061295442283,-0.0715644849929955,0.0,0.0,1.732504980964586,-1.732504980964586,0.0,-0.0715644849929955,0.8213474933523681,-0.8929119783453636,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,-1.6839971542358398,1.6839971542358398,legal40_8x480_43022
5,agent-properties,5,direct,antonym,concept swap,believe,doubt,,believes doubts,False,False,True,False,False,False,0111000,1,outside.,inside.,text_sha256:0c890a39d8afd69041565c2afbb5419939b4ea10ffb6e852230920055f380a38,text_sha256:0c890a39d8afd69041565c2afbb5419939b4ea10ffb6e852230920055f380a38,True,scored,text_sha256:2105e15691e7442435ceb40ff041368593d6ab3cdeef1ff79de8594a6d1a1a4e,text_sha256:fd59d4526a63b58e02dcd23ac28d7b9c06310994a4b8af3006255367640bc3f7,-28.503579162992537,-2.8503579162992536,10,ok,-28.27725075604394,-2.827725075604394,10,ok,-11.273517867550254,-1.1273517867550253,10,ok,-11.762834310531616,-1.1762834310531616,10,ok,-91.14984107017517,-7.595820089181264,12,ok,-81.1887112557888,-6.7657259379824,12,ok,-35.59473483916372,-3.559473483916372,10,ok,-35.59473483916372,-3.559473483916372,10,ok,-18.26968502951786,-1.826968502951786,10,ok,-18.26968502951786,-1.826968502951786,10,ok,-6.190299034118652,-3.095149517059326,2,ok,-7.874296188354492,-3.937148094177246,2,ok,-7.874296188354492,-3.937148094177246,2,ok,-6.190299034118652,-3.095149517059326,2,ok,1.6839971542358398,-1.6839971542358398,0.8419985771179199,-0.8419985771179199,-0.22632840694859624,-0.48931644298136234,-17.230061295442283,16.514416445512325,-0.7156448499299586,0.0,0.0,-17.32504980964586,17.32504980964586,0.0,-0.7156448499299586,-7.268931481055915,6.553286631125957,-0.022632840694859713,-0.048931644298136234,-1.7230061295442283,1.6514416445512323,-0.0715644849929955,0.0,0.0,-1.732504980964586,1.732504980964586,0.0,-0.0715644849929955,-0.8929119783453636,0.8213474933523681,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,-1.6839971542358398,1.6839971542358398,legal40_8x480_43022
6,agent-properties,6,direct,antonym,concept swap,believe,doubt,,believes doubts,False,False,False,False,True,True,1000111,1,inside.,outside.,text_sha256:a8314a3135b11530d756b4f96681f02c17055c06514c2eecb88cd57a0beb638e,text_sha256:a8314a3135b11530d756b4f96681f02c17055c06514c2eecb88cd57a0beb638e,True,scored,text_sha256:676f9dacf5b7fba418400964a687ac5216f938333bb16a13237ac187962c1f67,text_sha256:4be5c7feccc635271a8a85edc09ae5fae64ec51bb4326e71dbe89b2a7fc64b6b,-17.659212208120152,-1.7659212208120152,10,ok,-21.109150069765747,-2.1109150069765747,10,ok,-30.90192563412711,-3.090192563412711,10,ok,-34.169921797467396,-3.4169921797467397,10,ok,-76.99177222698927,-6.415981018915772,12,ok,-87.28522430360317,-7.273768691966931,12,ok,-28.37362346239388,-2.837362346239388,10,ok,-28.37362346239388,-2.837362346239388,10,ok,-43.89479745202698,-4.3894797452026975,10,ok,-43.89479745202698,-4.3894797452026975,10,ok,-13.294146060943604,-6.647073030471802,2,ok,-14.860173225402832,-7.430086612701416,2,ok,-14.860173225402832,-7.430086612701416,2,ok,-13.294146060943604,-6.647073030471802,2,ok,1.5660271644592285,-1.5660271644592285,0.7830135822296143,-0.7830135822296143,3.4499378616455942,-3.2679961633402854,13.242713426006958,-13.060771727701649,0.18194169830530882,0.0,0.0,15.521173989633098,-15.521173989633098,0.0,0.18194169830530882,2.949261349393055,-2.767319651087746,0.34499378616455956,-0.32679961633402854,1.324271342600696,-1.306077172770165,0.018194169830531237,0.0,0.0,1.5521173989633095,-1.5521173989633095,0.0,0.018194169830531237,0.4664836695495369,-0.44828949971900656,True,False,True,False,False,False,True,True,True,False,True,True,False,False,False,-1.5660271644592285,1.5660271644592285,legal40_8x480_43022
7,agent-properties,7,direct,antonym,concept swap,believe,doubt,,believes doubts,False,False,True,False,False,False,0111000,1,outside.,inside.,text_sha256:a8314a3135b11530d756b4f96681f02c17055c06514c2eecb88cd57a0beb638e,text_sha256:a8314a3135b11530d756b4f96681f02c17055c06514c2eecb88cd57a0beb638e,True,scored,text_sha256:4be5c7feccc635271a8a85edc09ae5fae64ec51bb4326e71dbe89b2a7fc64b6b,text_sha256:676f9dacf5b7fba418400964a687ac5216f938333bb16a13237ac187962c1f67,-34.169921797467396,-3.4169921797467397,10,ok,-30.90192563412711,-3.090192563412711,10,ok,-21.109150069765747,-2.1109150069765747,10,ok,-17.659212208120152,-1.7659212208120152,10,ok,-87.28522430360317,-7.273768691966931,12,ok,-76.99177222698927,-6.415981018915772,12,ok,-43.89479745202698,-4.3894797452026975,10,ok,-43.89479745202698,-4.3894797452026975,10,ok,-28.37362346239388,-2.837362346239388,10,ok,-28.37362346239388,-2.837362346239388,10,ok,-14.860173225402832,-7.430086612701416,2,ok,-13.294146060943604,-6.647073030471802,2,ok,-13.294146060943604,-6.647073030471802,2,ok,-14.860173225402832,-7.430086612701416,2,ok,-1.5660271644592285,1.5660271644592285,-0.7830135822296143,0.7830135822296143,-3.2679961633402854,3.4499378616455942,-13.060771727701649,13.242713426006958,0.18194169830530882,0.0,0.0,-15.521173989633098,15.521173989633098,0.0,0.18194169830530882,-2.767319651087746,2.949261349393055,-0.32679961633402854,0.34499378616455956,-1.306077172770165,1.324271342600696,0.018194169830531237,0.0,0.0,-1.5521173989633095,1.5521173989633095,0.0,0.018194169830531237,-0.44828949971900656,0.4664836695495369,False,True,True,False,False,False,True,True,True,False,True,True,False,False,False,-1.5660271644592285,1.5660271644592285,legal40_8x480_43022
8,agent-properties,8,direct,antonym,concept swap,believe,doubt,,believes doubts,False,True,False,False,True,True,1011111,1,inside.,outside.,text_sha256:78c89d76011d52fb6572b9dd6855cfa5a73431b2bcdb0e6e0b5e9f77c658e37d,text_sha256:78c89d76011d52fb6572b9dd6855cfa5a73431b2bcdb0e6e0b5e9f77c658e37d,True,scored,text_sha256:2baa6d738c144cd176c458b072bc2a09972e1bbf4a80d68d11f6aaa32625cc05,text_sha256:64c0babb2d829b5fe640ead250df11c048844b3f25294989676cc2da82f30a6e,-14.360235213767737,-1.4360235213767738,10,ok,-15.227638283744454,-1.5227638283744453,10,ok,-28.80384082812816,-2.880384082812816,10,ok,-29.665987190324813,-2.9665987190324814,10,ok,-69.87731370702386,-5.823109475585322,12,ok,-79.14136949926615,-6.595114124938846,12,ok,-18.821721614105627,-1.8821721614105626,10,ok,-18.821721614105627,-1.8821721614105626,10,ok,-36.832033027894795,-3.6832033027894795,10,ok,-36.832033027894795,-3.6832033027894795,10,ok,-13.596670150756836,-6.798335075378418,2,ok,-14.3849515914917,-7.19247579574585,2,ok,-14.3849515914917,-7.19247579574585,2,ok,-13.596670150756836,-6.798335075378418,2,ok,0.7882814407348633,-0.7882814407348633,0.39414072036743164,-0.39414072036743164,0.8674030699767172,-0.8621463621966541,14.443605614360422,-14.438348906580359,0.005256707780063152,0.0,0.0,18.010311413789168,-18.010311413789168,0.0,0.005256707780063152,5.179549822118133,-5.17429311433807,0.08674030699767155,-0.08621463621966541,1.4443605614360422,-1.443834890658036,0.0005256707780061376,0.0,0.0,1.8010311413789168,-1.8010311413789168,0.0,0.0005256707780061376,0.672355912082518,-0.6718302413045127,True,False,True,False,False,False,True,True,True,False,True,True,False,False,False,-0.7882814407348633,0.7882814407348633,legal40_8x480_43022
9,agent-properties,9,direct,antonym,concept swap,believe,doubt,,believes doubts,True,False,True,False,False,False,0100000,1,outside.,inside.,text_sha256:78c89d76011d52fb6572b9dd6855cfa5a73431b2bcdb0e6e0b5e9f77c658e37d,text_sha256:78c89d76011d52fb6572b9dd6855cfa5a73431b2bcdb0e6e0b5e9f77c658e37d,True,scored,text_sha256:64c0babb2d829b5fe640ead250df11c048844b3f25294989676cc2da82f30a6e,text_sha256:2baa6d738c144cd176c458b072bc2a09972e1bbf4a80d68d11f6aaa32625cc05,-29.665987190324813,-2.9665987190324814,10,ok,-28.80384082812816,-2.880384082812816,10,ok,-15.227638283744454,-1.5227638283744453,10,ok,-14.360235213767737,-1.4360235213767738,10,ok,-79.14136949926615,-6.595114124938846,12,ok,-69.87731370702386,-5.823109475585322,12,ok,-36.832033027894795,-3.6832033027894795,10,ok,-36.832033027894795,-3.6832033027894795,10,ok,-18.821721614105627,-1.8821721614105626,10,ok,-18.821721614105627,-1.8821721614105626,10,ok,-14.3849515914917,-7.19247579574585,2,ok,-13.596670150756836,-6.798335075378418,2,ok,-13.596670150756836,-6.798335075378418,2,ok,-14.3849515914917,-7.19247579574585,2,ok,-0.7882814407348633,0.7882814407348633,-0.39414072036743164,0.39414072036743164,-0.8621463621966541,0.8674030699767172,-14.438348906580359,14.443605614360422,0.005256707780063152,0.0,0.0,-18.010311413789168,18.010311413789168,0.0,0.005256707780063152,-5.17429311433807,5.179549822118133,-0.08621463621966541,0.08674030699767155,-1.443834890658036,1.4443605614360422,0.0005256707780061376,0.0,0.0,-1.8010311413789168,1.8010311413789168,0.0,0.0005256707780061376,-0.6718302413045127,0.672355912082518,False,True,True,False,False,False,True,True,True,False,True,True,False,False,False,-0.7882814407348633,0.7882814407348633,legal40_8x480_43022
10,agent-properties,10,indirect,antonym,concept swap,believe,doubt,,believes doubts,False,True,False,False,True,True,1111111,1,to,from,text_sha256:407ea6881a3e2537bcce86e7757e7fed0afc5b2a20c9854b27ea9fc7e8589830,text_sha256:407ea6881a3e2537bcce86e7757e7fed0afc5b2a20c9854b27ea9fc7e8589830,True,scored,text_sha256:d63afc8b4b122dff0b6f7dd6a9ddcb5978982528714b1dddc0609ba50be798a5,text_sha256:341d0c4c1867bc0060e7315da68737b653513ad2fc6a3de23b1eacf3abab63d2,-20.296000408008695,-2.0296000408008696,10,ok,-20.92510273773223,-2.092510273773223,10,ok,-28.861489845905453,-2.8861489845905455,10,ok,-29.38326497329399,-2.938326497329399,10,ok,-81.1887112557888,-6.7657259379824,12,ok,-91.14983797073364,-7.59581983089447,12,ok,-22.310026300139725,-2.2310026300139727,10,ok,-22.310026300139725,-2.2310026300139727,10,ok,-30.905274213291705,-3.0905274213291705,10,ok,-30.905274213291705,-3.0905274213291705,10,ok,-0.33599603176116943,-0.33599603176116943,1,ok,-3.248746395111084,-3.248746395111084,1,ok,-3.248746395111084,-3.248746395111084,1,ok,-0.33599603176116943,-0.33599603176116943,1,ok,2.9127503633499146,-2.9127503633499146,2.9127503633499146,-2.9127503633499146,0.629102329723537,-0.5217751273885369,8.565489437896758,-8.458162235561758,0.10732720233500004,0.0,0.0,8.59524791315198,-8.59524791315198,0.0,0.10732720233500004,-1.3956372770480812,1.5029644793830812,0.06291023297235343,-0.052177512738853515,0.8565489437896758,-0.8458162235561759,0.010732720233499471,0.0,0.0,0.8595247913151978,-0.8595247913151978,0.0,0.010732720233499471,0.02645505087760558,-0.01572233064410611,True,False,True,False,False,False,True,True,True,False,True,True,False,False,False,-2.9127503633499146,2.9127503633499146,legal40_8x480_43022
11,agent-properties,11,indirect,antonym,concept swap,believe,doubt,,believes doubts,True,False,True,False,False,False,0000000,1,from,to,text_sha256:407ea6881a3e2537bcce86e7757e7fed0afc5b2a20c9854b27ea9fc7e8589830,text_sha256:407ea6881a3e2537bcce86e7757e7fed0afc5b2a20c9854b27ea9fc7e8589830,True,scored,text_sha256:341d0c4c1867bc0060e7315da68737b653513ad2fc6a3de23b1eacf3abab63d2,text_sha256:d63afc8b4b122dff0b6f7dd6a9ddcb5978982528714b1dddc0609ba50be798a5,-29.38326497329399,-2.938326497329399,10,ok,-28.861489845905453,-2.8861489845905455,10,ok,-20.92510273773223,-2.092510273773223,10,ok,-20.296000408008695,-2.0296000408008696,10,ok,-91.14984178543091,-7.595820148785909,12,ok,-81.18871794641018,-6.765726495534182,12,ok,-30.905274213291705,-3.0905274213291705,10,ok,-30.905274213291705,-3.0905274213291705,10,ok,-22.310026300139725,-2.2310026300139727,10,ok,-22.310026300139725,-2.2310026300139727,10,ok,-3.248746395111084,-3.248746395111084,1,ok,-0.33599603176116943,-0.33599603176116943,1,ok,-0.33599603176116943,-0.33599603176116943,1,ok,-3.248746395111084,-3.248746395111084,1,ok,-2.9127503633499146,2.9127503633499146,-2.9127503633499146,2.9127503633499146,-0.5217751273885369,0.629102329723537,-8.458162235561758,8.565489437896758,0.10732720233500004,0.0,0.0,-8.59524791315198,8.59524791315198,0.0,0.10732720233500004,1.5029616034589708,-1.3956344011239707,-0.052177512738853515,0.06291023297235343,-0.8458162235561759,0.8565489437896758,0.010732720233499471,0.0,0.0,-0.8595247913151978,0.8595247913151978,0.0,0.010732720233499471,-0.015722570304448347,0.026455290537948706,False,True,True,False,False,False,True,True,True,False,True,True,False,False,False,-2.9127503633499146,2.9127503633499146,legal40_8x480_43022
