line_no,example_id,source,nearest_cue,distance_to_cue_chars,target_word,target_word_freq,alternative_word,alternative_word_freq,local_alt_rank,scale_local_margin_target_minus_alt,scale_full_margin_target_minus_alt,base_full_margin_target_minus_alt,context_gain_full_minus_local,scale_minus_base_full_margin,scale_full_target_rank,scale_full_alt_rank,base_full_target_rank,base_full_alt_rank,scale_full_error_vs_alt,unsaturated_abs_full_margin_le_0p5,context_decides_local_alt_full_gold,scale_weaker_than_base_by_0p5,snippet
1999,951998,cleanqwen_fineweb_compact_view_reinvest,more,43,thus,726,found,4837,19,-7.777334690093994,-6.557516813278198,-3.5884262323379517,1.219817876815796,-2.9690905809402466,8249,126,4862,519,True,False,False,True,"Thus a home with a HERS Index of 85 is 15% more energy efficient than the HERS Reference Home and a home with a HERS Index of 80 is 20% more energy efficient. A HERS Index of 85 means 15% more efficiency than the reference home, while 80 means 20% more. Camp Moomba is a place where kids get to be “friends together having fun”, without HIV stigma. Camp Moomba lets kids be friends and have fun without HIV stigma. The island, 18km east of the Coroma"
3099,16603,childes,near,83,laughs,8704,laughing,2076,2,0.7024288177490234,0.07211875915527344,2.634653091430664,-0.63031005859375,-2.5625343322753906,4,6,1,13,False,True,False,True,peanut butter sandwiches. *MOT: aren't you sick of those yet? *CHI: no [laughs]. *CHI: [snorts]. *BRO: www [humming] xxx. *BRO: he don't want xxx he willn't turn. %int: sing song *BRO: I'm a xxx xxx. %int: sing song *MOT: [sighs]. *CHI: Mom he does that almost all the time. *MOT: he eats other people's leftovers. *CHI: yeah. *MOT: gross. *CHI: and he like buys each time four lunches two lunches three lunches five lunches... *MOT: oh Chi I think [
919,950918,cleanqwen_fineweb_compact_view_reinvest,below,41,ions,48,rations,12,7,-0.04173564910888672,1.7617430686950684,4.304286003112793,1.803478717803955,-2.5425429344177246,17,96,14,713,False,False,True,True,"Harcourt, which became a standard textbook for many years thereafter. Harcourt became a standard textbook for many years. Solutions containing molecules or ions that reduce the concentration of H+ below that of pure water have pH values above 7 and are basic or alkaline. Solutions with H+ below pure water have pH above 7 and are basic or alkaline. There is more depth, and a whole brain perspective required, in such research and study of cases suc"
525,950524,cleanqwen_fineweb_compact_view_reinvest,into,65,local,1016,sang,271,9,-8.609763622283936,8.163816332817078,10.533252716064453,16.773579955101013,-2.3694363832473755,8,5466,14,12047,False,False,True,True,"Local scenes, for example, often stemmed from other roots or fed into musical practices that were antithetical to the evolutionary chronology of jazz in the US, serving to create a distinctive body of post-war British jazz performers. Local scenes often fed into practices antithetical to US jazz evolution, creating a distinctive body of post-war British jazz performers. Swimming is a fantastic way to release this excess energy as it helps with th"
3027,27393,gutenberg,over,67,yellow,2394,little,16792,5,-5.05215311050415,3.828573226928711,6.173575401306152,8.880726337432861,-2.3450021743774414,1,2,1,19,False,False,True,True,"good deal of shame that he was sometimes as inactive in a good cause as the ""yellow men"" themselves. So they sat in the woods talking the matter over until the last rays of the sun fell through the thick leaves and warned them home. Then they took their baskets and turned their faces homeward. Guy saying, ""Well then, we are agreed all of us to begin the lives now, to which the 'yellow men' were doomed for their idleness and presumption. Hencefort"
3085,18255,childes,next,24,used,4834,illustration,935,8,-5.710275769233704,-2.9921610355377197,-0.6650786399841309,2.718114733695984,-2.327082395553589,1262,199,451,312,True,False,False,True,it just shows that you're not paying attention. *FAT: okay. *FAT: don't you think you better start thinking about being good now? *FAT: okay what are some things you can do to be good? *MOT: I'll tell you some things you don't tell me the things you don't do. *CHI: don't play basketball. *FAT: [laughs] what are things you're not sposta do [coughs]? *FAT: so you won't get in trouble. *CHI: fight. *CHI: lie. *CHI: shout! *FAT: shout. *MOT: and teas
2205,952204,cleanqwen_fineweb_compact_view_reinvest,first,82,according,1034,used,4834,1,-4.200643539428711,-4.870341539382935,-2.607119560241699,-0.6696979999542236,-2.2632219791412354,378,2,85,6,True,False,False,True,"According to study materials, the risk of developing celiac disease in those with a first-degree relative with celiac is 8-15% compared with 1% in the general population. People with a first-degree relative with celiac have an 8-15% risk, compared to 1% in the general population. There are feasts usually in the houses where sacrifices is done. Feasts usually happen where sacrifices occur. TB disease can cause death if it is not treated. Untreated"
188,950187,cleanqwen_fineweb_compact_view_reinvest,more,86,according,1034,return,1312,4,0.3312416076660156,1.6872081756591797,3.8834691047668457,1.355966567993164,-2.196260929107666,6,25,1,18,False,False,False,True,"According to a Scottish study, people with mental health problems reported experiencing more than twice as much harassment as the general population. A Scottish study found people with mental health problems faced more than twice as much harassment. Rocks and retaining walls are likely to displace and accelerate the problem of erosion on neighboring lands (end effect) or on the beaches in front of the structure. Rocks and walls may displace and a"
2890,952889,cleanqwen_fineweb_compact_view_reinvest,after,78,researchers,381,subjects,207,1,-5.816438674926758,4.260863959789276,6.2855775356292725,10.077302634716034,-2.0247135758399963,69,1785,3,1009,False,False,True,True,"Researchers compared the results and found that while subjects behaved similarly after drinking and losing sleep, those who felt the effects the most were also the ones with the lowest tolerances for alcohol. Researchers found that while subjects acted similarly after drinking and losing sleep, those feeling effects most had lowest alcohol tolerance. Early demonstrations of the sensor networks used high-altitude balloons to loft a mid-size drone "
1239,951238,cleanqwen_fineweb_compact_view_reinvest,first,23,ions,48,percent,505,13,-3.1024560928344727,11.921112060546875,13.819090247154236,15.023568153381348,-1.8979781866073608,1,538,1,1310,False,False,True,True,"DeMaria ElectroOptics also supplied a near-infrared laser being used in the development of the radiometer that will fly on the SOFIA missionan effort between NASA and the German space agency, DLR. DeMaria ElectroOptics supplied a near-infrared laser for the radiometer flying on the NASA and DLR SOFIA mission. When these metals form ions, the 4s electrons are always lost first. 4s electrons are lost first when metals form ions. At a technical leve"
2074,952073,cleanqwen_fineweb_compact_view_reinvest,different,25,mark,3151,life,5012,7,-6.076621115207672,-1.6293022632598877,0.20000815391540527,4.447318851947784,-1.829310417175293,1035,303,113,142,True,False,False,True,"When a child starts to make scribbles, patterns and different shapes, this is ‘mark making’. Scribbles, patterns, and shapes are called mark making. According to a 2004 survey, more than 90,000 jobs and $5 billion were produced by the presence of Camp Lejeune. A 2004 survey found Camp Lejeune created over 90,000 jobs and $5 billion. When the V-shaped ribbon is released from the substrate it forms a helix consisting of a dual coil that is connecte"
1449,951448,cleanqwen_fineweb_compact_view_reinvest,more,27,researchers,381,people,12507,7,-5.146822452545166,6.322932720184326,8.141622543334961,11.469755172729492,-1.8186898231506348,2,35,2,97,False,False,True,True,"Researchers already knew that more forested areas were home to more birds with rounder wing tips, improving maneuverability around branches. Researchers knew more forested areas held more birds with rounder wing tips for better branch maneuverability. Concussions are complex injuries It can be challenging to recognize when a concussion occurs. Concussions are complex injuries that can be hard to recognize. In some children, the ligaments of the f"
1262,951261,cleanqwen_fineweb_compact_view_reinvest,holds,48,stone,783,aged,567,14,-4.16683554649353,2.954024076461792,4.730792164802551,7.120859622955322,-1.7767680883407593,128,1357,19,1642,False,False,True,True,"Here at Blasieholmen, until well into the 1600s, were long navy shipyard and it was actually here that the Vasa was built, Hans-Lennart Ohlsson, President of the Maritime Museum. Blasieholmen was a navy shipyard until the 1600s where Hans-Lennart Ohlsson says the Vasa was built. 30, 2008, a cougar was shot and killed in a neighborhood by Bossier City Police Department. On March 30, 2008, Bossier City Police shot and killed a cougar. This collecti"
2722,952721,cleanqwen_fineweb_compact_view_reinvest,more,11,children,3675,adults,224,1,-3.5093116760253906,3.0170483589172363,4.737766265869141,6.526360034942627,-1.7207179069519043,3,21,1,30,False,False,True,True,"Children are more sensitive to radiation exposure than adults because their bodies are still developing. Children are more sensitive to radiation than adults because they are developing. The McClure Glacier, once a tributary of the Lyell, is much smaller. McClure Glacier is now much smaller than Lyell. Sticking Post-Its on household objects with their names in Spanish is a fun and easy way to learn vocabulary. Sticking Spanish-name Post-Its on ob"
2814,952813,cleanqwen_fineweb_compact_view_reinvest,before,35,fish,1344,thou,881,8,-2.663022041320801,-0.33873987197875977,1.3579721450805664,2.324282169342041,-1.6967120170593262,66,46,11,50,True,True,False,True,"The exhibition considers the war in its international context and includes portraits of the major British generals who fought. The exhibition considers the war internationally and includes portraits of major British generals who fought. For example, unwanted goods can be donated to charity shops, and rechargeable batteries can be used hundreds of times before they need to be replaced. Unwanted goods go to charity shops, and rechargeable batteries"
3094,309830,qwen_pair_packed,before,57,song,2356,music,3239,4,3.213489532470703,5.483611106872559,7.153007507324219,2.2701215744018555,-1.6693964004516602,1,15,1,23,False,False,False,True,"""You'd better make up your mind to stay another week, daughter,"" said grandma to Edna's mother. Grandma advised Edna's mother that it would be wise for her daughter to decide on remaining for an additional week. (song continues) (song continues) (song continues) (song fades) Where have you been? As the music continues before finally fading out, the song asks, ""Where have you been?"" Ramsey and the other two little girls being made Ben took his dep"
3017,12961,childes,around,65,noise,1578,points,2075,1,-2.2656259536743164,0.13117218017578125,1.788106918334961,2.3967981338500977,-1.6569347381591797,15,18,15,29,False,True,False,True,Kid. [stuff going on in other room] *MOT: Sis will you xxx room please. *SIS2: Sis. *SIS3: what? [noise] *CHI: Kid! *CHI: gimme my purple balloon back. [aft runs around] *CHI: Sis! *CHI: xxx the yellow one's yours too. [talk of many kids] *CHI: xxx go to McDonalds. *SIS3: we didn't. *SIS2: we found the purple balloons on the ground right? *CHI: you xxx you don't needta do this. *SIS2: no she xxx. [many kids; I think the kids come back to the tabl
1515,951514,cleanqwen_fineweb_compact_view_reinvest,less,43,noise,1578,cept,26,21,-5.022397041320801,-6.0000786781311035,-4.38698410987854,-0.9776816368103027,-1.6130945682525635,1911,5,1214,22,True,False,False,True,"Is it then possible that, in the modern information age, voters might actually be less informed as a result of the constant “noise” of election advertising causing them to tune out? Could modern election advertising noise make voters less informed by causing them to tune out? The 75 to 90 kilowatts of power for the ISS is supplied by an acre of solar panels. An acre of solar panels supplies 75 to 90 kilowatts of power for the ISS. Seven of them w"
3092,41689,open_subtitles,less,16,threw,520,help,4913,3,-4.6238508224487305,-2.5100150108337402,-0.9229602813720703,2.1138358116149902,-1.58705472946167,94,5,49,21,True,False,False,True,"threw us out in less than 3 minutes! He won't come back. So, let's return. With defeat written all over my face? I'd promised in front of everyone that I'll return only with Lucky. I'm not going anywhere. Look, we had lied to you about the asthma attack being a heart attack to get rid of you. What about Lucky's parents? Were their tears false as well? They must've reached the airport even before our flight took off awaiting their son to come back"
3119,18557,childes,over,13,marky,1140,ross,3089,2,-2.805518627166748,-2.6882429122924805,-1.1059741973876953,0.11727571487426758,-1.5822687149047852,9,1,3,1,True,False,False,True,can't see it! *CHI: you get your glasses? *FAT: I'll get my glasses but I don't know where they are. *FAT: I have find my glasses. *FAT: you found them? *CHI: they were right there. *CHI: on the chair. *FAT: no they weren't on the chair. *FAT: where were they? *CHI: in the room. *FAT: bedroom yes the bedroom. *CHI: I drive myself all over. [later.] *CHI: I finish. *CHI: I all finish. [Ross was going pee pee in the toilet.] *CHI: I can reach. [by 
3108,35468,gutenberg,between,57,locked,291,threw,520,2,-2.130950927734375,-2.08548641204834,-0.5538415908813477,0.045464515686035156,-1.5316448211669922,83,10,32,20,True,False,False,True,"locked them up in his safe, and his wife and the barmaid between them were trying to still the wails of the little, dark-eyed boy, who did not take readily to strangers and refused all their well-meant offers of comfort. Such a case had never been known in the neighbourhood, for not only had the stranger succumbed within a few hours of her arrival at Chagmouth, but the news soon leaked out that it was impossible to identify her. There were no pap"
3106,9387,childes,more,18,chuckles,481,laughing,2076,1,-4.747912406921387,-5.184986114501953,-3.6732349395751953,-0.4370737075805664,-1.5117511749267578,43,2,11,2,True,False,False,True,that. *CHI: when it ended. *CHI: why can't you go by that? *FAT: 'cause it doesn't start at zero. *CHI: it does. *FAT: no it doesn't! *CHI: does! *FAT: no it doesn't Scissors boy. [sound of scissors being opened and closed repeatedly] [Chi is probably playing with a pair of scissors] *FAT: it starts at like one something. *CHI: it's probably because it's counting like all the xxx stuff. [bef probably puts scissor down] *CHI: man look at xxx. [pro
3095,18666,childes,between,42,father,4674,ross,3089,1,-2.433837890625,-1.1919097900390625,0.31324100494384766,1.2419281005859375,-1.5051507949829102,3,1,3,4,True,False,False,True,"magnifying glass] *MAR: it needs cleaned out. [pittsburgh dialect] *FAT: no no we don't say that we say it needs to be cleaned out. *MAR: oh that thing is big! *FAT: yes I know. [father walks away] *FAT: okay. *FAT: very good. *MAR: oh it goes all the way over to there. *FAT: the microphone? *MAR: yeah. *MAR: and that is big. [background conversation between mother and father from 173to 18] [Father, Ross and Mark in the car on the way to camp kon"
1562,951561,cleanqwen_fineweb_compact_view_reinvest,around,45,derek,82,graduate,105,1,-8.833027839660645,8.654634475708008,10.094198226928711,17.487662315368652,-1.4395637512207031,1,1273,1,2248,False,False,True,True,"Derek, a recent CTG graduate, led the class around the Discovery Garden. Derek led the CTG class around the Discovery Garden. Home energy ratings can be used in a variety of ways in the housing industry. Home energy ratings can be used in many housing industry ways. In architecture, proportion and scale are the way we perceive those relationships as they apply to various objects and spaces that come together to make a building. In architecture, p"
563,950562,cleanqwen_fineweb_compact_view_reinvest,left,57,daily,501,christmas,1341,18,-4.9203187227249146,3.6660337448120117,5.072659492492676,8.586352467536926,-1.406625747680664,1,5,1,135,False,False,True,True,"Daily events like supper can leave such children feeling left out, as they may not know what is being discussed around the dinner table. Daily events like supper can leave such children feeling left out because they may not know what is discussed. In pre-Columbian Mexico, three celebrations a year were organized to commemorate the dead. Pre-Columbian Mexico held three yearly celebrations for the dead. For example, after hearing a political debate"
3122,17182,childes,near,24,cries,467,laughs,8704,1,-5.863324165344238,-4.438009262084961,-3.031905174255371,1.4253149032592773,-1.4061040878295898,11,1,3,1,True,False,False,True,on Bro! [seems to be having fun] [FAT is twirling Bro around?] *FAT: hold on Bro www! [whooo] [returns to room?] [noises by Bro] *FAT: show me what else you're gonna ask Santa Claus for over here Bro. *CHI: how do you spell Christmas? %int: yelling *CHI: that www [pain noises]. [hit himself on something] *CHI: ow ow ow ow ow! *MOT: www [laughs] here. *CHI: ow ow ow. *MOT: I forgot what I was doing and I cut it up for you. *CHI: ow ow ow. *FAT: oh
2371,952370,cleanqwen_fineweb_compact_view_reinvest,less,63,people,12507,others,1859,12,1.6864910125732422,2.4776134490966797,3.8597984313964844,0.7911224365234375,-1.3821849822998047,3,17,2,17,False,False,False,True,"People were deemed inactive if they had a sedentary job and did less than one hour of moderate to vigorous activity per week, or their level of physical activity was in the lowest 20% among that group of study participants. People were inactive if they had sedentary jobs, did under one hour of moderate activity weekly, or were in the lowest 20% of activity among study participants. The benefits of Ortho-K are only present when using it. Ortho-K b"
973,950972,cleanqwen_fineweb_compact_view_reinvest,into,65,according,1034,home,7204,5,2.1155500411987305,2.279451370239258,3.640054702758789,0.16390132904052734,-1.3606033325195312,5,62,6,135,False,False,False,True,"According to Herlinda, it is also the point where new life is born into the cosmos. Herlinda says this is where new life is born into the cosmos. Soil improvement, not an herbicide, is the best way to assure that your lawn grasses gets the upper hand. Soil improvement, not herbicide, best assures lawn grasses get the upper hand. If a property is physical ly obvious in Theory A, but the corresponding property in Theory B may be difficult to recogn"
2484,952483,cleanqwen_fineweb_compact_view_reinvest,over,42,instead,1517,flow,220,1,-6.565417289733887,10.63548219203949,11.953002572059631,17.200899481773376,-1.3175203800201416,1,1569,1,1335,False,False,True,True,"Instead of letting the wastewater flow all over the plot, it is sprinkled into beds marked 1; these consist of layers of gravel to remove the suspended and organic particles from the wastewater. Instead of letting wastewater flow over the plot, it is sprinkled into bed 1, where gravel layers remove suspended and organic particles. Selecting a rootstock that works with a particular variety and the soil type, he said, is crucial for the final quali"
500,950499,cleanqwen_fineweb_compact_view_reinvest,over,39,white,2863,ally,103,4,-5.877129793167114,-4.314408302307129,-3.0730056762695312,1.5627214908599854,-1.2414026260375977,221,3,152,8,True,False,False,True,"The most common cool roof coatings used over sprayed polyurethane foam (SPF) and other roof deck surfaces are light/white colored. Most cool roof coatings over SPF and other decks are light or white. The expedition's log notes that in September of 1805 ""the men are becoming lean and debilitated, on account of the scarcity and poor quality of provisions on which we exist."" Some were clearly in the early stages of starvation. The 1805 September log"
3119,18557,childes,later,45,ross,3089,nina,3099,1,-2.386220932006836,5.2750959396362305,6.4871320724487305,7.661316871643066,-1.2120361328125,1,13,1,28,False,False,True,True,can't see it! *CHI: you get your glasses? *FAT: I'll get my glasses but I don't know where they are. *FAT: I have find my glasses. *FAT: you found them? *CHI: they were right there. *CHI: on the chair. *FAT: no they weren't on the chair. *FAT: where were they? *CHI: in the room. *FAT: bedroom yes the bedroom. *CHI: I drive myself all over. [later.] *CHI: I finish. *CHI: I all finish. [Ross was going pee pee in the toilet.] *CHI: I can reach. [by 
1363,951362,cleanqwen_fineweb_compact_view_reinvest,break,57,captain,1220,greater,711,3,-7.146848201751709,12.80064582824707,13.954770892858505,19.94749402999878,-1.154125064611435,1,837,1,2398,False,False,True,True,"Captain America sent General Bryan to New York in 2038 to break up the resistance that was gathering. Captain America sent General Bryan to New York in 2038 to stop the gathering resistance. During those heady days, women were a powerful voice, a compelling presence in the protests. Women were a powerful voice and compelling presence in protests. Even though mustard gas was more notorious, phosgene actually accounted for more deaths: approximatel"
1484,951483,cleanqwen_fineweb_compact_view_reinvest,over,16,once,4084,weeks,1267,25,-4.465550780296326,1.0947876274585724,2.2243765592575073,5.560338407754898,-1.129588931798935,866,2134,283,1802,False,False,True,True,"Once molting is over after three weeks, the bulls return to their migratory life and do not return to land until six months later, when they mate with the females in the Antarctic spring. After three weeks of molting, bulls resume migration and stay at sea for six months until Antarctic spring mating. Twenty people have died and two million others have been affected, according to the government. Government says twenty died and two million were af"
1353,951352,cleanqwen_fineweb_compact_view_reinvest,over,6,people,12507,play,5324,27,-5.6045902967453,10.30380129814148,11.378574073314667,15.90839159488678,-1.0747727751731873,1,2052,1,3174,False,False,True,True,"People over 40 with bifocals or reading glasses often run into problems because their glasses are geared to looking at books held 16 inches away, rather than computer screens that are typically two feet away. People over 40 with bifocals or reading glasses often have problems because their glasses are for books 16 inches away, not computer screens two feet away. When mature, the cucumber fruit is 90% water, and is not particularly high in nutrien"
2925,952924,cleanqwen_fineweb_compact_view_reinvest,more,71,children,3675,people,12507,3,-6.702844619750977,-3.5981011390686035,-2.5367698669433594,3.104743480682373,-1.0613312721252441,397,38,419,81,True,False,False,True,"Children who were considered well-behaved and able to pay attention were more likely to be higher achievers than those who were inattentive. Well-behaved, attentive children were higher achievers than inattentive children. There is still much to learn about the benefits and pitfalls of intermittent fasting. We still learn much about intermittent fasting benefits and pitfalls. Title I funds are used to expand and supplement the services children a"
3138,21970,childes,front,86,nina,3099,mother,7443,1,-0.8585472106933594,-0.7524509429931641,0.2649240493774414,0.10609626770019531,-1.0173749923706055,2,1,1,2,True,False,False,True,"of that car. [nina puts one car on top of another.] *MOT: no it shouldn't be. *MOT: should it be in front or behind? *CHI: behind. *MOT: you put it behind. *CHI: no you put it behind. *MOT: okay. *CHI: another one behind that one. [""knock"" is mispronounced.] *CHI: oh. *CHI: are they going to knock that tree down? *CHI: are they... *MOT: what are the cars going to do? *MOT: there're three cars in a row and they're gonna go and what's going to happ"
3106,9387,childes,left,19,cause,4000,nope,672,26,5.61216402053833,8.9747314453125,9.900225639343262,3.36256742477417,-0.9254941940307617,1,104,1,207,False,False,False,True,that. *CHI: when it ended. *CHI: why can't you go by that? *FAT: 'cause it doesn't start at zero. *CHI: it does. *FAT: no it doesn't! *CHI: does! *FAT: no it doesn't Scissors boy. [sound of scissors being opened and closed repeatedly] [Chi is probably playing with a pair of scissors] *FAT: it starts at like one something. *CHI: it's probably because it's counting like all the xxx stuff. [bef probably puts scissor down] *CHI: man look at xxx. [pro
572,950571,cleanqwen_fineweb_compact_view_reinvest,close,59,climate,514,known,3518,21,-7.359816610813141,4.590699911117554,5.470010459423065,11.950516521930695,-0.8793105483055115,19,1940,53,4129,False,False,True,True,"Climate is another reason why many Canadians choose to live close to the border. Climate causes many Canadians to live near the border. Garlic is one of the most used herbs that deer cannot stand eating or smelling! Deer cannot eat or smell garlic, one of the most used herbs. The fortress of Kuelap is a walled city associated with the Chachapoyas culture built in 6th century AD. Kuelap fortress is a 6th-century AD walled city of the Chachapoyas c"
1958,951957,cleanqwen_fineweb_compact_view_reinvest,right,60,further,941,found,4837,11,-9.059761047363281,3.2763237953186035,4.1195995807647705,12.336084842681885,-0.843275785446167,4,143,4,272,False,False,True,True,"Further tests on the group found that those with an enlarged right dorsolateral prefrontal cortex (rDLPFC), as the brain region is known, fared better on a series of mental tasks. Further tests found those with an enlarged right dorsolateral prefrontal cortex (rDLPFC) fared better on a series of mental tasks. Physical characteristics: The colours are mostly red with shades ranging from light to dark. Colours are mostly red, ranging from light to "
996,950995,cleanqwen_fineweb_compact_view_reinvest,higher,11,ions,48,ants,81,25,-0.889439582824707,4.738451957702637,5.567514419555664,5.627891540527344,-0.8290624618530273,2,74,2,106,False,False,True,True,"In fact, thousands of golf cart incidents happen every year, many which are serious and sometimes even fatal. Thousands of golf cart incidents happen yearly, many serious or fatal. The regression coefficients of the observed vs. simulated concentration of the major ions were higher than 0.961 in all the three replicates with slopes ranging between 0.717 and 0.940. All three replicates showed regression coefficients above 0.961 for major ion conce"
3020,15254,childes,over,20,puts,1421,places,1352,2,2.5979557037353516,3.8668603897094727,4.670245170593262,1.268904685974121,-0.8033847808837891,1,3,1,9,False,False,False,True,hey! *CHI: wh what's this? *MOT: I don't know. *CHI: it's a dingerhopper. [name drawn out] *MOT: a what? *CHI: a dingerhopper. %int: whispered *MOT: something pop. *CHI: it's a dingerhopper. %int: normal voice *MOT: a thinger hot pot? *CHI: a look do you know when Ariel [the Little Mermaid] says dingerhopper? *CHI: what do these do? *MOT: what are those? *CHI: jewels. *MOT: jewels? *CHI: I'm gonna put them all over these people. [puts necklace on
3095,18666,childes,over,76,father,4674,ross,3089,2,-0.0872812271118164,-0.8823375701904297,-0.07938480377197266,-0.7950563430786133,-0.802952766418457,6,2,3,2,True,False,False,True,"magnifying glass] *MAR: it needs cleaned out. [pittsburgh dialect] *FAT: no no we don't say that we say it needs to be cleaned out. *MAR: oh that thing is big! *FAT: yes I know. [father walks away] *FAT: okay. *FAT: very good. *MAR: oh it goes all the way over to there. *FAT: the microphone? *MAR: yeah. *MAR: and that is big. [background conversation between mother and father from 173to 18] [Father, Ross and Mark in the car on the way to camp kon"
