path,aoa,curve_fitness,p_value,n_words,mean_monthly_score
experiments/archive/compact_experience/data/devcurr_eval/aoa_outputs/qwen_devcurr_firstpass_seed43122/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,,,,
experiments/archive/compact_experience/data/full_eval_candidates/aoa_outputs/clean_qwen_seed43022_95M/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,,,,
experiments/archive/compact_experience/data/full_eval_candidates/aoa_outputs/clean_qwen_seed43122_60M/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,,,,
experiments/archive/compact_experience/data/full_eval_candidates/aoa_outputs/context_cap120_control_seed43022_80M/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,-0.2085501458906283,,,,
experiments/archive/compact_experience/data/full_eval_candidates/aoa_outputs/context_cap120_treat_seed43022_80M/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,,,,
experiments/archive/compact_experience/data/mask_endpoint_full_eval/aoa_outputs/mask_evidence_visible_100M/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,-0.14666542859729043,-0.14666542859729043,0.05277182009746163,175,0.3747936507936508
experiments/archive/compact_experience/data/mask_endpoint_full_eval/aoa_outputs/mask_evidence_visible_90M/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,-0.15456019530556697,-0.15456019530556697,0.04112423283475058,175,0.3747936507936508
experiments/archive/compact_experience/data/mask_endpoint_full_eval/aoa_outputs/mask_inverse_priority_100M/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,-0.18344781331440352,-0.18344781331440352,0.015392915069751814,174,0.3747936507936508
experiments/archive/compact_experience/data/mask_endpoint_full_eval/aoa_outputs/mask_inverse_priority_95M/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,-0.1719406337063024,-0.1719406337063024,0.02289203126670519,175,0.3747936507936508
experiments/archive/compact_experience/data/mask_endpoint_full_eval/aoa_outputs/mask_uniform_control_100M/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,-0.15302646626566574,-0.15302646626566574,0.04028084757463022,180,0.3747936507936508
experiments/archive/compact_experience/data/mask_endpoint_full_eval/aoa_outputs/mask_uniform_control_90M/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,-0.17702799558034168,-0.17702799558034168,0.017437959470825378,180,0.3747936507936508
experiments/archive/compact_experience/data/mixed_objective_full_eval_100M_strict/aoa_outputs/mixed_causal15_100M/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,222,
experiments/archive/compact_experience/data/mixed_objective_full_eval_100M_strict/aoa_outputs/mixed_causal50_100M/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,188,
experiments/archive/compact_experience/data/mlm_mntp_full_eval/aoa_outputs/mlm_mntp_aux015_100M/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,-0.13414934296910275,-0.13414934296910275,0.05824680071288274,200,0.3747936507936508
experiments/archive/representation_and_objectives/data/semantic_view_full_eval/aoa_outputs/original_packet_local__chck_80M/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,-0.12253908248940103,-0.12253908248940103,0.09566770693210408,186,0.3747936507936508
experiments/archive/representation_and_objectives/data/semantic_view_full_eval/aoa_outputs/semantic_view_treatment__chck_80M/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,205,
experiments/archive/representation_and_objectives/data/compact_reinvest_full_eval/aoa_outputs/compact_view_reinvest/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,203,
experiments/archive/representation_and_objectives/data/compact_reinvest_full_eval/aoa_outputs/compact_view_reinvest/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,203,
experiments/archive/representation_and_objectives/data/official_aoa_min0_reinvest/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,241,
experiments/archive/representation_and_objectives/data/compact_reinvest_full_eval/aoa_outputs/compact_view_reinvest/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,203,
experiments/archive/representation_and_objectives/data/official_aoa_min0_reinvest/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,241,
experiments/archive/representation_and_objectives/data/seed43122_full_eval/official_aoa_min0_seed43122/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,233,
experiments/archive/representation_and_objectives/data/official_aoa_min0_seed43122/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,233,
experiments/archive/representation_and_objectives/data/official_aoa_min0_seed43122/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,233,
experiments/archive/representation_and_objectives/data/official_aoa_min0_seed43122/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,233,
experiments/archive/representation_and_objectives/data/strictsmalltok_seed43022_official_aoa_min0/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,188,
experiments/archive/representation_and_objectives/data/strictsmalltok_seed43022_official_aoa_min0/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,188,
experiments/archive/representation_and_objectives/data/strictsmalltok_seed43122_official_aoa_min0/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,204,
experiments/archive/representation_and_objectives/data/strictsmalltok_seed43122_official_aoa_min0/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,204,
experiments/archive/representation_and_objectives/data/official_aoa_min0_seed43122/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,233,
experiments/archive/representation_and_objectives/data/legal40k_accum_seed43022_official_aoa_min0/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,244,
experiments/archive/representation_and_objectives/data/legal40k_accum_seed43022_official_aoa_min0/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,244,
experiments/archive/representation_and_objectives/data/legal40k_accum_seed43122_official_aoa_min0/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,278,
experiments/archive/representation_and_objectives/data/legal40k_accum_seed43122_official_aoa_min0/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,278,
experiments/archive/representation_and_objectives/data/legal40k_12x384_depth_seed43022_official_aoa_min0/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,251,
experiments/archive/representation_and_objectives/data/legal40k_12x384_depth_seed43022_official_aoa_min0/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,251,
experiments/archive/representation_and_objectives/data/legal40k_12x384_sgcrK50d64_seed43022_official_aoa_min0/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,236,
experiments/archive/representation_and_objectives/data/legal40k_12x384_sgcrK50d64_seed43022_official_aoa_min0/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,236,
experiments/archive/representation_and_objectives/data/scale1p75_100m_aoa_repair/aoa_outputs/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,231,
experiments/archive/representation_and_objectives/data/scale1p75_chck82_full_eval_reproduction/parts/AoA/eval/aoa_outputs/scale1p75_chck82_independent__AoA/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,231,
experiments/archive/representation_and_objectives/data/scale1p75_chck82_full_eval_reproduction/parts/AoA/eval/aoa_outputs/scale1p75_chck82_independent__AoA/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,231,
experiments/archive/representation_and_objectives/data/scale1p75_chck82_full_eval_reproduction/parts/AoA/eval/aoa_outputs/scale1p75_chck82_independent__AoA/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,231,
experiments/archive/representation_and_objectives/data/alpha075_aoa_minctx0/collate_fast/results/hf_model/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,225,
experiments/archive/representation_and_objectives/data/alpha075_aoa_minctx0/collate_fast/results/hf_model/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,225,
experiments/archive/frontier_consolidation/data/density_full_eval/aoa_outputs/compact_view_core/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,-0.12687286024554456,-0.12687286024554456,0.07870730227036446,193,0.3747936507936508
experiments/archive/frontier_consolidation/data/aoa_localization/aoa_outputs/density_compact_repeat_core/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,-0.18899206801927268,-0.18899206801927268,0.015051313739058825,165,0.3747936507936508
experiments/archive/frontier_consolidation/data/aoa_localization/aoa_outputs/density_near_repeat/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,188,
experiments/archive/frontier_consolidation/data/aoa_localization/aoa_outputs/density_near_view/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,197,
experiments/archive/frontier_consolidation/data/official_rowcount_aoa_reinvest_seeds/reinvest_seed43022/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,241,
experiments/archive/frontier_consolidation/data/official_rowcount_aoa_reinvest_seeds/reinvest_seed43122/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,233,
experiments/archive/frontier_consolidation/data/compliant_full_eval/aoa_outputs/complianttok_reinvest_seed43022/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,236,
experiments/archive/frontier_consolidation/data/compliant_full_eval/aoa_outputs/complianttok_reinvest_seed43022/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,236,
experiments/archive/frontier_consolidation/data/bytealphatok_full_eval/aoa_outputs/bytealphatok_reinvest_seed43022/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,188,
experiments/archive/frontier_consolidation/data/bytealphatok_full_eval/aoa_outputs/bytealphatok_reinvest_seed43022/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,188,
experiments/archive/frontier_consolidation/data/u256_100M_full_eval_hardened/parts/AoA/eval/aoa_outputs/U256_100M_seed43022__AoA/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,285,
experiments/archive/frontier_consolidation/data/u256_100M_full_eval_hardened/parts/AoA/eval/aoa_outputs/U256_100M_seed43022__AoA/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,285,
experiments/archive/frontier_consolidation/data/u256_100M_full_eval_hardened/parts/AoA/eval/aoa_outputs/U256_100M_seed43022__AoA/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,285,
experiments/archive/frontier_consolidation/data/scale1p75_aoa_repair/aoa_outputs/scale1p75_100M_seed43022__AoA/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,231,
experiments/archive/frontier_consolidation/data/scale1p75_aoa_repair/aoa_outputs/scale1p75_100M_seed43022__AoA/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,231,
experiments/archive/frontier_consolidation/data/scale1p75_aoa_repair/aoa_outputs/scale1p75_100M_seed43022__AoA/hf_model_local_ckpts/main/zero_shot/mlm/AoA_word/aoa_score.json,0.0,0.0,,231,
experiments/archive/functional_learning/data/shared_aoa/assembled/coherent86/test_w1_a17/AoA_word/aoa_score.json,0.0,,,,
experiments/archive/functional_learning/data/shared_aoa/assembled/coherent86/test_w3_a2/AoA_word/aoa_score.json,0.0,,,,
experiments/archive/functional_learning/data/batched_aoa_measured/smoke/coherent86/endpoint_coherent86_w3_a2/AoA_word/aoa_score.json,0.0,,,,
experiments/archive/functional_learning/data/batched_aoa_measured/full/coherent86/full/AoA_word/aoa_score.json,0.0,,,,
experiments/archive/functional_learning/data/batched_aoa_measured/full/dense_seed62064/full/AoA_word/aoa_score.json,0.0,,,,
