contrast,checkpoint,item_key,split,numops,sample_id,example_id,from_arm,to_arm,from_pred_idx,to_pred_idx,from_correct,to_correct,gain_loss_state
VminusR,chck_80M,ambiref:0:128,ambiref,0,1624,156,repeat,view,2,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:129,ambiref,0,695,157,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:13,ambiref,0,593,16,repeat,view,2,3,False,False,both_wrong
VminusR,chck_80M,ambiref:0:130,ambiref,0,1814,158,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:131,ambiref,0,457,159,repeat,view,2,3,False,False,both_wrong
VminusR,chck_80M,ambiref:0:132,ambiref,0,1511,160,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:133,ambiref,0,551,161,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:134,ambiref,0,414,162,repeat,view,2,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:135,ambiref,0,2139,163,repeat,view,4,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:136,ambiref,0,978,164,repeat,view,3,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:137,ambiref,0,225,165,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:138,ambiref,0,2077,168,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:139,ambiref,0,384,170,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:14,ambiref,0,1169,17,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:140,ambiref,0,1805,171,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:141,ambiref,0,2070,172,repeat,view,3,3,False,False,both_wrong
VminusR,chck_80M,ambiref:0:142,ambiref,0,929,173,repeat,view,1,4,False,False,both_wrong
VminusR,chck_80M,ambiref:0:143,ambiref,0,122,174,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:144,ambiref,0,2210,176,repeat,view,0,2,True,False,loss
VminusR,chck_80M,ambiref:0:145,ambiref,0,1683,177,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:146,ambiref,0,414,178,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:147,ambiref,0,1077,179,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:148,ambiref,0,1643,180,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:149,ambiref,0,1944,181,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:15,ambiref,0,663,18,repeat,view,2,0,False,True,gain
VminusR,chck_80M,ambiref:0:150,ambiref,0,453,183,repeat,view,1,4,False,False,both_wrong
VminusR,chck_80M,ambiref:0:151,ambiref,0,1239,184,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:152,ambiref,0,762,186,repeat,view,4,4,False,False,both_wrong
VminusR,chck_80M,ambiref:0:153,ambiref,0,1307,187,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:154,ambiref,0,1357,188,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:155,ambiref,0,982,189,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:156,ambiref,0,798,190,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:157,ambiref,0,1165,191,repeat,view,4,4,False,False,both_wrong
VminusR,chck_80M,ambiref:0:158,ambiref,0,586,192,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:159,ambiref,0,730,193,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:16,ambiref,0,1095,19,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:160,ambiref,0,1650,194,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:161,ambiref,0,1920,196,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:162,ambiref,0,256,197,repeat,view,3,3,False,False,both_wrong
VminusR,chck_80M,ambiref:0:163,ambiref,0,779,198,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:164,ambiref,0,1555,199,repeat,view,2,0,False,True,gain
VminusR,chck_80M,ambiref:0:165,ambiref,0,2165,200,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:166,ambiref,0,1612,202,repeat,view,0,1,True,False,loss
VminusR,chck_80M,ambiref:0:167,ambiref,0,1511,203,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:168,ambiref,0,1169,204,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:169,ambiref,0,1920,205,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:17,ambiref,0,225,20,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:170,ambiref,0,1165,206,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:171,ambiref,0,298,207,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:172,ambiref,0,1612,208,repeat,view,0,1,True,False,loss
VminusR,chck_80M,ambiref:0:173,ambiref,0,414,209,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:174,ambiref,0,715,211,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:175,ambiref,0,1959,212,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:176,ambiref,0,1363,213,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:177,ambiref,0,1711,214,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:178,ambiref,0,551,215,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:179,ambiref,0,1303,216,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:18,ambiref,0,194,21,repeat,view,3,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:180,ambiref,0,1258,217,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:181,ambiref,0,2077,218,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:182,ambiref,0,477,219,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:183,ambiref,0,71,220,repeat,view,0,4,True,False,loss
VminusR,chck_80M,ambiref:0:184,ambiref,0,2099,221,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:185,ambiref,0,1683,222,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:186,ambiref,0,147,224,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:187,ambiref,0,453,226,repeat,view,3,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:188,ambiref,0,122,227,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:189,ambiref,0,2049,228,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:19,ambiref,0,1942,22,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:190,ambiref,0,1165,229,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:191,ambiref,0,1986,231,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:192,ambiref,0,1121,232,repeat,view,1,0,False,True,gain
VminusR,chck_80M,ambiref:0:193,ambiref,0,1805,233,repeat,view,0,4,True,False,loss
VminusR,chck_80M,ambiref:0:194,ambiref,0,1333,234,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:195,ambiref,0,477,235,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:196,ambiref,0,196,236,repeat,view,3,0,False,True,gain
VminusR,chck_80M,ambiref:0:197,ambiref,0,1333,238,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:198,ambiref,0,122,239,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:199,ambiref,0,336,240,repeat,view,2,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:2,ambiref,0,2139,2,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:20,ambiref,0,128,23,repeat,view,4,4,False,False,both_wrong
VminusR,chck_80M,ambiref:0:200,ambiref,0,766,241,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:201,ambiref,0,298,242,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:202,ambiref,0,1944,243,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:203,ambiref,0,1258,244,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:204,ambiref,0,122,245,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:205,ambiref,0,850,246,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:206,ambiref,0,1522,247,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:207,ambiref,0,414,248,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:208,ambiref,0,465,250,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:209,ambiref,0,1097,251,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:21,ambiref,0,702,24,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:210,ambiref,0,328,252,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:211,ambiref,0,1780,253,repeat,view,1,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:212,ambiref,0,1121,254,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:213,ambiref,0,850,255,repeat,view,0,4,True,False,loss
VminusR,chck_80M,ambiref:0:214,ambiref,0,1081,256,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:215,ambiref,0,168,257,repeat,view,3,0,False,True,gain
VminusR,chck_80M,ambiref:0:216,ambiref,0,1095,258,repeat,view,1,0,False,True,gain
VminusR,chck_80M,ambiref:0:217,ambiref,0,1624,259,repeat,view,1,0,False,True,gain
VminusR,chck_80M,ambiref:0:218,ambiref,0,1367,260,repeat,view,1,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:219,ambiref,0,2099,261,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:22,ambiref,0,2086,25,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:220,ambiref,0,2202,262,repeat,view,2,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:221,ambiref,0,1193,263,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:222,ambiref,0,53,264,repeat,view,1,0,False,True,gain
VminusR,chck_80M,ambiref:0:223,ambiref,0,1307,265,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:224,ambiref,0,635,266,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:225,ambiref,0,2077,268,repeat,view,2,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:226,ambiref,0,1711,269,repeat,view,4,4,False,False,both_wrong
VminusR,chck_80M,ambiref:0:227,ambiref,0,1814,270,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:228,ambiref,0,1737,271,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:229,ambiref,0,53,272,repeat,view,0,1,True,False,loss
VminusR,chck_80M,ambiref:0:23,ambiref,0,1780,26,repeat,view,1,0,False,True,gain
VminusR,chck_80M,ambiref:0:230,ambiref,0,1650,275,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:231,ambiref,0,71,276,repeat,view,0,2,True,False,loss
VminusR,chck_80M,ambiref:0:232,ambiref,0,1729,277,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:233,ambiref,0,1426,278,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:234,ambiref,0,978,279,repeat,view,2,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:235,ambiref,0,663,280,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:236,ambiref,0,858,281,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:237,ambiref,0,2169,282,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:238,ambiref,0,1185,283,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:239,ambiref,0,449,285,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:24,ambiref,0,969,27,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:240,ambiref,0,1207,286,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:241,ambiref,0,215,287,repeat,view,2,0,False,True,gain
VminusR,chck_80M,ambiref:0:242,ambiref,0,414,288,repeat,view,0,1,True,False,loss
VminusR,chck_80M,ambiref:0:243,ambiref,0,1132,289,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:244,ambiref,0,1792,290,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:245,ambiref,0,1644,291,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:246,ambiref,0,453,292,repeat,view,2,3,False,False,both_wrong
VminusR,chck_80M,ambiref:0:247,ambiref,0,695,293,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:248,ambiref,0,2070,295,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:249,ambiref,0,702,296,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:25,ambiref,0,2210,30,repeat,view,0,2,True,False,loss
VminusR,chck_80M,ambiref:0:250,ambiref,0,402,297,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:251,ambiref,0,472,298,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:252,ambiref,0,1879,299,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:253,ambiref,0,1886,300,repeat,view,0,1,True,False,loss
VminusR,chck_80M,ambiref:0:254,ambiref,0,215,301,repeat,view,3,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:255,ambiref,0,1426,302,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:256,ambiref,0,1650,303,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:257,ambiref,0,147,304,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:258,ambiref,0,1944,306,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:259,ambiref,0,1768,307,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:26,ambiref,0,1097,31,repeat,view,0,3,True,False,loss
VminusR,chck_80M,ambiref:0:260,ambiref,0,2010,309,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:261,ambiref,0,850,310,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:262,ambiref,0,715,311,repeat,view,4,4,False,False,both_wrong
VminusR,chck_80M,ambiref:0:263,ambiref,0,1729,312,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:264,ambiref,0,1683,313,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:265,ambiref,0,635,314,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:266,ambiref,0,832,315,repeat,view,3,3,False,False,both_wrong
VminusR,chck_80M,ambiref:0:267,ambiref,0,1577,316,repeat,view,4,0,False,True,gain
VminusR,chck_80M,ambiref:0:268,ambiref,0,1135,317,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:269,ambiref,0,1165,318,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:27,ambiref,0,1325,33,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:270,ambiref,0,1169,319,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:271,ambiref,0,449,320,repeat,view,1,0,False,True,gain
VminusR,chck_80M,ambiref:0:272,ambiref,0,978,321,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:273,ambiref,0,923,322,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:274,ambiref,0,850,323,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:275,ambiref,0,73,325,repeat,view,0,2,True,False,loss
VminusR,chck_80M,ambiref:0:276,ambiref,0,473,326,repeat,view,2,0,False,True,gain
VminusR,chck_80M,ambiref:0:277,ambiref,0,1490,327,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:278,ambiref,0,1979,328,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:279,ambiref,0,1628,331,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:28,ambiref,0,1080,34,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:280,ambiref,0,1986,332,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:281,ambiref,0,122,333,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:282,ambiref,0,328,334,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:283,ambiref,0,1095,335,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:284,ambiref,0,1410,336,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:285,ambiref,0,2029,337,repeat,view,4,0,False,True,gain
VminusR,chck_80M,ambiref:0:286,ambiref,0,33,338,repeat,view,3,3,False,False,both_wrong
VminusR,chck_80M,ambiref:0:287,ambiref,0,1894,339,repeat,view,0,4,True,False,loss
VminusR,chck_80M,ambiref:0:288,ambiref,0,1000,340,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:289,ambiref,0,2202,341,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:29,ambiref,0,472,35,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:290,ambiref,0,2196,342,repeat,view,0,1,True,False,loss
VminusR,chck_80M,ambiref:0:291,ambiref,0,2086,343,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:292,ambiref,0,472,344,repeat,view,3,3,False,False,both_wrong
VminusR,chck_80M,ambiref:0:293,ambiref,0,2049,345,repeat,view,0,3,True,False,loss
VminusR,chck_80M,ambiref:0:294,ambiref,0,212,346,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:295,ambiref,0,663,347,repeat,view,0,2,True,False,loss
VminusR,chck_80M,ambiref:0:296,ambiref,0,798,348,repeat,view,3,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:297,ambiref,0,593,349,repeat,view,4,0,False,True,gain
VminusR,chck_80M,ambiref:0:298,ambiref,0,1469,350,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:299,ambiref,0,371,351,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:3,ambiref,0,168,3,repeat,view,2,0,False,True,gain
VminusR,chck_80M,ambiref:0:30,ambiref,0,1080,36,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:300,ambiref,0,1135,352,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:301,ambiref,0,946,353,repeat,view,4,0,False,True,gain
VminusR,chck_80M,ambiref:0:302,ambiref,0,56,354,repeat,view,3,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:303,ambiref,0,132,355,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:304,ambiref,0,116,356,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:305,ambiref,0,453,357,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:306,ambiref,0,969,360,repeat,view,0,1,True,False,loss
VminusR,chck_80M,ambiref:0:307,ambiref,0,762,362,repeat,view,0,3,True,False,loss
VminusR,chck_80M,ambiref:0:308,ambiref,0,1612,363,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:309,ambiref,0,1737,364,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:31,ambiref,0,2077,39,repeat,view,3,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:310,ambiref,0,2055,365,repeat,view,0,2,True,False,loss
VminusR,chck_80M,ambiref:0:311,ambiref,0,295,366,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:312,ambiref,0,371,367,repeat,view,1,4,False,False,both_wrong
VminusR,chck_80M,ambiref:0:313,ambiref,0,1193,369,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:314,ambiref,0,401,370,repeat,view,0,4,True,False,loss
VminusR,chck_80M,ambiref:0:315,ambiref,0,1805,371,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:316,ambiref,0,2077,372,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:317,ambiref,0,1201,373,repeat,view,0,4,True,False,loss
VminusR,chck_80M,ambiref:0:318,ambiref,0,1987,374,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:319,ambiref,0,1944,375,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:32,ambiref,0,353,40,repeat,view,0,3,True,False,loss
VminusR,chck_80M,ambiref:0:320,ambiref,0,1367,376,repeat,view,2,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:321,ambiref,0,2053,377,repeat,view,2,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:322,ambiref,0,1920,378,repeat,view,0,4,True,False,loss
VminusR,chck_80M,ambiref:0:323,ambiref,0,498,380,repeat,view,1,4,False,False,both_wrong
VminusR,chck_80M,ambiref:0:324,ambiref,0,2139,381,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:325,ambiref,0,2196,382,repeat,view,0,1,True,False,loss
VminusR,chck_80M,ambiref:0:326,ambiref,0,328,383,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:327,ambiref,0,1650,384,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:328,ambiref,0,465,386,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:329,ambiref,0,1469,388,repeat,view,2,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:33,ambiref,0,1207,41,repeat,view,4,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:330,ambiref,0,1357,389,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:331,ambiref,0,401,390,repeat,view,1,3,False,False,both_wrong
VminusR,chck_80M,ambiref:0:332,ambiref,0,2099,391,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:333,ambiref,0,194,392,repeat,view,1,2,False,False,both_wrong
VminusR,chck_80M,ambiref:0:334,ambiref,0,2068,393,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:335,ambiref,0,1333,394,repeat,view,0,2,True,False,loss
VminusR,chck_80M,ambiref:0:336,ambiref,0,1879,396,repeat,view,4,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:337,ambiref,0,978,397,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:338,ambiref,0,1344,398,repeat,view,1,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:339,ambiref,0,872,399,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:34,ambiref,0,2049,43,repeat,view,1,0,False,True,gain
VminusR,chck_80M,ambiref:0:340,ambiref,0,1633,401,repeat,view,0,0,True,True,both_correct
VminusR,chck_80M,ambiref:0:341,ambiref,0,858,402,repeat,view,2,1,False,False,both_wrong
VminusR,chck_80M,ambiref:0:342,ambiref,0,1200,404,repeat,view,0,0,True,True,both_correct
