position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
72,3861,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.0008103025029413402,0.002008911920711398,1.6130565200001e-05,D_C_43122,D,C,43122,chck_80M
44,10571,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.00033476241515018046,3.586636739782989e-05,0.001483301748521626,D_C_43122,D,C,43122,chck_80M
44,10571,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.00032210402423515916,0.00013793157995678484,0.006939548533409834,D_C_43122,D,C,43122,chck_80M
66,1799,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.0361606702208519,0.060272540897130966,0.0009778672829270363,D_C_43122,D,C,43122,chck_80M
66,1799,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.009093351662158966,0.019394338130950928,0.00040968472603708506,D_C_43122,D,C,43122,chck_80M
66,644,T,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,3.837714757537469e-05,0.0011276581790298223,0.00319667998701334,D_C_43122,D,C,43122,chck_80M
66,644,U,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,6.488985673058778e-05,0.0003987105446867645,0.002040620893239975,D_C_43122,D,C,43122,chck_80M
93,572,T,6,"three task forces, that were created in the wake of the comprehensive assessment",572,31,32,29,61,61,0.8276176452636719,0.00039069377817213535,1.619618160475511e-06,D_C_43122,D,C,43122,chck_80M
93,572,U,6,"three task forces, that were created in the wake of the comprehensive assessment",572,31,32,29,61,61,0.007949681021273136,0.0028679484967142344,2.8097230824641883e-05,D_C_43122,D,C,43122,chck_80M
45,249,T,7,"the hubbard-rosa version of “on, wisconsin!” became the official state song on j",249,13,10,15,31,31,0.336373507976532,0.0003530137473717332,0.08119026571512222,D_C_43122,D,C,43122,chck_80M
45,249,U,7,"the hubbard-rosa version of “on, wisconsin!” became the official state song on j",249,13,10,15,31,31,0.001124809612520039,0.0002539979759603739,0.024750279262661934,D_C_43122,D,C,43122,chck_80M
26,6890,T,8,"this year alone, 12 deaths have been reported, according to a san jose state uni",6890,4,10,11,21,21,0.01371534913778305,0.002443936187773943,0.0009015333489514887,D_C_43122,D,C,43122,chck_80M
26,6890,U,8,"this year alone, 12 deaths have been reported, according to a san jose state uni",6890,4,10,11,21,21,0.0014441687380895019,0.0066121406853199005,0.0003310043248347938,D_C_43122,D,C,43122,chck_80M
55,5343,T,9,"in january 2003, epa released its national water quality trading policy, which l",5343,17,19,18,37,37,0.0004157025250606239,0.00019006097863893956,5.126944415678736e-07,D_C_43122,D,C,43122,chck_80M
55,5343,U,9,"in january 2003, epa released its national water quality trading policy, which l",5343,17,19,18,37,37,0.0046419408172369,0.011851645074784756,8.790298306848854e-05,D_C_43122,D,C,43122,chck_80M
60,954,T,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",954,3,19,23,56,56,0.09007827192544937,0.0001916680485010147,8.577182597946376e-06,D_C_43122,D,C,43122,chck_80M
60,954,U,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",954,3,19,23,56,56,0.00828698929399252,0.0014992215437814593,1.0254699191136751e-05,D_C_43122,D,C,43122,chck_80M
87,641,T,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",641,30,19,23,56,56,0.0009115210268646479,5.418546425062232e-05,0.0002449950552545488,D_C_43122,D,C,43122,chck_80M
87,641,U,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",641,30,19,23,56,56,0.009842823259532452,0.0007027537212707102,0.00226091081276536,D_C_43122,D,C,43122,chck_80M
42,249,T,11,"first, the methane created by the closed-loop system can supply between 10 and 1",249,5,16,19,36,36,0.017630185931921005,0.0006660945364274085,0.0005695947329513729,D_C_43122,D,C,43122,chck_80M
42,249,U,11,"first, the methane created by the closed-loop system can supply between 10 and 1",249,5,16,19,36,36,0.00867665745317936,0.001951474929228425,0.0015964950434863567,D_C_43122,D,C,43122,chck_80M
57,2282,T,11,"first, the methane created by the closed-loop system can supply between 10 and 1",2282,20,16,19,36,36,8.923839777708054e-05,3.82614707632456e-05,7.069913408486173e-05,D_C_43122,D,C,43122,chck_80M
57,2282,U,11,"first, the methane created by the closed-loop system can supply between 10 and 1",2282,20,16,19,36,36,0.0006470924708992243,0.00020804497762583196,5.7983950682682917e-05,D_C_43122,D,C,43122,chck_80M
49,1542,T,12,"at the beginning of the antarctic winter, from march to april, weather on king g",1542,15,17,17,33,33,0.0018911680672317743,0.00034865704947151244,0.0037967441603541374,D_C_43122,D,C,43122,chck_80M
49,1542,U,12,"at the beginning of the antarctic winter, from march to april, weather on king g",1542,15,17,17,33,33,0.0003800065896939486,0.009478304535150528,0.0186824481934309,D_C_43122,D,C,43122,chck_80M
37,3262,T,13,"this may at first sight seem an easy study area, but school result statistics sh",3262,0,23,19,36,36,0.018284346908330917,0.0010205290745943785,0.002249906538054347,D_C_43122,D,C,43122,chck_80M
37,3262,U,13,"this may at first sight seem an easy study area, but school result statistics sh",3262,0,23,19,36,36,0.0007248336914926767,0.0003170696145389229,2.150053478544578e-05,D_C_43122,D,C,43122,chck_80M
53,1172,T,13,"this may at first sight seem an easy study area, but school result statistics sh",1172,16,23,19,36,36,0.0001550133601995185,2.173467873944901e-05,0.018438825383782387,D_C_43122,D,C,43122,chck_80M
53,1172,U,13,"this may at first sight seem an easy study area, but school result statistics sh",1172,16,23,19,36,36,6.038482752046548e-05,4.897335202258546e-06,0.011672157794237137,D_C_43122,D,C,43122,chck_80M
50,249,T,14,"jane edwards, programme leader mental health, deakin university, australia jane ",249,8,23,16,41,41,1.4986058886279352e-05,3.6320516301202588e-06,1.3575895536632743e-05,D_C_43122,D,C,43122,chck_80M
50,249,U,14,"jane edwards, programme leader mental health, deakin university, australia jane ",249,8,23,16,41,41,0.0012806742452085018,0.00028767273761332035,0.0004662686260417104,D_C_43122,D,C,43122,chck_80M
55,3704,T,14,"jane edwards, programme leader mental health, deakin university, australia jane ",3704,13,23,16,41,41,0.031424589455127716,0.0015035863034427166,0.00014618369459640235,D_C_43122,D,C,43122,chck_80M
55,3704,U,14,"jane edwards, programme leader mental health, deakin university, australia jane ",3704,13,23,16,41,41,0.025818245485424995,0.0021273719612509012,0.0005211415700614452,D_C_43122,D,C,43122,chck_80M
47,5639,T,15,"behind the rustic log exteriors, however, a high-tech project is underway as mon",5639,0,32,24,46,46,1.7224365365109406e-05,1.5797390005900525e-05,0.047620657831430435,D_C_43122,D,C,43122,chck_80M
47,5639,U,15,"behind the rustic log exteriors, however, a high-tech project is underway as mon",5639,0,32,24,46,46,5.30591860297136e-05,4.6096516598481685e-05,0.023082077503204346,D_C_43122,D,C,43122,chck_80M
50,1123,T,16,"nicolaus seefeld, an archaeologist at the university of bonn in germany, stumble",1123,0,23,21,49,49,0.001487950561568141,0.0007021500496193767,0.0018835904775187373,D_C_43122,D,C,43122,chck_80M
50,1123,U,16,"nicolaus seefeld, an archaeologist at the university of bonn in germany, stumble",1123,0,23,21,49,49,0.0010889656841754913,0.13757364451885223,0.0014109810581430793,D_C_43122,D,C,43122,chck_80M
81,249,T,16,"nicolaus seefeld, an archaeologist at the university of bonn in germany, stumble",249,31,23,21,49,49,0.0004903472145088017,0.0001195067961816676,0.009095662273466587,D_C_43122,D,C,43122,chck_80M
81,249,U,16,"nicolaus seefeld, an archaeologist at the university of bonn in germany, stumble",249,31,23,21,49,49,0.008866026997566223,0.0057616205886006355,0.045475684106349945,D_C_43122,D,C,43122,chck_80M
55,249,T,17,a recent study conducted by the georgetown university medical center in washingt,249,10,26,20,44,44,0.6666704416275024,0.00035613783984445035,0.00044138982775621116,D_C_43122,D,C,43122,chck_80M
55,249,U,17,a recent study conducted by the georgetown university medical center in washingt,249,10,26,20,44,44,0.01357742864638567,0.011056715622544289,0.011047868989408016,D_C_43122,D,C,43122,chck_80M
81,4424,T,18,the author bases the book on her research and gardening at the 576-acre old worl,4424,24,30,23,56,56,0.1966739296913147,0.00034416746348142624,0.003311656881123781,D_C_43122,D,C,43122,chck_80M
81,4424,U,18,the author bases the book on her research and gardening at the 576-acre old worl,4424,24,30,23,56,56,0.0014137844555079937,0.0009837531251832843,0.00013688836770597845,D_C_43122,D,C,43122,chck_80M
80,249,T,19,president f.w. de klerk`s government passed a law a few months ago that took eff,249,9,39,35,70,70,0.0004389409441500902,8.242947660619393e-05,0.0025034896098077297,D_C_43122,D,C,43122,chck_80M
80,249,U,19,president f.w. de klerk`s government passed a law a few months ago that took eff,249,9,39,35,70,70,0.04841633513569832,0.010245608165860176,0.28026124835014343,D_C_43122,D,C,43122,chck_80M
99,249,T,19,president f.w. de klerk`s government passed a law a few months ago that took eff,249,28,39,35,70,70,0.012334583327174187,0.0003399320412427187,0.1596825122833252,D_C_43122,D,C,43122,chck_80M
99,249,U,19,president f.w. de klerk`s government passed a law a few months ago that took eff,249,28,39,35,70,70,0.0033849398605525494,0.0005675505381077528,0.002282474422827363,D_C_43122,D,C,43122,chck_80M
66,8827,T,20,"under the new law, which takes effect may 1, 2013, all sewage discharges, includ",8827,0,24,31,65,65,0.0051177735440433025,0.00042197672883048654,0.2658475339412689,D_C_43122,D,C,43122,chck_80M
66,8827,U,20,"under the new law, which takes effect may 1, 2013, all sewage discharges, includ",8827,0,24,31,65,65,0.00222600344568491,0.002182368654757738,0.0006432859809137881,D_C_43122,D,C,43122,chck_80M
100,15896,T,20,"under the new law, which takes effect may 1, 2013, all sewage discharges, includ",15896,34,24,31,65,65,0.003978558350354433,0.0006989979301579297,1.1769315278797876e-05,D_C_43122,D,C,43122,chck_80M
100,15896,U,20,"under the new law, which takes effect may 1, 2013, all sewage discharges, includ",15896,34,24,31,65,65,0.003763494547456503,0.001329648308455944,0.00015041888400446624,D_C_43122,D,C,43122,chck_80M
53,249,T,21,"the cell body or soma, can be known as the ""factory"" of the neuron this is becau",249,3,20,21,49,49,0.0060838451609015465,0.0006712215254083276,0.015948733314871788,D_C_43122,D,C,43122,chck_80M
53,249,U,21,"the cell body or soma, can be known as the ""factory"" of the neuron this is becau",249,3,20,21,49,49,0.00362622132524848,0.0005965636228211224,0.005777327343821526,D_C_43122,D,C,43122,chck_80M
74,6053,T,21,"the cell body or soma, can be known as the ""factory"" of the neuron this is becau",6053,24,20,21,49,49,0.001185593195259571,0.0015577016165480018,9.782745109987445e-06,D_C_43122,D,C,43122,chck_80M
74,6053,U,21,"the cell body or soma, can be known as the ""factory"" of the neuron this is becau",6053,24,20,21,49,49,0.0005360369104892015,0.0010411902330815792,2.3716316718491726e-05,D_C_43122,D,C,43122,chck_80M
57,3626,T,22,in january 1782 rutledge resigned the governorship and became a member of the lo,3626,15,21,16,41,41,0.0034056557342410088,0.00011737134627765045,0.0013712480431422591,D_C_43122,D,C,43122,chck_80M
57,3626,U,22,in january 1782 rutledge resigned the governorship and became a member of the lo,3626,15,21,16,41,41,0.0008449027081951499,0.00013883870269637555,0.00240534171462059,D_C_43122,D,C,43122,chck_80M
64,4930,T,22,in january 1782 rutledge resigned the governorship and became a member of the lo,4930,22,21,16,41,41,0.0025639571249485016,0.0020511974580585957,0.02098945342004299,D_C_43122,D,C,43122,chck_80M
64,4930,U,22,in january 1782 rutledge resigned the governorship and became a member of the lo,4930,22,21,16,41,41,0.000688004307448864,0.0011119649279862642,0.001803401974029839,D_C_43122,D,C,43122,chck_80M
41,1123,T,23,the defence system was formed gradually.archaeologists believed that the predece,1123,0,19,15,40,40,0.00017384716193191707,0.00044394988799467683,0.0004980121739208698,D_C_43122,D,C,43122,chck_80M
41,1123,U,23,the defence system was formed gradually.archaeologists believed that the predece,1123,0,19,15,40,40,0.00016403755580540746,0.0003433945821598172,0.003908082377165556,D_C_43122,D,C,43122,chck_80M
50,249,T,23,the defence system was formed gradually.archaeologists believed that the predece,249,9,19,15,40,40,0.001709505682811141,0.02668367139995098,0.007882813923060894,D_C_43122,D,C,43122,chck_80M
50,249,U,23,the defence system was formed gradually.archaeologists believed that the predece,249,9,19,15,40,40,0.0009348152671009302,0.004566540941596031,0.015619608573615551,D_C_43122,D,C,43122,chck_80M
102,381,T,25,"mahatma karamchand gandhi, born on october 2, 1869, in india was raised in a mer",381,37,30,25,64,64,0.030601391568779945,0.0005435087950900197,0.010055742226541042,D_C_43122,D,C,43122,chck_80M
102,381,U,25,"mahatma karamchand gandhi, born on october 2, 1869, in india was raised in a mer",381,37,30,25,64,64,0.04790657013654709,0.0008751467103138566,0.011668450199067593,D_C_43122,D,C,43122,chck_80M
77,3626,T,26,"on november 3, 1899, he became a member of the crew of the gunboat, uss helena, ",3626,12,23,25,64,64,0.0678841844201088,8.734020229894668e-05,0.10375416278839111,D_C_43122,D,C,43122,chck_80M
77,3626,U,26,"on november 3, 1899, he became a member of the crew of the gunboat, uss helena, ",3626,12,23,25,64,64,0.007116630673408508,0.0005772931035608053,0.14221806824207306,D_C_43122,D,C,43122,chck_80M
92,5824,T,26,"on november 3, 1899, he became a member of the crew of the gunboat, uss helena, ",5824,27,23,25,64,64,0.4078124165534973,0.0002676011645235121,0.01907743699848652,D_C_43122,D,C,43122,chck_80M
92,5824,U,26,"on november 3, 1899, he became a member of the crew of the gunboat, uss helena, ",5824,27,23,25,64,64,0.0007971810991875827,0.010316920466721058,0.00560124684125185,D_C_43122,D,C,43122,chck_80M
61,811,T,27,"unfortunately, the contagious period for chickenpox is 1 to 2 days before the ap",811,0,29,32,60,60,0.011539367958903313,0.00211839540861547,0.0012068659998476505,D_C_43122,D,C,43122,chck_80M
61,811,U,27,"unfortunately, the contagious period for chickenpox is 1 to 2 days before the ap",811,0,29,32,60,60,0.00014465092681348324,0.01496056281030178,0.00115685211494565,D_C_43122,D,C,43122,chck_80M
87,369,T,27,"unfortunately, the contagious period for chickenpox is 1 to 2 days before the ap",369,26,29,32,60,60,0.0021899756975471973,0.0064941649325191975,0.048952873796224594,D_C_43122,D,C,43122,chck_80M
87,369,U,27,"unfortunately, the contagious period for chickenpox is 1 to 2 days before the ap",369,26,29,32,60,60,0.0004625883011613041,0.002997404197230935,0.019320916384458542,D_C_43122,D,C,43122,chck_80M
61,684,T,28,"therefore, control and security are paramount. - your business is part of an ind",684,8,28,34,52,52,0.003634991589933634,0.00020246978965587914,0.0835801512002945,D_C_43122,D,C,43122,chck_80M
61,684,U,28,"therefore, control and security are paramount. - your business is part of an ind",684,8,28,34,52,52,0.0005434726481325924,8.604772301623598e-05,0.06392479687929153,D_C_43122,D,C,43122,chck_80M
82,15886,T,28,"therefore, control and security are paramount. - your business is part of an ind",15886,29,28,34,52,52,0.0034792718943208456,0.010381287895143032,3.2883064704947174e-05,D_C_43122,D,C,43122,chck_80M
82,15886,U,28,"therefore, control and security are paramount. - your business is part of an ind",15886,29,28,34,52,52,0.0006067748763598502,0.04273205250501633,2.4243656298494898e-05,D_C_43122,D,C,43122,chck_80M
68,3348,T,29,"the study, using molecular biological approaches and long-term alcohol feeding o",3348,2,34,31,65,65,0.0010940952925011516,0.00010324141476303339,0.3349802792072296,D_C_43122,D,C,43122,chck_80M
68,3348,U,29,"the study, using molecular biological approaches and long-term alcohol feeding o",3348,2,34,31,65,65,0.0016861485783010721,0.0011696903966367245,0.1755717545747757,D_C_43122,D,C,43122,chck_80M
94,8411,T,29,"the study, using molecular biological approaches and long-term alcohol feeding o",8411,28,34,31,65,65,0.1291322112083435,0.004570778924971819,1.8318853108212352e-05,D_C_43122,D,C,43122,chck_80M
94,8411,U,29,"the study, using molecular biological approaches and long-term alcohol feeding o",8411,28,34,31,65,65,0.034005749970674515,0.08250387012958527,0.00015223550144582987,D_C_43122,D,C,43122,chck_80M
30,5572,T,30,beneath the portrait is the year 1869 signifying the date the city was incorpora,5572,7,9,14,22,22,0.0010172033216804266,0.00043741901754401624,0.0003714627819135785,D_C_43122,D,C,43122,chck_80M
30,5572,U,30,beneath the portrait is the year 1869 signifying the date the city was incorpora,5572,7,9,14,22,22,7.409194950014353e-05,8.030801109271124e-05,0.00010589120938675478,D_C_43122,D,C,43122,chck_80M
38,378,T,30,beneath the portrait is the year 1869 signifying the date the city was incorpora,378,15,9,14,22,22,0.012359783053398132,0.003946907352656126,0.02121381275355816,D_C_43122,D,C,43122,chck_80M
38,378,U,30,beneath the portrait is the year 1869 signifying the date the city was incorpora,378,15,9,14,22,22,0.002943522296845913,0.016728466376662254,0.026936868205666542,D_C_43122,D,C,43122,chck_80M
43,3626,T,32,"1996 -the college became a part of the texas a&m system on september 1, 1996
on ",3626,13,6,16,29,29,0.42262956500053406,8.463025005767122e-05,0.21022240817546844,D_C_43122,D,C,43122,chck_80M
43,3626,U,32,"1996 -the college became a part of the texas a&m system on september 1, 1996
on ",3626,13,6,16,29,29,0.0009656746406108141,0.0009074726840481162,0.046262845396995544,D_C_43122,D,C,43122,chck_80M
26,1767,T,33,lightning may also be produced in snowstorms or in ash clouds created by volcani,1767,4,13,11,21,21,0.0071098036132752895,0.00021869594638701528,0.005201386753469706,D_C_43122,D,C,43122,chck_80M
26,1767,U,33,lightning may also be produced in snowstorms or in ash clouds created by volcani,1767,4,13,11,21,21,0.0005134521052241325,0.002968464745208621,0.000974933267571032,D_C_43122,D,C,43122,chck_80M
38,1554,T,35,nasa's mars program suffered deep cuts in president barack obama's proposed 2013,1554,9,17,17,28,28,0.0009327250299975276,0.0002339304774068296,1.413017525919713e-05,D_C_43122,D,C,43122,chck_80M
38,1554,U,35,nasa's mars program suffered deep cuts in president barack obama's proposed 2013,1554,9,17,17,28,28,0.0027595499996095896,0.00017698136798571795,2.2751757569494657e-05,D_C_43122,D,C,43122,chck_80M
27,2246,T,36,"in the mother country, one day in that same cold december a baby girl was born a",2246,1,14,7,25,25,0.014411252923309803,0.001328858663327992,0.0023689018562436104,D_C_43122,D,C,43122,chck_80M
27,2246,U,36,"in the mother country, one day in that same cold december a baby girl was born a",2246,1,14,7,25,25,0.001617962378077209,0.2582015097141266,0.02624572068452835,D_C_43122,D,C,43122,chck_80M
40,4709,T,37,"schlitz was born in mainz, germany where he received his education and also a fo",4709,13,14,14,26,26,0.027734899893403053,0.00019851817341987044,0.14237508177757263,D_C_43122,D,C,43122,chck_80M
40,4709,U,37,"schlitz was born in mainz, germany where he received his education and also a fo",4709,13,14,14,26,26,0.0013128896243870258,8.239378075813875e-05,0.05281653255224228,D_C_43122,D,C,43122,chck_80M
44,901,T,37,"schlitz was born in mainz, germany where he received his education and also a fo",901,17,14,14,26,26,0.0393218919634819,0.0015752245672047138,0.563869059085846,D_C_43122,D,C,43122,chck_80M
44,901,U,37,"schlitz was born in mainz, germany where he received his education and also a fo",901,17,14,14,26,26,0.00021753853070549667,0.0028524971567094326,0.08861154317855835,D_C_43122,D,C,43122,chck_80M
42,2313,T,38,the commonly encountered mold infections in organ transplant patients in the sta,2313,10,17,16,31,31,0.002885195193812251,3.255578121752478e-05,8.842184615787119e-05,D_C_43122,D,C,43122,chck_80M
42,2313,U,38,the commonly encountered mold infections in organ transplant patients in the sta,2313,10,17,16,31,31,0.002495197346433997,0.0004316549748182297,0.0006463690660893917,D_C_43122,D,C,43122,chck_80M
43,2368,T,38,the commonly encountered mold infections in organ transplant patients in the sta,2368,11,17,16,31,31,0.02807048335671425,0.0006760280230082572,0.003701209556311369,D_C_43122,D,C,43122,chck_80M
43,2368,U,38,the commonly encountered mold infections in organ transplant patients in the sta,2368,11,17,16,31,31,0.002108450513333082,0.023933039978146553,0.00023152104404289275,D_C_43122,D,C,43122,chck_80M
35,6840,T,40,"in march, rommel led an attack on the egyptian border, where a stalemate develop",6840,5,17,16,29,29,0.0958312451839447,0.0005211026291362941,0.09214276075363159,D_C_43122,D,C,43122,chck_80M
35,6840,U,40,"in march, rommel led an attack on the egyptian border, where a stalemate develop",6840,5,17,16,29,29,0.0011394815519452095,0.001935669919475913,0.056765299290418625,D_C_43122,D,C,43122,chck_80M
43,9506,T,40,"in march, rommel led an attack on the egyptian border, where a stalemate develop",9506,13,17,16,29,29,0.45634564757347107,0.00019823136972263455,0.009019392542541027,D_C_43122,D,C,43122,chck_80M
43,9506,U,40,"in march, rommel led an attack on the egyptian border, where a stalemate develop",9506,13,17,16,29,29,0.3275196850299835,0.003059832379221916,0.03303586691617966,D_C_43122,D,C,43122,chck_80M
35,249,T,41,the government of the country is called the devolved government in a constitutio,249,6,13,17,28,28,0.0013634511269629002,0.00014343165094032884,0.0007415585569106042,D_C_43122,D,C,43122,chck_80M
35,249,U,41,the government of the country is called the devolved government in a constitutio,249,6,13,17,28,28,0.0023124644067138433,0.00015746025019325316,0.0005868138396181166,D_C_43122,D,C,43122,chck_80M
45,8681,T,41,the government of the country is called the devolved government in a constitutio,8681,16,13,17,28,28,0.591914713382721,1.7865608242573217e-05,0.0016300528077408671,D_C_43122,D,C,43122,chck_80M
45,8681,U,41,the government of the country is called the devolved government in a constitutio,8681,16,13,17,28,28,0.1889028400182724,1.8330341845285147e-05,0.012448524124920368,D_C_43122,D,C,43122,chck_80M
29,552,T,42,experts say more than six million children with more than one disability are not,552,3,14,7,25,25,0.003425905015319586,0.00030913486261852086,0.14002762734889984,D_C_43122,D,C,43122,chck_80M
29,552,U,42,experts say more than six million children with more than one disability are not,552,3,14,7,25,25,0.00873689167201519,0.0003021550364792347,0.23765873908996582,D_C_43122,D,C,43122,chck_80M
38,4267,T,42,experts say more than six million children with more than one disability are not,4267,12,14,7,25,25,0.007250952068716288,0.002754583489149809,0.0005550414207391441,D_C_43122,D,C,43122,chck_80M
38,4267,U,42,experts say more than six million children with more than one disability are not,4267,12,14,7,25,25,0.0014515003422275186,0.0007740477449260652,0.000385131046641618,D_C_43122,D,C,43122,chck_80M
35,11915,T,43,carleton was a british military officer who served with distinction during the a,11915,7,19,15,27,27,0.28983816504478455,0.0014168635243549943,0.0006235435721464455,D_C_43122,D,C,43122,chck_80M
35,11915,U,43,carleton was a british military officer who served with distinction during the a,11915,7,19,15,27,27,0.019201725721359253,0.0027609437238425016,0.0003216643526684493,D_C_43122,D,C,43122,chck_80M
44,11906,T,43,carleton was a british military officer who served with distinction during the a,11906,16,19,15,27,27,0.016155844554305077,0.0004007616953458637,0.00548007944598794,D_C_43122,D,C,43122,chck_80M
44,11906,U,43,carleton was a british military officer who served with distinction during the a,11906,16,19,15,27,27,0.008243574760854244,0.0015473616076633334,6.554714491358027e-05,D_C_43122,D,C,43122,chck_80M
44,3085,T,44,a government report released then called for 2.7 million people in shantytowns t,3085,4,19,16,39,39,0.0005174031830392778,0.0027749878354370594,0.0004301149456296116,D_C_43122,D,C,43122,chck_80M
44,3085,U,44,a government report released then called for 2.7 million people in shantytowns t,3085,4,19,16,39,39,0.0002532161306589842,0.0016076888423413038,0.00030200849869288504,D_C_43122,D,C,43122,chck_80M
56,8271,T,44,a government report released then called for 2.7 million people in shantytowns t,8271,16,19,16,39,39,0.031572841107845306,0.0002471870102453977,0.006908021867275238,D_C_43122,D,C,43122,chck_80M
56,8271,U,44,a government report released then called for 2.7 million people in shantytowns t,8271,16,19,16,39,39,0.013893083669245243,0.0001303712633671239,0.004400441888719797,D_C_43122,D,C,43122,chck_80M
72,2863,T,45,this program was the result of two legislative measures: proposition 215 and sen,2863,28,14,18,43,43,0.0007645301520824432,0.0003182227665092796,0.0005010510212741792,D_C_43122,D,C,43122,chck_80M
72,2863,U,45,this program was the result of two legislative measures: proposition 215 and sen,2863,28,14,18,43,43,0.0008927647722885013,0.0002693851129151881,0.005052897613495588,D_C_43122,D,C,43122,chck_80M
31,3583,T,46,"as a result, the amount of money that she used for music classes in may was $120",3583,1,10,17,29,29,0.12098082154989243,0.004386811517179012,0.0315217562019825,D_C_43122,D,C,43122,chck_80M
31,3583,U,46,"as a result, the amount of money that she used for music classes in may was $120",3583,1,10,17,29,29,0.005880385637283325,0.005591904744505882,0.027749473229050636,D_C_43122,D,C,43122,chck_80M
40,1463,T,47,"this region includes eight states and two provinces, and is home to hundreds of ",1463,11,17,14,28,28,0.7441416382789612,2.865622991521377e-05,9.688107820693403e-05,D_C_43122,D,C,43122,chck_80M
40,1463,U,47,"this region includes eight states and two provinces, and is home to hundreds of ",1463,11,17,14,28,28,0.010818763636052608,0.00047776626888662577,0.0017809224082157016,D_C_43122,D,C,43122,chck_80M
41,15959,T,47,"this region includes eight states and two provinces, and is home to hundreds of ",15959,12,17,14,28,28,0.8012815713882446,0.00010523975652176887,0.0006248170975595713,D_C_43122,D,C,43122,chck_80M
