position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
50,3362,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.00043892397661693394,0.30790168046951294,0.003166894894093275,D_R_43222,D,R,43222,chck_80M
72,3861,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.10655589401721954,0.02774701453745365,3.093860505032353e-05,D_R_43222,D,R,43222,chck_80M
72,3861,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.00010778014257084578,0.0004985068226233125,2.8991125873290002e-06,D_R_43222,D,R,43222,chck_80M
44,10571,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.7934424877166748,0.0020253669936209917,2.725067679421045e-05,D_R_43222,D,R,43222,chck_80M
44,10571,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.006731595378369093,0.23488593101501465,0.0004026367387268692,D_R_43222,D,R,43222,chck_80M
66,1799,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.05284474790096283,0.0456572100520134,0.0001174506323877722,D_R_43222,D,R,43222,chck_80M
66,1799,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.014960779808461666,0.02635672688484192,0.00025488121900707483,D_R_43222,D,R,43222,chck_80M
66,644,T,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,0.00015146657824516296,0.005057355388998985,0.0034156558103859425,D_R_43222,D,R,43222,chck_80M
66,644,U,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,0.0002641796600073576,0.001543741556815803,0.0026471540331840515,D_R_43222,D,R,43222,chck_80M
93,572,T,6,"three task forces, that were created in the wake of the comprehensive assessment",572,31,32,29,61,61,0.06260301172733307,0.003522319719195366,5.884239726583473e-06,D_R_43222,D,R,43222,chck_80M
93,572,U,6,"three task forces, that were created in the wake of the comprehensive assessment",572,31,32,29,61,61,0.007278107572346926,0.004492737352848053,1.0158770237467252e-05,D_R_43222,D,R,43222,chck_80M
45,249,T,7,"the hubbard-rosa version of “on, wisconsin!” became the official state song on j",249,13,10,15,31,31,0.9312922358512878,5.7220138842239976e-05,0.005561333615332842,D_R_43222,D,R,43222,chck_80M
45,249,U,7,"the hubbard-rosa version of “on, wisconsin!” became the official state song on j",249,13,10,15,31,31,0.001055867993272841,0.0025967652909457684,0.6233798861503601,D_R_43222,D,R,43222,chck_80M
26,6890,T,8,"this year alone, 12 deaths have been reported, according to a san jose state uni",6890,4,10,11,21,21,0.009619215503334999,0.0008977332036010921,0.0007345622288994491,D_R_43222,D,R,43222,chck_80M
26,6890,U,8,"this year alone, 12 deaths have been reported, according to a san jose state uni",6890,4,10,11,21,21,0.004911623429507017,0.0018370045581832528,0.0001780612947186455,D_R_43222,D,R,43222,chck_80M
55,5343,T,9,"in january 2003, epa released its national water quality trading policy, which l",5343,17,19,18,37,37,0.004994201008230448,0.004391223192214966,0.00043037341674789786,D_R_43222,D,R,43222,chck_80M
55,5343,U,9,"in january 2003, epa released its national water quality trading policy, which l",5343,17,19,18,37,37,0.0055947089567780495,0.020696518942713737,0.000441902520833537,D_R_43222,D,R,43222,chck_80M
60,954,T,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",954,3,19,23,56,56,0.9076213240623474,0.00018531577370595187,3.152169028908247e-06,D_R_43222,D,R,43222,chck_80M
60,954,U,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",954,3,19,23,56,56,0.002836485393345356,0.0066590867936611176,2.9047812859062105e-05,D_R_43222,D,R,43222,chck_80M
87,641,T,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",641,30,19,23,56,56,0.0003285490092821419,6.337057129712775e-05,0.00012423450243659317,D_R_43222,D,R,43222,chck_80M
87,641,U,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",641,30,19,23,56,56,0.01351828034967184,0.001472144154831767,0.000858527491800487,D_R_43222,D,R,43222,chck_80M
42,249,T,11,"first, the methane created by the closed-loop system can supply between 10 and 1",249,5,16,19,36,36,0.0016214631032198668,0.0004656195524148643,8.902993431547657e-05,D_R_43222,D,R,43222,chck_80M
42,249,U,11,"first, the methane created by the closed-loop system can supply between 10 and 1",249,5,16,19,36,36,0.007870973087847233,0.0016279927222058177,0.0009541078470647335,D_R_43222,D,R,43222,chck_80M
57,2282,T,11,"first, the methane created by the closed-loop system can supply between 10 and 1",2282,20,16,19,36,36,6.598204436158994e-06,6.250736987567507e-06,2.874996198443114e-06,D_R_43222,D,R,43222,chck_80M
57,2282,U,11,"first, the methane created by the closed-loop system can supply between 10 and 1",2282,20,16,19,36,36,0.0017273362027481198,0.0014142212457954884,9.41193284234032e-05,D_R_43222,D,R,43222,chck_80M
49,1542,T,12,"at the beginning of the antarctic winter, from march to april, weather on king g",1542,15,17,17,33,33,3.0881332349963486e-05,0.001903691329061985,0.006581591907888651,D_R_43222,D,R,43222,chck_80M
49,1542,U,12,"at the beginning of the antarctic winter, from march to april, weather on king g",1542,15,17,17,33,33,0.00019377892022021115,0.008716571144759655,0.09434745460748672,D_R_43222,D,R,43222,chck_80M
37,3262,T,13,"this may at first sight seem an easy study area, but school result statistics sh",3262,0,23,19,36,36,0.5581530928611755,0.0019291203934699297,0.00789513811469078,D_R_43222,D,R,43222,chck_80M
37,3262,U,13,"this may at first sight seem an easy study area, but school result statistics sh",3262,0,23,19,36,36,0.00048535794485360384,0.00010707054752856493,0.0007020923658274114,D_R_43222,D,R,43222,chck_80M
53,1172,T,13,"this may at first sight seem an easy study area, but school result statistics sh",1172,16,23,19,36,36,0.0007353807450272143,1.7566497263032943e-05,0.01608443446457386,D_R_43222,D,R,43222,chck_80M
53,1172,U,13,"this may at first sight seem an easy study area, but school result statistics sh",1172,16,23,19,36,36,0.0002077637182082981,7.344128334807465e-06,0.018179841339588165,D_R_43222,D,R,43222,chck_80M
50,249,T,14,"jane edwards, programme leader mental health, deakin university, australia jane ",249,8,23,16,41,41,5.0813461712095886e-05,4.345566139818402e-06,8.580073335906491e-05,D_R_43222,D,R,43222,chck_80M
50,249,U,14,"jane edwards, programme leader mental health, deakin university, australia jane ",249,8,23,16,41,41,0.0038432024884968996,0.00015064101899042726,0.0015261470107361674,D_R_43222,D,R,43222,chck_80M
55,3704,T,14,"jane edwards, programme leader mental health, deakin university, australia jane ",3704,13,23,16,41,41,0.010803375393152237,0.006165142171084881,6.930866948096082e-05,D_R_43222,D,R,43222,chck_80M
55,3704,U,14,"jane edwards, programme leader mental health, deakin university, australia jane ",3704,13,23,16,41,41,0.008697902783751488,0.009030922316014767,0.00020605299505405128,D_R_43222,D,R,43222,chck_80M
47,5639,T,15,"behind the rustic log exteriors, however, a high-tech project is underway as mon",5639,0,32,24,46,46,0.00041903587407432497,0.00016963121015578508,2.0151523131062277e-05,D_R_43222,D,R,43222,chck_80M
47,5639,U,15,"behind the rustic log exteriors, however, a high-tech project is underway as mon",5639,0,32,24,46,46,0.0001828630338422954,0.0002463932032696903,0.01078652124851942,D_R_43222,D,R,43222,chck_80M
50,1123,T,16,"nicolaus seefeld, an archaeologist at the university of bonn in germany, stumble",1123,0,23,21,49,49,0.0017750031547620893,0.0005950128543190658,0.0002673561975825578,D_R_43222,D,R,43222,chck_80M
50,1123,U,16,"nicolaus seefeld, an archaeologist at the university of bonn in germany, stumble",1123,0,23,21,49,49,0.0018804811406880617,0.005521620623767376,0.002289402298629284,D_R_43222,D,R,43222,chck_80M
81,249,T,16,"nicolaus seefeld, an archaeologist at the university of bonn in germany, stumble",249,31,23,21,49,49,0.000433875247836113,8.34920210763812e-05,0.0009609533590264618,D_R_43222,D,R,43222,chck_80M
81,249,U,16,"nicolaus seefeld, an archaeologist at the university of bonn in germany, stumble",249,31,23,21,49,49,0.00540495291352272,0.0007580863311886787,0.01355691533535719,D_R_43222,D,R,43222,chck_80M
55,249,T,17,a recent study conducted by the georgetown university medical center in washingt,249,10,26,20,44,44,0.9137803316116333,6.682898674625903e-05,4.905640162178315e-05,D_R_43222,D,R,43222,chck_80M
55,249,U,17,a recent study conducted by the georgetown university medical center in washingt,249,10,26,20,44,44,0.06748127937316895,0.004661697894334793,0.0007366143399849534,D_R_43222,D,R,43222,chck_80M
81,4424,T,18,the author bases the book on her research and gardening at the 576-acre old worl,4424,24,30,23,56,56,0.7104706764221191,2.7490030333865434e-05,9.268320718547329e-05,D_R_43222,D,R,43222,chck_80M
81,4424,U,18,the author bases the book on her research and gardening at the 576-acre old worl,4424,24,30,23,56,56,0.0030263422522693872,0.0003329960454721004,4.3018448195653036e-05,D_R_43222,D,R,43222,chck_80M
80,249,T,19,president f.w. de klerk`s government passed a law a few months ago that took eff,249,9,39,35,70,70,3.616062895162031e-05,2.9898652428528294e-05,0.00026359051116742194,D_R_43222,D,R,43222,chck_80M
80,249,U,19,president f.w. de klerk`s government passed a law a few months ago that took eff,249,9,39,35,70,70,0.011823462322354317,0.0011785071110352874,0.04300759732723236,D_R_43222,D,R,43222,chck_80M
99,249,T,19,president f.w. de klerk`s government passed a law a few months ago that took eff,249,28,39,35,70,70,0.0014663522597402334,0.000510104582644999,0.10973894596099854,D_R_43222,D,R,43222,chck_80M
99,249,U,19,president f.w. de klerk`s government passed a law a few months ago that took eff,249,28,39,35,70,70,0.0021524156909435987,0.0004910695133730769,0.005091681610792875,D_R_43222,D,R,43222,chck_80M
66,8827,T,20,"under the new law, which takes effect may 1, 2013, all sewage discharges, includ",8827,0,24,31,65,65,0.16890178620815277,0.0018364497227594256,0.043793536722660065,D_R_43222,D,R,43222,chck_80M
66,8827,U,20,"under the new law, which takes effect may 1, 2013, all sewage discharges, includ",8827,0,24,31,65,65,0.0062225572764873505,0.003521275706589222,0.00035034355823881924,D_R_43222,D,R,43222,chck_80M
100,15896,T,20,"under the new law, which takes effect may 1, 2013, all sewage discharges, includ",15896,34,24,31,65,65,0.038624320179224014,0.001423921319656074,0.00020935134671162814,D_R_43222,D,R,43222,chck_80M
100,15896,U,20,"under the new law, which takes effect may 1, 2013, all sewage discharges, includ",15896,34,24,31,65,65,0.005688850302249193,0.002419024473056197,0.00016563694225624204,D_R_43222,D,R,43222,chck_80M
53,249,T,21,"the cell body or soma, can be known as the ""factory"" of the neuron this is becau",249,3,20,21,49,49,0.017361968755722046,0.0017954693175852299,0.001960915978997946,D_R_43222,D,R,43222,chck_80M
53,249,U,21,"the cell body or soma, can be known as the ""factory"" of the neuron this is becau",249,3,20,21,49,49,0.038791950792074203,0.0015915813855826855,0.0021046018227934837,D_R_43222,D,R,43222,chck_80M
74,6053,T,21,"the cell body or soma, can be known as the ""factory"" of the neuron this is becau",6053,24,20,21,49,49,0.0006307667354121804,0.00016524200327694416,2.3447481112270907e-07,D_R_43222,D,R,43222,chck_80M
74,6053,U,21,"the cell body or soma, can be known as the ""factory"" of the neuron this is becau",6053,24,20,21,49,49,0.0009866319596767426,0.00043945322977378964,2.310073114131228e-06,D_R_43222,D,R,43222,chck_80M
57,3626,T,22,in january 1782 rutledge resigned the governorship and became a member of the lo,3626,15,21,16,41,41,0.0002553266240283847,3.843694139504805e-05,0.0016744994791224599,D_R_43222,D,R,43222,chck_80M
57,3626,U,22,in january 1782 rutledge resigned the governorship and became a member of the lo,3626,15,21,16,41,41,0.0021850597113370895,0.00036723166704177856,0.005041325930505991,D_R_43222,D,R,43222,chck_80M
64,4930,T,22,in january 1782 rutledge resigned the governorship and became a member of the lo,4930,22,21,16,41,41,0.0009274646872654557,0.00011361058568581939,0.005642953794449568,D_R_43222,D,R,43222,chck_80M
64,4930,U,22,in january 1782 rutledge resigned the governorship and became a member of the lo,4930,22,21,16,41,41,0.0006346554146148264,0.0002672580012585968,0.0032183111179620028,D_R_43222,D,R,43222,chck_80M
41,1123,T,23,the defence system was formed gradually.archaeologists believed that the predece,1123,0,19,15,40,40,0.001813956187106669,0.000211732171010226,7.686702883802354e-05,D_R_43222,D,R,43222,chck_80M
41,1123,U,23,the defence system was formed gradually.archaeologists believed that the predece,1123,0,19,15,40,40,0.00015877607802394778,0.0017748670652508736,0.00029709399677813053,D_R_43222,D,R,43222,chck_80M
50,249,T,23,the defence system was formed gradually.archaeologists believed that the predece,249,9,19,15,40,40,0.0003988069365732372,0.006062558386474848,0.00625608628615737,D_R_43222,D,R,43222,chck_80M
50,249,U,23,the defence system was formed gradually.archaeologists believed that the predece,249,9,19,15,40,40,0.0006243216921575367,0.002095946576446295,0.008267855271697044,D_R_43222,D,R,43222,chck_80M
102,381,T,25,"mahatma karamchand gandhi, born on october 2, 1869, in india was raised in a mer",381,37,30,25,64,64,0.0282474085688591,0.000306411471683532,0.010570080950856209,D_R_43222,D,R,43222,chck_80M
102,381,U,25,"mahatma karamchand gandhi, born on october 2, 1869, in india was raised in a mer",381,37,30,25,64,64,0.017702609300613403,0.00047402139171026647,0.006212038453668356,D_R_43222,D,R,43222,chck_80M
77,3626,T,26,"on november 3, 1899, he became a member of the crew of the gunboat, uss helena, ",3626,12,23,25,64,64,0.12596367299556732,0.00014574395027011633,0.2791246771812439,D_R_43222,D,R,43222,chck_80M
77,3626,U,26,"on november 3, 1899, he became a member of the crew of the gunboat, uss helena, ",3626,12,23,25,64,64,0.010477372445166111,0.00421727541834116,0.3379327058792114,D_R_43222,D,R,43222,chck_80M
92,5824,T,26,"on november 3, 1899, he became a member of the crew of the gunboat, uss helena, ",5824,27,23,25,64,64,0.009587807580828667,0.0020986467134207487,0.047257594764232635,D_R_43222,D,R,43222,chck_80M
92,5824,U,26,"on november 3, 1899, he became a member of the crew of the gunboat, uss helena, ",5824,27,23,25,64,64,0.0003721308312378824,0.010941971093416214,0.0080536138266325,D_R_43222,D,R,43222,chck_80M
61,811,T,27,"unfortunately, the contagious period for chickenpox is 1 to 2 days before the ap",811,0,29,32,60,60,0.010895856656134129,0.006816845387220383,0.00033000478288158774,D_R_43222,D,R,43222,chck_80M
61,811,U,27,"unfortunately, the contagious period for chickenpox is 1 to 2 days before the ap",811,0,29,32,60,60,7.602029654663056e-05,0.040507834404706955,0.005697833374142647,D_R_43222,D,R,43222,chck_80M
87,369,T,27,"unfortunately, the contagious period for chickenpox is 1 to 2 days before the ap",369,26,29,32,60,60,0.0037504148203879595,0.001544032827951014,0.051621899008750916,D_R_43222,D,R,43222,chck_80M
87,369,U,27,"unfortunately, the contagious period for chickenpox is 1 to 2 days before the ap",369,26,29,32,60,60,0.0005086343153379858,0.020428024232387543,0.01187157817184925,D_R_43222,D,R,43222,chck_80M
61,684,T,28,"therefore, control and security are paramount. - your business is part of an ind",684,8,28,34,52,52,0.0032127932645380497,0.00047410884872078896,0.019737161695957184,D_R_43222,D,R,43222,chck_80M
61,684,U,28,"therefore, control and security are paramount. - your business is part of an ind",684,8,28,34,52,52,0.001676266547292471,0.00023521206458099186,0.04677663743495941,D_R_43222,D,R,43222,chck_80M
82,15886,T,28,"therefore, control and security are paramount. - your business is part of an ind",15886,29,28,34,52,52,0.18359261751174927,0.002682286314666271,3.0250006602727808e-05,D_R_43222,D,R,43222,chck_80M
82,15886,U,28,"therefore, control and security are paramount. - your business is part of an ind",15886,29,28,34,52,52,0.0026429099962115288,0.017482738941907883,0.00010684113658498973,D_R_43222,D,R,43222,chck_80M
68,3348,T,29,"the study, using molecular biological approaches and long-term alcohol feeding o",3348,2,34,31,65,65,0.0008517524693161249,0.00019981994410045445,0.1092023029923439,D_R_43222,D,R,43222,chck_80M
68,3348,U,29,"the study, using molecular biological approaches and long-term alcohol feeding o",3348,2,34,31,65,65,0.0009511138196103275,0.0007779817096889019,0.21876844763755798,D_R_43222,D,R,43222,chck_80M
94,8411,T,29,"the study, using molecular biological approaches and long-term alcohol feeding o",8411,28,34,31,65,65,0.2951362729072571,0.009359198622405529,3.2508243748452514e-05,D_R_43222,D,R,43222,chck_80M
94,8411,U,29,"the study, using molecular biological approaches and long-term alcohol feeding o",8411,28,34,31,65,65,0.05003775656223297,0.04840293526649475,0.00022559374338015914,D_R_43222,D,R,43222,chck_80M
30,5572,T,30,beneath the portrait is the year 1869 signifying the date the city was incorpora,5572,7,9,14,22,22,0.01730475202202797,0.00028235354693606496,0.0001343245239695534,D_R_43222,D,R,43222,chck_80M
30,5572,U,30,beneath the portrait is the year 1869 signifying the date the city was incorpora,5572,7,9,14,22,22,6.999067409196869e-05,0.0031583202071487904,0.0002931589842773974,D_R_43222,D,R,43222,chck_80M
38,378,T,30,beneath the portrait is the year 1869 signifying the date the city was incorpora,378,15,9,14,22,22,0.010404504835605621,0.003187036607414484,0.022608527913689613,D_R_43222,D,R,43222,chck_80M
38,378,U,30,beneath the portrait is the year 1869 signifying the date the city was incorpora,378,15,9,14,22,22,0.0026814700104296207,0.07085827738046646,0.028621559962630272,D_R_43222,D,R,43222,chck_80M
43,3626,T,32,"1996 -the college became a part of the texas a&m system on september 1, 1996
on ",3626,13,6,16,29,29,0.11457029730081558,0.00010321570880478248,0.15065978467464447,D_R_43222,D,R,43222,chck_80M
43,3626,U,32,"1996 -the college became a part of the texas a&m system on september 1, 1996
on ",3626,13,6,16,29,29,0.002166365273296833,0.0003327812300994992,0.10814505070447922,D_R_43222,D,R,43222,chck_80M
26,1767,T,33,lightning may also be produced in snowstorms or in ash clouds created by volcani,1767,4,13,11,21,21,0.14518651366233826,0.0001521178346592933,0.005107297096401453,D_R_43222,D,R,43222,chck_80M
26,1767,U,33,lightning may also be produced in snowstorms or in ash clouds created by volcani,1767,4,13,11,21,21,0.0007616032380610704,0.009205779992043972,0.0003197467012796551,D_R_43222,D,R,43222,chck_80M
38,1554,T,35,nasa's mars program suffered deep cuts in president barack obama's proposed 2013,1554,9,17,17,28,28,0.02713720127940178,0.002132879802957177,8.511693886248395e-05,D_R_43222,D,R,43222,chck_80M
38,1554,U,35,nasa's mars program suffered deep cuts in president barack obama's proposed 2013,1554,9,17,17,28,28,0.0033874663058668375,0.001020591240376234,1.7901127648656256e-05,D_R_43222,D,R,43222,chck_80M
27,2246,T,36,"in the mother country, one day in that same cold december a baby girl was born a",2246,1,14,7,25,25,0.01631271280348301,0.008157097734510899,0.0009887389605864882,D_R_43222,D,R,43222,chck_80M
27,2246,U,36,"in the mother country, one day in that same cold december a baby girl was born a",2246,1,14,7,25,25,0.0037205051630735397,0.08146150410175323,0.03702124208211899,D_R_43222,D,R,43222,chck_80M
40,4709,T,37,"schlitz was born in mainz, germany where he received his education and also a fo",4709,13,14,14,26,26,0.012566575780510902,0.0003691745805554092,0.026550915092229843,D_R_43222,D,R,43222,chck_80M
40,4709,U,37,"schlitz was born in mainz, germany where he received his education and also a fo",4709,13,14,14,26,26,0.00103573442902416,3.310618194518611e-05,0.010089828632771969,D_R_43222,D,R,43222,chck_80M
44,901,T,37,"schlitz was born in mainz, germany where he received his education and also a fo",901,17,14,14,26,26,0.8189386129379272,0.0021910013165324926,0.09270333498716354,D_R_43222,D,R,43222,chck_80M
44,901,U,37,"schlitz was born in mainz, germany where he received his education and also a fo",901,17,14,14,26,26,0.001592925051227212,0.035375043749809265,0.0915549248456955,D_R_43222,D,R,43222,chck_80M
42,2313,T,38,the commonly encountered mold infections in organ transplant patients in the sta,2313,10,17,16,31,31,0.00443760771304369,0.002072964096441865,0.00043576251482591033,D_R_43222,D,R,43222,chck_80M
42,2313,U,38,the commonly encountered mold infections in organ transplant patients in the sta,2313,10,17,16,31,31,0.0015682573430240154,0.00032612145878374577,0.0016101617366075516,D_R_43222,D,R,43222,chck_80M
43,2368,T,38,the commonly encountered mold infections in organ transplant patients in the sta,2368,11,17,16,31,31,0.19686804711818695,0.009175056591629982,0.002026401227340102,D_R_43222,D,R,43222,chck_80M
43,2368,U,38,the commonly encountered mold infections in organ transplant patients in the sta,2368,11,17,16,31,31,0.00479345815256238,0.03456898406147957,0.004042352549731731,D_R_43222,D,R,43222,chck_80M
35,6840,T,40,"in march, rommel led an attack on the egyptian border, where a stalemate develop",6840,5,17,16,29,29,0.025862153619527817,0.00035030904109589756,0.17048369348049164,D_R_43222,D,R,43222,chck_80M
35,6840,U,40,"in march, rommel led an attack on the egyptian border, where a stalemate develop",6840,5,17,16,29,29,0.0032352448906749487,0.0009195312741212547,0.025622408837080002,D_R_43222,D,R,43222,chck_80M
43,9506,T,40,"in march, rommel led an attack on the egyptian border, where a stalemate develop",9506,13,17,16,29,29,0.4139987826347351,0.00027607710217125714,0.0064244051463902,D_R_43222,D,R,43222,chck_80M
43,9506,U,40,"in march, rommel led an attack on the egyptian border, where a stalemate develop",9506,13,17,16,29,29,0.07048474252223969,0.010515035130083561,0.060111623257398605,D_R_43222,D,R,43222,chck_80M
35,249,T,41,the government of the country is called the devolved government in a constitutio,249,6,13,17,28,28,0.004621830303221941,0.0013743776362389326,0.0018882350996136665,D_R_43222,D,R,43222,chck_80M
35,249,U,41,the government of the country is called the devolved government in a constitutio,249,6,13,17,28,28,0.0024004934821277857,0.0013167457655072212,0.002206475706771016,D_R_43222,D,R,43222,chck_80M
45,8681,T,41,the government of the country is called the devolved government in a constitutio,8681,16,13,17,28,28,0.0998898297548294,8.875338244251907e-05,0.010185906663537025,D_R_43222,D,R,43222,chck_80M
45,8681,U,41,the government of the country is called the devolved government in a constitutio,8681,16,13,17,28,28,0.08950615674257278,5.377535489969887e-05,0.0016912794671952724,D_R_43222,D,R,43222,chck_80M
29,552,T,42,experts say more than six million children with more than one disability are not,552,3,14,7,25,25,0.0013649507891386747,9.873919771052897e-05,0.018347544595599174,D_R_43222,D,R,43222,chck_80M
29,552,U,42,experts say more than six million children with more than one disability are not,552,3,14,7,25,25,0.016675850376486778,0.00017700056196190417,0.029399393126368523,D_R_43222,D,R,43222,chck_80M
38,4267,T,42,experts say more than six million children with more than one disability are not,4267,12,14,7,25,25,0.0015536939026787877,0.00034828338539227843,4.351978532213252e-06,D_R_43222,D,R,43222,chck_80M
38,4267,U,42,experts say more than six million children with more than one disability are not,4267,12,14,7,25,25,0.0011929136235266924,0.00022058597824070603,7.998954060894903e-06,D_R_43222,D,R,43222,chck_80M
35,11915,T,43,carleton was a british military officer who served with distinction during the a,11915,7,19,15,27,27,0.009861787781119347,0.0015109603991732001,0.000631456496194005,D_R_43222,D,R,43222,chck_80M
35,11915,U,43,carleton was a british military officer who served with distinction during the a,11915,7,19,15,27,27,0.005924555007368326,0.0007843818748369813,0.00020803025108762085,D_R_43222,D,R,43222,chck_80M
44,11906,T,43,carleton was a british military officer who served with distinction during the a,11906,16,19,15,27,27,0.005968990735709667,4.201503543299623e-05,0.007731537334620953,D_R_43222,D,R,43222,chck_80M
44,11906,U,43,carleton was a british military officer who served with distinction during the a,11906,16,19,15,27,27,0.00503306882455945,8.237448491854593e-05,0.0007434395374730229,D_R_43222,D,R,43222,chck_80M
44,3085,T,44,a government report released then called for 2.7 million people in shantytowns t,3085,4,19,16,39,39,0.00015434573288075626,0.0015187290264293551,3.0572624382330105e-05,D_R_43222,D,R,43222,chck_80M
44,3085,U,44,a government report released then called for 2.7 million people in shantytowns t,3085,4,19,16,39,39,6.870932702440768e-05,0.0002343624655622989,5.607179627986625e-05,D_R_43222,D,R,43222,chck_80M
56,8271,T,44,a government report released then called for 2.7 million people in shantytowns t,8271,16,19,16,39,39,0.0032133241184055805,5.1009541493840516e-05,0.0021175099536776543,D_R_43222,D,R,43222,chck_80M
56,8271,U,44,a government report released then called for 2.7 million people in shantytowns t,8271,16,19,16,39,39,0.016241805627942085,2.840658271452412e-05,0.010808497667312622,D_R_43222,D,R,43222,chck_80M
72,2863,T,45,this program was the result of two legislative measures: proposition 215 and sen,2863,28,14,18,43,43,0.016812248155474663,0.0007802912732586265,0.0003119393950328231,D_R_43222,D,R,43222,chck_80M
72,2863,U,45,this program was the result of two legislative measures: proposition 215 and sen,2863,28,14,18,43,43,0.0005901555996388197,0.00020979571854695678,0.0009360737749375403,D_R_43222,D,R,43222,chck_80M
31,3583,T,46,"as a result, the amount of money that she used for music classes in may was $120",3583,1,10,17,29,29,0.011311903595924377,0.007220001891255379,0.10309965908527374,D_R_43222,D,R,43222,chck_80M
31,3583,U,46,"as a result, the amount of money that she used for music classes in may was $120",3583,1,10,17,29,29,0.007490217685699463,0.019237736240029335,0.19634313881397247,D_R_43222,D,R,43222,chck_80M
40,1463,T,47,"this region includes eight states and two provinces, and is home to hundreds of ",1463,11,17,14,28,28,0.20708930492401123,0.0001881523639895022,5.652485924656503e-05,D_R_43222,D,R,43222,chck_80M
40,1463,U,47,"this region includes eight states and two provinces, and is home to hundreds of ",1463,11,17,14,28,28,0.14150886237621307,0.0005945191369391978,0.000101135803561192,D_R_43222,D,R,43222,chck_80M
41,15959,T,47,"this region includes eight states and two provinces, and is home to hundreds of ",15959,12,17,14,28,28,0.4097699522972107,0.00011360200005583465,0.0006129408720880747,D_R_43222,D,R,43222,chck_80M
