model_key,id,split,kind,family,template_id,is_affected,correct,margin,answer,foil,error,arm,checkpoint
view:chck_80M,S199_eval_000025,eval_held_recomb,binding,cold_hot,held0,False,True,2.4107664227485657,hot,cold,,view,chck_80M
view:chck_80M,S199_eval_000026,eval_held_recomb,binding,cold_hot,held0,False,True,2.0782269835472107,hot,cold,,view,chck_80M
view:chck_80M,S199_eval_000027,eval_held_recomb,binding,cold_hot,held0,True,False,-2.2740870118141174,cold,hot,,view,chck_80M
view:chck_80M,S199_eval_000028,eval_held_recomb,binding,cold_hot,held1,True,False,-1.1104696393013,cold,hot,,view,chck_80M
view:chck_80M,S199_eval_000029,eval_held_recomb,binding,cold_hot,held1,False,True,1.2884869277477264,hot,cold,,view,chck_80M
view:chck_80M,S199_eval_000030,eval_held_recomb,binding,cold_hot,held1,False,True,1.1676762700080872,hot,cold,,view,chck_80M
view:chck_80M,S199_eval_000031,eval_held_recomb,binding,cold_hot,held1,True,False,-1.214154064655304,cold,hot,,view,chck_80M
view:chck_80M,S199_eval_000032,eval_held_recomb,binding,open_closed,held0,True,True,0.6065846681594849,open,closed,,view,chck_80M
view:chck_80M,S199_eval_000033,eval_held_recomb,binding,open_closed,held0,False,False,-0.6851407885551453,closed,open,,view,chck_80M
view:chck_80M,S199_eval_000034,eval_held_recomb,binding,open_closed,held0,False,False,-0.46361851692199707,closed,open,,view,chck_80M
view:chck_80M,S199_eval_000035,eval_held_recomb,binding,open_closed,held0,True,True,0.7800507247447968,open,closed,,view,chck_80M
view:chck_80M,S199_eval_000036,eval_held_recomb,binding,open_closed,held1,True,True,0.9008004665374756,open,closed,,view,chck_80M
view:chck_80M,S199_eval_000037,eval_held_recomb,binding,open_closed,held1,False,False,-1.0348197221755981,closed,open,,view,chck_80M
view:chck_80M,S199_eval_000038,eval_held_recomb,binding,open_closed,held1,False,False,-0.9419769048690796,closed,open,,view,chck_80M
view:chck_80M,S199_eval_000039,eval_held_recomb,binding,open_closed,held1,True,True,1.1406163573265076,open,closed,,view,chck_80M
view:chck_80M,S199_eval_000040,eval_held_recomb,binding,open_closed,held0,True,False,-1.2983547151088715,closed,open,,view,chck_80M
view:chck_80M,S199_eval_000041,eval_held_recomb,binding,open_closed,held0,False,True,1.2940303087234497,open,closed,,view,chck_80M
view:chck_80M,S199_eval_000042,eval_held_recomb,binding,open_closed,held0,False,True,1.4677577018737793,open,closed,,view,chck_80M
view:chck_80M,S199_eval_000043,eval_held_recomb,binding,open_closed,held0,True,False,-1.4002789556980133,closed,open,,view,chck_80M
view:chck_80M,S199_eval_000044,eval_held_recomb,binding,open_closed,held1,True,False,-1.006424367427826,closed,open,,view,chck_80M
view:chck_80M,S199_eval_000045,eval_held_recomb,binding,open_closed,held1,False,True,1.1109630465507507,open,closed,,view,chck_80M
view:chck_80M,S199_eval_000046,eval_held_recomb,binding,open_closed,held1,False,True,1.0805129408836365,open,closed,,view,chck_80M
view:chck_80M,S199_eval_000047,eval_held_recomb,binding,open_closed,held1,True,False,-1.192565232515335,closed,open,,view,chck_80M
view:chck_80M,S199_eval_000048,eval_held_recomb,binding,dark_lit,held0,True,False,-0.3736848831176758,lit,dark,,view,chck_80M
view:chck_80M,S199_eval_000049,eval_held_recomb,binding,dark_lit,held0,False,True,0.19950485229492188,dark,lit,,view,chck_80M
view:chck_80M,S199_eval_000050,eval_held_recomb,binding,dark_lit,held0,False,True,0.6591429710388184,dark,lit,,view,chck_80M
view:chck_80M,S199_eval_000051,eval_held_recomb,binding,dark_lit,held0,True,False,-0.22403669357299805,lit,dark,,view,chck_80M
view:chck_80M,S199_eval_000052,eval_held_recomb,binding,dark_lit,held1,True,True,0.6205723285675049,lit,dark,,view,chck_80M
view:chck_80M,S199_eval_000053,eval_held_recomb,binding,dark_lit,held1,False,False,-0.6281352043151855,dark,lit,,view,chck_80M
view:chck_80M,S199_eval_000054,eval_held_recomb,binding,dark_lit,held1,False,False,-0.591017484664917,dark,lit,,view,chck_80M
view:chck_80M,S199_eval_000055,eval_held_recomb,binding,dark_lit,held1,True,True,0.6453087329864502,lit,dark,,view,chck_80M
view:chck_80M,S199_eval_000056,eval_held_recomb,binding,dark_lit,held0,True,False,-2.0077019929885864,dark,lit,,view,chck_80M
view:chck_80M,S199_eval_000057,eval_held_recomb,binding,dark_lit,held0,False,True,1.8289793729782104,lit,dark,,view,chck_80M
view:chck_80M,S199_eval_000058,eval_held_recomb,binding,dark_lit,held0,False,True,2.4095263481140137,lit,dark,,view,chck_80M
view:chck_80M,S199_eval_000059,eval_held_recomb,binding,dark_lit,held0,True,False,-1.7262033224105835,dark,lit,,view,chck_80M
view:chck_80M,S199_eval_000060,eval_held_recomb,binding,dark_lit,held1,True,False,-1.018937587738037,dark,lit,,view,chck_80M
view:chck_80M,S199_eval_000061,eval_held_recomb,binding,dark_lit,held1,False,True,0.8965404033660889,lit,dark,,view,chck_80M
view:chck_80M,S199_eval_000062,eval_held_recomb,binding,dark_lit,held1,False,True,0.9618359804153442,lit,dark,,view,chck_80M
view:chck_80M,S199_eval_000063,eval_held_recomb,binding,dark_lit,held1,True,False,-0.8920822739601135,dark,lit,,view,chck_80M
view:chck_80M,S199_eval_000064,eval_held_recomb,binding,clean_dirty,held0,True,True,1.3975315988063812,clean,dirty,,view,chck_80M
view:chck_80M,S199_eval_000065,eval_held_recomb,binding,clean_dirty,held0,False,False,-1.2731660902500153,dirty,clean,,view,chck_80M
view:chck_80M,S199_eval_000066,eval_held_recomb,binding,clean_dirty,held0,False,False,-1.2960326671600342,dirty,clean,,view,chck_80M
view:chck_80M,S199_eval_000067,eval_held_recomb,binding,clean_dirty,held0,True,True,1.5141679644584656,clean,dirty,,view,chck_80M
view:chck_80M,S199_eval_000068,eval_held_recomb,binding,clean_dirty,held1,True,True,1.1497899293899536,clean,dirty,,view,chck_80M
view:chck_80M,S199_eval_000069,eval_held_recomb,binding,clean_dirty,held1,False,False,-1.1652355790138245,dirty,clean,,view,chck_80M
view:chck_80M,S199_eval_000070,eval_held_recomb,binding,clean_dirty,held1,False,False,-1.0394953489303589,dirty,clean,,view,chck_80M
view:chck_80M,S199_eval_000071,eval_held_recomb,binding,clean_dirty,held1,True,True,1.3207623958587646,clean,dirty,,view,chck_80M
view:chck_80M,S199_eval_000072,eval_held_recomb,binding,clean_dirty,held0,True,False,-2.7892584204673767,dirty,clean,,view,chck_80M
view:chck_80M,S199_eval_000073,eval_held_recomb,binding,clean_dirty,held0,False,True,2.7442091703414917,clean,dirty,,view,chck_80M
view:chck_80M,S199_eval_000074,eval_held_recomb,binding,clean_dirty,held0,False,True,2.6746733486652374,clean,dirty,,view,chck_80M
view:chck_80M,S199_eval_000075,eval_held_recomb,binding,clean_dirty,held0,True,False,-2.6354438960552216,dirty,clean,,view,chck_80M
view:chck_80M,S199_eval_000076,eval_held_recomb,binding,clean_dirty,held1,True,False,-1.828694462776184,dirty,clean,,view,chck_80M
view:chck_80M,S199_eval_000077,eval_held_recomb,binding,clean_dirty,held1,False,True,1.718428611755371,clean,dirty,,view,chck_80M
view:chck_80M,S199_eval_000078,eval_held_recomb,binding,clean_dirty,held1,False,True,1.8158547282218933,clean,dirty,,view,chck_80M
view:chck_80M,S199_eval_000079,eval_held_recomb,binding,clean_dirty,held1,True,False,-1.7306357622146606,dirty,clean,,view,chck_80M
view:chck_80M,S199_eval_000080,eval_held_recomb,binding,flat_inflated,held0,True,False,-2.7957051396369934,inflated,flat,,view,chck_80M
view:chck_80M,S199_eval_000081,eval_held_recomb,binding,flat_inflated,held0,False,True,2.619070753455162,flat,inflated,,view,chck_80M
view:chck_80M,S199_eval_000082,eval_held_recomb,binding,flat_inflated,held0,False,True,2.4503425657749176,flat,inflated,,view,chck_80M
view:chck_80M,S199_eval_000083,eval_held_recomb,binding,flat_inflated,held0,True,False,-1.9608719050884247,inflated,flat,,view,chck_80M
view:chck_80M,S199_eval_000084,eval_held_recomb,binding,flat_inflated,held1,True,False,-1.391375333070755,inflated,flat,,view,chck_80M
view:chck_80M,S199_eval_000085,eval_held_recomb,binding,flat_inflated,held1,False,True,1.3927872478961945,flat,inflated,,view,chck_80M
view:chck_80M,S199_eval_000086,eval_held_recomb,binding,flat_inflated,held1,False,True,1.4228119254112244,flat,inflated,,view,chck_80M
view:chck_80M,S199_eval_000087,eval_held_recomb,binding,flat_inflated,held1,True,False,-1.1295804679393768,inflated,flat,,view,chck_80M
view:chck_80M,S199_eval_000088,eval_held_recomb,binding,flat_inflated,held0,True,False,-1.005286693572998,flat,inflated,,view,chck_80M
view:chck_80M,S199_eval_000089,eval_held_recomb,binding,flat_inflated,held0,False,True,1.3346649408340454,inflated,flat,,view,chck_80M
view:chck_80M,S199_eval_000090,eval_held_recomb,binding,flat_inflated,held0,False,True,1.1184746026992798,inflated,flat,,view,chck_80M
view:chck_80M,S199_eval_000091,eval_held_recomb,binding,flat_inflated,held0,True,False,-1.0811415910720825,flat,inflated,,view,chck_80M
view:chck_80M,S199_eval_000092,eval_held_recomb,binding,flat_inflated,held1,True,True,0.36121654510498047,flat,inflated,,view,chck_80M
view:chck_80M,S199_eval_000093,eval_held_recomb,binding,flat_inflated,held1,False,False,-0.45297956466674805,inflated,flat,,view,chck_80M
view:chck_80M,S199_eval_000094,eval_held_recomb,binding,flat_inflated,held1,False,True,0.07953810691833496,inflated,flat,,view,chck_80M
view:chck_80M,S199_eval_000095,eval_held_recomb,binding,flat_inflated,held1,True,True,0.5642476081848145,flat,inflated,,view,chck_80M
view:chck_80M,S199_eval_000096,eval_held_recomb,binding,dry_wet,held0,True,False,-1.894480675458908,wet,dry,,view,chck_80M
view:chck_80M,S199_eval_000097,eval_held_recomb,binding,dry_wet,held0,False,True,1.9085494577884674,dry,wet,,view,chck_80M
view:chck_80M,S199_eval_000098,eval_held_recomb,binding,dry_wet,held0,False,True,2.060465693473816,dry,wet,,view,chck_80M
view:chck_80M,S199_eval_000099,eval_held_recomb,binding,dry_wet,held0,True,False,-1.6921445429325104,wet,dry,,view,chck_80M
view:chck_80M,S199_eval_000100,eval_held_recomb,binding,dry_wet,held1,True,False,-1.3690587282180786,wet,dry,,view,chck_80M
view:chck_80M,S199_eval_000101,eval_held_recomb,binding,dry_wet,held1,False,True,1.4144229292869568,dry,wet,,view,chck_80M
view:chck_80M,S199_eval_000102,eval_held_recomb,binding,dry_wet,held1,False,True,1.379529446363449,dry,wet,,view,chck_80M
view:chck_80M,S199_eval_000103,eval_held_recomb,binding,dry_wet,held1,True,False,-1.2906154096126556,wet,dry,,view,chck_80M
view:chck_80M,S199_eval_000104,eval_held_recomb,binding,dry_wet,held0,True,True,1.3192662447690964,dry,wet,,view,chck_80M
view:chck_80M,S199_eval_000105,eval_held_recomb,binding,dry_wet,held0,False,False,-1.0854028761386871,wet,dry,,view,chck_80M
view:chck_80M,S199_eval_000106,eval_held_recomb,binding,dry_wet,held0,False,False,-1.2117855846881866,wet,dry,,view,chck_80M
view:chck_80M,S199_eval_000107,eval_held_recomb,binding,dry_wet,held0,True,True,1.046118050813675,dry,wet,,view,chck_80M
view:chck_80M,S199_eval_000108,eval_held_recomb,binding,dry_wet,held1,True,True,1.3769041299819946,dry,wet,,view,chck_80M
view:chck_80M,S199_eval_000109,eval_held_recomb,binding,dry_wet,held1,False,False,-1.2718199491500854,wet,dry,,view,chck_80M
view:chck_80M,S199_eval_000110,eval_held_recomb,binding,dry_wet,held1,False,False,-1.333740770816803,wet,dry,,view,chck_80M
view:chck_80M,S199_eval_000111,eval_held_recomb,binding,dry_wet,held1,True,True,1.2393647730350494,dry,wet,,view,chck_80M
view:chck_80M,S199_eval_000112,eval_held_recomb,binding,unlocked_locked,held0,True,False,-1.867344081401825,locked,unlocked,,view,chck_80M
view:chck_80M,S199_eval_000113,eval_held_recomb,binding,unlocked_locked,held0,False,True,1.9594212472438812,unlocked,locked,,view,chck_80M
view:chck_80M,S199_eval_000114,eval_held_recomb,binding,unlocked_locked,held0,False,True,2.079643279314041,unlocked,locked,,view,chck_80M
view:chck_80M,S199_eval_000115,eval_held_recomb,binding,unlocked_locked,held0,True,False,-1.9104649424552917,locked,unlocked,,view,chck_80M
view:chck_80M,S199_eval_000116,eval_held_recomb,binding,unlocked_locked,held1,True,False,-1.5955346822738647,locked,unlocked,,view,chck_80M
view:chck_80M,S199_eval_000117,eval_held_recomb,binding,unlocked_locked,held1,False,True,1.5482220649719238,unlocked,locked,,view,chck_80M
view:chck_80M,S199_eval_000118,eval_held_recomb,binding,unlocked_locked,held1,False,True,1.6414154767990112,unlocked,locked,,view,chck_80M
view:chck_80M,S199_eval_000119,eval_held_recomb,binding,unlocked_locked,held1,True,False,-1.5001546144485474,locked,unlocked,,view,chck_80M
view:chck_80M,S199_eval_000120,eval_held_recomb,binding,unlocked_locked,held0,True,True,1.159292221069336,unlocked,locked,,view,chck_80M
view:chck_80M,S199_eval_000121,eval_held_recomb,binding,unlocked_locked,held0,False,False,-0.9994380474090576,locked,unlocked,,view,chck_80M
view:chck_80M,S199_eval_000122,eval_held_recomb,binding,unlocked_locked,held0,False,False,-0.9576821327209473,locked,unlocked,,view,chck_80M
view:chck_80M,S199_eval_000123,eval_held_recomb,binding,unlocked_locked,held0,True,True,1.1900302171707153,unlocked,locked,,view,chck_80M
view:chck_80M,S199_eval_000124,eval_held_recomb,binding,unlocked_locked,held1,True,True,1.418189287185669,unlocked,locked,,view,chck_80M
view:chck_80M,S199_eval_000125,eval_held_recomb,binding,unlocked_locked,held1,False,False,-1.2481262683868408,locked,unlocked,,view,chck_80M
view:chck_80M,S199_eval_000126,eval_held_recomb,binding,unlocked_locked,held1,False,False,-1.4119282960891724,locked,unlocked,,view,chck_80M
view:chck_80M,S199_eval_000127,eval_held_recomb,binding,unlocked_locked,held1,True,True,1.3157695531845093,unlocked,locked,,view,chck_80M
view:chck_80M,S199_eval_000128,eval_held_recomb,binding,empty_full,held0,True,True,3.58689284324646,full,empty,,view,chck_80M
view:chck_80M,S199_eval_000129,eval_held_recomb,binding,empty_full,held0,False,False,-3.4797637462615967,empty,full,,view,chck_80M
view:chck_80M,S199_eval_000130,eval_held_recomb,binding,empty_full,held0,False,False,-3.6843607425689697,empty,full,,view,chck_80M
view:chck_80M,S199_eval_000131,eval_held_recomb,binding,empty_full,held0,True,True,3.5692988634109497,full,empty,,view,chck_80M
view:chck_80M,S199_eval_000132,eval_held_recomb,binding,empty_full,held1,True,True,3.802135467529297,full,empty,,view,chck_80M
view:chck_80M,S199_eval_000133,eval_held_recomb,binding,empty_full,held1,False,False,-3.3718334436416626,empty,full,,view,chck_80M
view:chck_80M,S199_eval_000134,eval_held_recomb,binding,empty_full,held1,False,False,-3.724502444267273,empty,full,,view,chck_80M
view:chck_80M,S199_eval_000135,eval_held_recomb,binding,empty_full,held1,True,True,3.501888632774353,full,empty,,view,chck_80M
view:chck_80M,S199_eval_000136,eval_held_recomb,binding,empty_full,held0,True,False,-5.417165994644165,empty,full,,view,chck_80M
view:chck_80M,S199_eval_000137,eval_held_recomb,binding,empty_full,held0,False,True,5.495917558670044,full,empty,,view,chck_80M
view:chck_80M,S199_eval_000138,eval_held_recomb,binding,empty_full,held0,False,True,5.504295349121094,full,empty,,view,chck_80M
view:chck_80M,S199_eval_000139,eval_held_recomb,binding,empty_full,held0,True,False,-5.5189478397369385,empty,full,,view,chck_80M
view:chck_80M,S199_eval_000140,eval_held_recomb,binding,empty_full,held1,True,False,-4.31906521320343,empty,full,,view,chck_80M
view:chck_80M,S199_eval_000141,eval_held_recomb,binding,empty_full,held1,False,True,4.095432758331299,full,empty,,view,chck_80M
view:chck_80M,S199_eval_000142,eval_held_recomb,binding,empty_full,held1,False,True,4.313366770744324,full,empty,,view,chck_80M
view:chck_80M,S199_eval_000143,eval_held_recomb,binding,empty_full,held1,True,False,-4.145614385604858,empty,full,,view,chck_80M
view:chck_80M,S199_eval_000144,eval_held_recomb,binding,cold_hot,held0,True,True,0.7579812854528427,hot,cold,,view,chck_80M
view:chck_80M,S199_eval_000145,eval_held_recomb,binding,cold_hot,held0,False,False,-0.7256543636322021,cold,hot,,view,chck_80M
view:chck_80M,S199_eval_000146,eval_held_recomb,binding,cold_hot,held0,False,False,-0.819131076335907,cold,hot,,view,chck_80M
view:chck_80M,S199_eval_000147,eval_held_recomb,binding,cold_hot,held0,True,True,0.8101054131984711,hot,cold,,view,chck_80M
view:chck_80M,S199_eval_000148,eval_held_recomb,binding,cold_hot,held1,True,True,0.800701379776001,hot,cold,,view,chck_80M
view:chck_80M,S199_eval_000149,eval_held_recomb,binding,cold_hot,held1,False,False,-0.7882303893566132,cold,hot,,view,chck_80M
view:chck_80M,S199_eval_000150,eval_held_recomb,binding,cold_hot,held1,False,False,-0.8168871998786926,cold,hot,,view,chck_80M
view:chck_80M,S199_eval_000151,eval_held_recomb,binding,cold_hot,held1,True,True,0.8827777206897736,hot,cold,,view,chck_80M
view:chck_80M,S199_eval_000152,eval_held_recomb,binding,cold_hot,held0,True,False,-1.8449153304100037,cold,hot,,view,chck_80M
view:chck_80M,S199_eval_000153,eval_held_recomb,binding,cold_hot,held0,False,True,1.925977110862732,hot,cold,,view,chck_80M
view:chck_80M,S199_eval_000154,eval_held_recomb,binding,cold_hot,held0,False,True,1.8083722591400146,hot,cold,,view,chck_80M
view:chck_80M,S199_eval_000155,eval_held_recomb,binding,cold_hot,held0,True,False,-1.8834147453308105,cold,hot,,view,chck_80M
view:chck_80M,S199_eval_000156,eval_held_recomb,binding,cold_hot,held1,True,False,-0.9388510882854462,cold,hot,,view,chck_80M
view:chck_80M,S199_eval_000157,eval_held_recomb,binding,cold_hot,held1,False,True,1.169002652168274,hot,cold,,view,chck_80M
view:chck_80M,S199_eval_000158,eval_held_recomb,binding,cold_hot,held1,False,True,1.0284864604473114,hot,cold,,view,chck_80M
view:chck_80M,S199_eval_000159,eval_held_recomb,binding,cold_hot,held1,True,False,-1.1158818006515503,cold,hot,,view,chck_80M
view:chck_80M,S199_eval_000160,eval_held_recomb,binding,open_closed,held0,True,True,0.650443971157074,open,closed,,view,chck_80M
view:chck_80M,S199_eval_000161,eval_held_recomb,binding,open_closed,held0,False,False,-0.5774709582328796,closed,open,,view,chck_80M
view:chck_80M,S199_eval_000162,eval_held_recomb,binding,open_closed,held0,False,False,-0.8326507806777954,closed,open,,view,chck_80M
view:chck_80M,S199_eval_000163,eval_held_recomb,binding,open_closed,held0,True,True,0.8676008582115173,open,closed,,view,chck_80M
view:chck_80M,S199_eval_000164,eval_held_recomb,binding,open_closed,held1,True,True,0.8551920652389526,open,closed,,view,chck_80M
view:chck_80M,S199_eval_000165,eval_held_recomb,binding,open_closed,held1,False,False,-0.8168482780456543,closed,open,,view,chck_80M
view:chck_80M,S199_eval_000166,eval_held_recomb,binding,open_closed,held1,False,False,-1.0054171681404114,closed,open,,view,chck_80M
view:chck_80M,S199_eval_000167,eval_held_recomb,binding,open_closed,held1,True,True,0.9695468246936798,open,closed,,view,chck_80M
view:chck_80M,S199_eval_000168,eval_held_recomb,binding,open_closed,held0,True,False,-0.7939531803131104,closed,open,,view,chck_80M
view:chck_80M,S199_eval_000169,eval_held_recomb,binding,open_closed,held0,False,True,0.9313799142837524,open,closed,,view,chck_80M
view:chck_80M,S199_eval_000170,eval_held_recomb,binding,open_closed,held0,False,True,1.0597253441810608,open,closed,,view,chck_80M
view:chck_80M,S199_eval_000171,eval_held_recomb,binding,open_closed,held0,True,False,-1.0961086750030518,closed,open,,view,chck_80M
view:chck_80M,S199_eval_000172,eval_held_recomb,binding,open_closed,held1,True,False,-0.9125040173530579,closed,open,,view,chck_80M
view:chck_80M,S199_eval_000173,eval_held_recomb,binding,open_closed,held1,False,True,0.9261037111282349,open,closed,,view,chck_80M
view:chck_80M,S199_eval_000174,eval_held_recomb,binding,open_closed,held1,False,True,1.086568295955658,open,closed,,view,chck_80M
view:chck_80M,S199_eval_000175,eval_held_recomb,binding,open_closed,held1,True,False,-1.0311009287834167,closed,open,,view,chck_80M
view:chck_80M,S199_eval_000176,eval_held_recomb,binding,dark_lit,held0,True,True,0.1232689619064331,lit,dark,,view,chck_80M
view:chck_80M,S199_eval_000177,eval_held_recomb,binding,dark_lit,held0,False,True,0.06954646110534668,dark,lit,,view,chck_80M
view:chck_80M,S199_eval_000178,eval_held_recomb,binding,dark_lit,held0,False,False,-0.050173282623291016,dark,lit,,view,chck_80M
view:chck_80M,S199_eval_000179,eval_held_recomb,binding,dark_lit,held0,True,True,0.22616100311279297,lit,dark,,view,chck_80M
view:chck_80M,S199_eval_000180,eval_held_recomb,binding,dark_lit,held1,True,True,0.38511979579925537,lit,dark,,view,chck_80M
view:chck_80M,S199_eval_000181,eval_held_recomb,binding,dark_lit,held1,False,False,-0.5132339000701904,dark,lit,,view,chck_80M
view:chck_80M,S199_eval_000182,eval_held_recomb,binding,dark_lit,held1,False,False,-0.4602375030517578,dark,lit,,view,chck_80M
view:chck_80M,S199_eval_000183,eval_held_recomb,binding,dark_lit,held1,True,True,0.7294979095458984,lit,dark,,view,chck_80M
view:chck_80M,S199_eval_000184,eval_held_recomb,binding,dark_lit,held0,True,False,-0.590425968170166,dark,lit,,view,chck_80M
view:chck_80M,S199_eval_000185,eval_held_recomb,binding,dark_lit,held0,False,True,0.9748522639274597,lit,dark,,view,chck_80M
view:chck_80M,S199_eval_000186,eval_held_recomb,binding,dark_lit,held0,False,True,0.5826554000377655,lit,dark,,view,chck_80M
view:chck_80M,S199_eval_000187,eval_held_recomb,binding,dark_lit,held0,True,False,-0.9058214575052261,dark,lit,,view,chck_80M
view:chck_80M,S199_eval_000188,eval_held_recomb,binding,dark_lit,held1,True,False,-0.6887916326522827,dark,lit,,view,chck_80M
view:chck_80M,S199_eval_000189,eval_held_recomb,binding,dark_lit,held1,False,True,0.7935013771057129,lit,dark,,view,chck_80M
view:chck_80M,S199_eval_000190,eval_held_recomb,binding,dark_lit,held1,False,True,0.7636909484863281,lit,dark,,view,chck_80M
view:chck_80M,S199_eval_000191,eval_held_recomb,binding,dark_lit,held1,True,False,-1.0382131934165955,dark,lit,,view,chck_80M
view:chck_80M,S199_eval_000192,eval_held_recomb,binding,clean_dirty,held0,True,True,1.8053338527679443,clean,dirty,,view,chck_80M
view:chck_80M,S199_eval_000193,eval_held_recomb,binding,clean_dirty,held0,False,False,-1.5022278726100922,dirty,clean,,view,chck_80M
view:chck_80M,S199_eval_000194,eval_held_recomb,binding,clean_dirty,held0,False,False,-1.6322723925113678,dirty,clean,,view,chck_80M
view:chck_80M,S199_eval_000195,eval_held_recomb,binding,clean_dirty,held0,True,True,1.7537378668785095,clean,dirty,,view,chck_80M
view:chck_80M,S199_eval_000196,eval_held_recomb,binding,clean_dirty,held1,True,True,1.7848798036575317,clean,dirty,,view,chck_80M
view:chck_80M,S199_eval_000197,eval_held_recomb,binding,clean_dirty,held1,False,False,-1.683664858341217,dirty,clean,,view,chck_80M
view:chck_80M,S199_eval_000198,eval_held_recomb,binding,clean_dirty,held1,False,False,-1.6842100024223328,dirty,clean,,view,chck_80M
view:chck_80M,S199_eval_000199,eval_held_recomb,binding,clean_dirty,held1,True,True,1.7414648532867432,clean,dirty,,view,chck_80M
view:chck_80M,S199_eval_000200,eval_held_recomb,binding,clean_dirty,held0,True,False,-3.0010170340538025,dirty,clean,,view,chck_80M
view:chck_80M,S199_eval_000201,eval_held_recomb,binding,clean_dirty,held0,False,True,2.8460047841072083,clean,dirty,,view,chck_80M
view:chck_80M,S199_eval_000202,eval_held_recomb,binding,clean_dirty,held0,False,True,2.988662302494049,clean,dirty,,view,chck_80M
view:chck_80M,S199_eval_000203,eval_held_recomb,binding,clean_dirty,held0,True,False,-2.8115082383155823,dirty,clean,,view,chck_80M
view:chck_80M,S199_eval_000204,eval_held_recomb,binding,clean_dirty,held1,True,False,-2.1376349925994873,dirty,clean,,view,chck_80M
view:chck_80M,S199_eval_000205,eval_held_recomb,binding,clean_dirty,held1,False,True,1.9358267784118652,clean,dirty,,view,chck_80M
view:chck_80M,S199_eval_000206,eval_held_recomb,binding,clean_dirty,held1,False,True,2.0232973098754883,clean,dirty,,view,chck_80M
view:chck_80M,S199_eval_000207,eval_held_recomb,binding,clean_dirty,held1,True,False,-1.932316541671753,dirty,clean,,view,chck_80M
view:chck_80M,S199_eval_000208,eval_held_recomb,binding,flat_inflated,held0,True,False,-2.6788031458854675,inflated,flat,,view,chck_80M
