arm,checkpoint,probe_id,class_label,subtype,pair_id,distance_bin,intervening_words,nll_present,nll_replaced,antecedent_gain,n_tokens_present,n_tokens_replaced,truncated_present,truncated_replaced
D_V_43122,chck_80M,natural_mention:nr:00030,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0099,10_19,12,0.11236006766557693,0.25577911734580994,0.143419049680233,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00031,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0127,05_09,7,2.309401512145996,2.180270195007324,-0.12913131713867188,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00032,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0044,10_19,13,7.316747665405273,6.465847015380859,-0.8509006500244141,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00033,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0051,10_19,11,3.6751832962036133,5.58300256729126,1.9078192710876465,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00034,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0040,10_19,15,3.955873966217041,1.84493887424469,-2.110935091972351,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00035,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0110,05_09,8,0.5196127891540527,0.2869252562522888,-0.23268753290176392,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00036,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0085,00_04,0,5.674398422241211,6.108917236328125,0.43451881408691406,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00037,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0104,05_09,9,0.904856264591217,1.9788497686386108,1.0739935040473938,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00038,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0072,00_04,0,2.2380361557006836,2.323030471801758,0.08499431610107422,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00039,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0124,05_09,9,0.20036058127880096,0.19238696992397308,-0.00797361135482788,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00040,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0092,10_19,17,0.9872890114784241,2.0126233100891113,1.0253342986106873,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00041,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0036,10_19,18,3.9656002521514893,9.149051666259766,5.183451414108276,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00042,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0121,10_19,12,0.48452645540237427,0.48732855916023254,0.0028021037578582764,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00043,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0057,00_04,4,3.892155647277832,2.2309513092041016,-1.6612043380737305,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00044,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0080,00_04,0,4.978522300720215,5.0056471824646,0.027124881744384766,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00045,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0064,00_04,1,6.501358985900879,6.06679105758667,-0.434567928314209,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00046,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0029,20_39,26,4.213437080383301,6.498188495635986,2.2847514152526855,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00047,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0014,40_79,42,5.385529518127441,7.657060623168945,2.271531105041504,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00048,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0010,40_79,48,4.644360542297363,7.927682399749756,3.2833218574523926,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00049,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0075,00_04,0,7.282603740692139,7.381801128387451,0.0991973876953125,7,7,False,False
D_V_43122,chck_80M,natural_mention:nr:00050,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0081,00_04,0,5.406714916229248,5.227000713348389,-0.17971420288085938,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00051,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0096,10_19,14,0.555427610874176,0.08646455407142639,-0.46896305680274963,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00052,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0062,00_04,2,5.435738563537598,5.576447486877441,0.14070892333984375,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00053,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0107,05_09,8,0.04374142736196518,0.040301915258169174,-0.0034395121037960052,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00054,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0120,10_19,15,0.8797726631164551,0.7237456440925598,-0.15602701902389526,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00055,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0071,00_04,0,2.011166572570801,2.2429380416870117,0.23177146911621094,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00056,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0093,10_19,16,0.33028480410575867,1.444290280342102,1.1140054762363434,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00057,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0095,10_19,15,0.3811637759208679,0.40187570452690125,0.020711928606033325,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00058,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0028,20_39,27,1.295345425605774,8.767742156982422,7.472396731376648,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00059,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0125,05_09,9,0.02059118263423443,0.021274344995617867,0.0006831623613834381,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00060,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0083,00_04,0,8.305856704711914,7.908438205718994,-0.3974184989929199,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00061,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0011,40_79,48,8.890559196472168,10.32489013671875,1.434330940246582,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00062,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0003,40_79,57,3.0252859592437744,10.064980506896973,7.039694547653198,5,5,False,False
D_V_43122,chck_80M,natural_mention:nr:00063,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0066,00_04,0,5.687184810638428,5.401665210723877,-0.2855195999145508,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00064,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0042,10_19,14,1.170639991760254,9.511458396911621,8.340818405151367,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00065,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0065,00_04,1,7.20014762878418,6.661362648010254,-0.5387849807739258,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00066,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0078,00_04,0,6.752673625946045,5.467228889465332,-1.285444736480713,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00067,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0076,00_04,0,2.9761714935302734,2.73235821723938,-0.24381327629089355,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00068,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0086,00_04,0,6.186673641204834,6.368855953216553,0.18218231201171875,7,7,False,False
D_V_43122,chck_80M,natural_mention:nr:00069,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0111,05_09,8,0.5682516694068909,0.5417050719261169,-0.026546597480773926,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00070,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0052,10_19,10,5.0218000411987305,4.477079391479492,-0.5447206497192383,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00071,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0108,05_09,8,1.1619369983673096,0.7967595458030701,-0.3651774525642395,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00072,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0004,40_79,56,0.20849263668060303,7.940128803253174,7.731636166572571,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00073,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0091,10_19,18,0.2084684520959854,0.8815168142318726,0.6730483621358871,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00074,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0047,10_19,12,4.333907604217529,4.61033821105957,0.276430606842041,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00075,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0126,05_09,7,5.821136474609375,6.0422563552856445,0.22111988067626953,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00076,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0069,00_04,0,8.216154098510742,7.980905532836914,-0.23524856567382812,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00077,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0114,05_09,7,1.7678077220916748,1.6491198539733887,-0.11868786811828613,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00078,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0087,20_39,33,2.7700796127319336,2.6932551860809326,-0.07682442665100098,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00079,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0098,10_19,12,2.862462043762207,2.5288987159729004,-0.33356332778930664,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00080,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0118,10_19,19,1.7979241609573364,1.7986645698547363,0.0007404088973999023,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00081,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0025,20_39,28,5.077214241027832,9.743827819824219,4.666613578796387,4,4,False,False
D_V_43122,chck_80M,natural_mention:nr:00082,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0050,10_19,11,8.879042625427246,5.646188735961914,-3.232853889465332,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00083,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0067,00_04,0,7.635918140411377,8.545098304748535,0.9091801643371582,6,6,False,False
D_V_43122,chck_80M,natural_mention:nr:00084,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0055,05_09,7,7.2003350257873535,8.241399765014648,1.041064739227295,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00085,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0113,05_09,7,0.12277670204639435,0.10654989629983902,-0.01622680574655533,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00086,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0088,20_39,21,3.41874361038208,3.488337993621826,0.0695943832397461,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00087,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0033,20_39,20,10.545047760009766,10.995320320129395,0.4502725601196289,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00088,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0015,20_39,38,11.44689655303955,11.501832962036133,0.05493640899658203,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00089,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0000,40_79,74,1.2223912477493286,8.840398788452148,7.61800754070282,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00090,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0068,00_04,0,7.522543430328369,7.064483642578125,-0.45805978775024414,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00091,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0048,10_19,12,3.8742027282714844,3.921982765197754,0.04778003692626953,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00092,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0032,20_39,21,9.075310707092285,9.601785659790039,0.5264749526977539,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00093,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0103,10_19,10,2.7740821838378906,1.929443597793579,-0.8446385860443115,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00094,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0024,20_39,29,6.020333766937256,5.616489887237549,-0.40384387969970703,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00095,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0059,00_04,4,3.8128607273101807,2.3168461322784424,-1.4960145950317383,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00096,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0101,10_19,11,4.469770908355713,5.39603853225708,0.9262676239013672,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00097,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0007,40_79,52,2.8090038299560547,8.836854934692383,6.027851104736328,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00098,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0023,20_39,30,4.759183406829834,9.222696304321289,4.463512897491455,5,5,False,False
D_V_43122,chck_80M,natural_mention:nr:00099,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0054,05_09,9,8.390294075012207,6.493282794952393,-1.8970112800598145,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00100,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0020,20_39,31,8.376506805419922,8.31861400604248,-0.057892799377441406,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00101,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0037,10_19,17,3.2010202407836914,3.5472586154937744,0.346238374710083,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00102,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0073,00_04,0,4.660196304321289,4.793309688568115,0.13311338424682617,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00103,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0002,40_79,62,7.37860107421875,7.302410125732422,-0.07619094848632812,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00104,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0018,20_39,35,2.862982749938965,10.912967681884766,8.0499849319458,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00105,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0013,40_79,44,4.657268047332764,8.013935089111328,3.3566670417785645,4,4,False,False
D_V_43122,chck_80M,natural_mention:nr:00106,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0006,40_79,53,10.214259147644043,10.451774597167969,0.23751544952392578,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00107,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0041,10_19,15,7.609269142150879,8.2016019821167,0.5923328399658203,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00108,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0030,20_39,23,0.1018628254532814,10.365778923034668,10.263916097581387,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00109,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0039,10_19,16,0.7954546809196472,0.20326808094978333,-0.5921865999698639,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00110,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0021,20_39,31,0.07090413570404053,0.07270187139511108,0.0017977356910705566,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00111,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0016,20_39,37,4.390548229217529,4.678674697875977,0.28812646865844727,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00112,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0102,10_19,10,0.3721623420715332,0.3659839332103729,-0.006178408861160278,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00113,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0012,40_79,48,4.776716709136963,6.537435054779053,1.7607183456420898,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00114,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0090,20_39,21,3.095236301422119,3.1527676582336426,0.05753135681152344,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00115,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0109,05_09,8,0.4104492962360382,0.40622133016586304,-0.004227966070175171,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00116,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0094,10_19,15,1.6376127004623413,0.3277532458305359,-1.3098594546318054,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00117,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0116,05_09,6,3.5797226428985596,3.4288859367370605,-0.15083670616149902,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00118,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0019,20_39,33,7.345203876495361,7.423685550689697,0.07848167419433594,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00119,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0105,05_09,9,0.7403160929679871,0.781212329864502,0.04089623689651489,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00120,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0115,05_09,6,0.48179125785827637,0.3774123787879944,-0.10437887907028198,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00121,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0061,00_04,2,5.174539089202881,5.194523811340332,0.019984722137451172,4,4,False,False
D_V_43122,chck_80M,natural_mention:nr:00122,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0082,00_04,0,2.7262496948242188,2.5904688835144043,-0.13578081130981445,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00123,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0017,20_39,36,1.7144092321395874,1.9215450286865234,0.20713579654693604,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00124,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0034,20_39,20,1.7688204050064087,9.839319229125977,8.070498824119568,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00125,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0077,00_04,0,5.245720386505127,5.047543048858643,-0.19817733764648438,3,3,False,False
D_V_43122,chck_80M,natural_mention:nr:00126,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0031,20_39,22,8.835124015808105,8.591686248779297,-0.2434377670288086,2,2,False,False
D_V_43122,chck_80M,natural_mention:nr:00127,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0106,05_09,8,0.17867758870124817,0.23290911316871643,0.05423152446746826,1,1,False,False
D_V_43122,chck_80M,natural_mention:nr:00128,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0038,10_19,16,0.4391056299209595,9.420564651489258,8.981459021568298,2,2,False,False
D_V_43122,chck_80M,natural_mention:vr:00129,verbatim_remention,exact_named_entity,natural_distance_pair:0082,00_04,4,8.536042213439941,8.556472778320312,0.020430564880371094,2,2,False,False
D_V_43122,chck_80M,natural_mention:vr:00130,verbatim_remention,exact_named_entity,natural_distance_pair:0041,10_19,15,0.09896426647901535,8.330105781555176,8.23114151507616,3,3,False,False
D_V_43122,chck_80M,natural_mention:vr:00131,verbatim_remention,exact_named_entity,natural_distance_pair:0046,10_19,13,0.3958010971546173,8.589210510253906,8.193409413099289,5,5,False,False
D_V_43122,chck_80M,natural_mention:vr:00132,verbatim_remention,exact_named_entity,natural_distance_pair:0080,00_04,3,6.689632415771484,6.668494701385498,-0.021137714385986328,3,3,False,False
D_V_43122,chck_80M,natural_mention:vr:00133,verbatim_remention,exact_named_entity,natural_distance_pair:0035,10_19,19,7.261582374572754,9.060400009155273,1.7988176345825195,1,1,False,False
D_V_43122,chck_80M,natural_mention:vr:00134,verbatim_remention,exact_named_entity,natural_distance_pair:0081,00_04,4,2.268531560897827,3.0107250213623047,0.7421934604644775,1,1,False,False
D_V_43122,chck_80M,natural_mention:vr:00135,verbatim_remention,exact_named_entity,natural_distance_pair:0026,20_39,28,2.019503116607666,4.700608253479004,2.681105136871338,2,2,False,False
D_V_43122,chck_80M,natural_mention:vr:00136,verbatim_remention,exact_named_entity,natural_distance_pair:0006,40_79,54,7.614059925079346,8.391348838806152,0.7772889137268066,2,2,False,False
D_V_43122,chck_80M,natural_mention:vr:00137,verbatim_remention,exact_named_entity,natural_distance_pair:0100,10_19,12,0.15362666547298431,1.4606153964996338,1.3069887310266495,2,2,False,False
D_V_43122,chck_80M,natural_mention:vr:00138,verbatim_remention,exact_named_entity,natural_distance_pair:0111,05_09,8,0.37967029213905334,2.90236759185791,2.522697299718857,3,3,False,False
D_V_43122,chck_80M,natural_mention:vr:00139,verbatim_remention,exact_named_entity,natural_distance_pair:0015,20_39,38,0.24950997531414032,4.519767761230469,4.270257785916328,3,3,False,False
D_V_43122,chck_80M,natural_mention:vr:00140,verbatim_remention,exact_named_entity,natural_distance_pair:0091,10_19,18,8.199261665344238,9.89966106414795,1.700399398803711,4,4,False,False
