seed,arm,checkpoint,relevant_updates,prediction_path,correct,item_index,pred_is_stale_initial,prefix_words,reported_numops,source_family,stale_available,stale_is_gold,total_ops,uid
43022,V,chck_80M,0,,0,90,0,83,0,original,1,1,0,ambiref_0_ops
43022,V,chck_80M,0,,0,91,0,81,0,original,1,1,0,ambiref_0_ops
43022,V,chck_80M,0,,0,92,0,63,0,original,1,1,0,ambiref_0_ops
43022,V,chck_80M,0,,0,93,0,77,0,original,1,1,0,ambiref_0_ops
43022,V,chck_80M,0,,0,94,0,61,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,95,0,103,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,96,1,73,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,97,0,85,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,98,0,67,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,99,0,98,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,100,1,87,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,101,0,70,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,102,0,79,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,103,0,69,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,104,0,83,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,105,1,77,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,106,1,86,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,107,0,97,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,108,0,90,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,109,0,60,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,110,0,74,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,111,0,73,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,112,0,86,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,113,1,71,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,114,1,80,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,115,1,73,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,116,0,82,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,117,0,78,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,118,1,88,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,119,0,75,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,120,1,72,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,121,1,79,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,122,1,98,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,123,1,69,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,124,0,73,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,125,0,57,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,126,1,88,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,127,0,72,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,128,0,62,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,129,1,81,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,130,0,83,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,131,0,62,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,132,0,85,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,133,1,84,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,134,0,63,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,135,0,94,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,136,0,70,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,137,0,76,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,138,1,69,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,139,1,74,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,140,1,91,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,141,0,97,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,142,0,95,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,143,1,80,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,144,0,67,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,145,0,87,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,146,0,63,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,147,0,72,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,148,0,85,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,149,0,84,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,150,0,109,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,151,0,62,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,152,0,87,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,153,1,79,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,154,0,66,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,155,1,55,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,156,0,80,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,157,0,78,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,158,1,71,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,159,0,84,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,160,0,94,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,161,0,92,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,162,0,73,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,163,1,78,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,164,1,73,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,165,0,80,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,166,0,76,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,167,0,85,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,168,0,72,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,169,1,92,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,170,0,78,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,171,1,76,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,172,0,76,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,173,0,63,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,174,1,85,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,175,0,66,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,0,176,0,67,0,original,1,1,1,ambiref_0_ops
43022,V,chck_80M,0,,1,177,1,74,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,178,0,91,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,179,0,84,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,180,1,99,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,181,1,76,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,182,0,85,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,183,0,73,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,184,0,94,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,185,0,93,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,186,0,85,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,187,0,121,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,188,1,89,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,189,1,77,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,190,1,87,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,191,1,91,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,192,1,73,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,193,0,102,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,194,0,95,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,195,0,85,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,196,1,88,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,197,0,95,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,198,0,89,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,199,0,88,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,200,0,100,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,201,1,83,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,202,0,91,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,203,0,99,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,204,0,89,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,205,0,88,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,206,1,100,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,207,0,70,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,208,0,77,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,209,1,85,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,210,0,82,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,211,0,84,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,212,0,73,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,213,0,88,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,214,0,75,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,215,1,83,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,216,1,82,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,217,1,68,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,218,0,78,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,219,0,94,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,220,0,97,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,221,0,95,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,222,1,93,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,223,1,88,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,224,1,72,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,225,0,76,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,226,0,74,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,227,0,89,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,228,0,81,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,229,0,93,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,230,1,103,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,231,0,73,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,232,0,90,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,233,0,72,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,234,0,76,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,235,0,95,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,236,1,87,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,237,1,98,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,238,0,80,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,239,0,90,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,240,0,88,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,241,1,107,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,242,0,70,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,243,0,67,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,244,0,107,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,1,245,1,117,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,246,0,121,0,original,1,1,2,ambiref_0_ops
43022,V,chck_80M,0,,0,247,0,96,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,248,0,115,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,1,249,1,93,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,1,250,1,81,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,251,0,105,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,252,0,101,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,253,0,102,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,254,0,113,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,255,0,79,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,256,0,109,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,257,0,92,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,258,0,98,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,259,0,101,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,260,0,74,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,1,261,1,94,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,262,0,101,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,263,0,99,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,264,0,99,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,1,265,1,81,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,266,0,79,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,1,267,1,102,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,268,0,96,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,269,0,93,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,1,270,1,90,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,1,271,1,99,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,1,272,1,82,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,1,273,1,110,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,274,0,94,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,275,0,87,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,1,276,1,90,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,277,0,102,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,278,0,108,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,1,279,1,88,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,280,0,102,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,281,0,95,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,282,0,88,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,283,0,88,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,284,0,100,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,1,285,1,104,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,286,0,109,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,287,0,89,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,288,0,93,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,289,0,104,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,290,0,77,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,291,0,95,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,292,0,105,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,293,0,91,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,294,0,92,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,295,0,104,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,296,0,93,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,1,297,1,88,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,298,0,97,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,299,0,91,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,300,0,96,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,1,301,1,110,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,302,0,113,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,303,0,82,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,0,304,0,104,0,original,1,1,3,ambiref_0_ops
43022,V,chck_80M,0,,1,305,1,146,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,306,0,102,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,307,0,112,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,1,308,1,97,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,309,0,102,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,310,0,93,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,311,0,124,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,312,0,102,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,313,0,110,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,314,0,100,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,315,0,114,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,1,316,1,89,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,317,0,110,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,318,0,104,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,319,0,113,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,320,0,93,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,321,0,77,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,322,0,116,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,323,0,99,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,324,0,112,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,325,0,83,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,1,326,1,95,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,327,0,120,0,original,1,1,4,ambiref_0_ops
43022,V,chck_80M,0,,0,328,0,92,0,original,1,1,4,ambiref_0_ops
